season,team_name,points,wins,draws,losses,gf,ga,gd,rank
2005,Espanol,41,10,11,17,36,56,-20,15
2005,Santander,40,9,13,16,36,49,-13,16
2005,Sociedad,40,11,7,20,48,65,-17,17
2005,Alaves,39,9,12,17,35,54,-19,18
2005,Cadiz,36,8,12,18,36,52,-16,19
2005,Malaga,24,5,9,24,36,68,-32,20
2007,Real Madrid,85,27,4,7,84,36,48,1
2007,Villarreal,77,24,5,9,63,40,23,2
2007,Barcelona,67,19,10,9,76,43,33,3
2007,Sevilla,64,20,4,14,75,49,26,4
2007,Ath Madrid,64,19,7,12,66,47,19,5
2007,Santander,60,17,9,12,42,41,1,6
2007,Mallorca,59,15,14,9,69,54,15,7
2007,La Coruna,52,15,7,16,46,47,-1,8
2007,Almeria,52,14,10,14,42,45,-3,9
2007,Valencia,51,15,6,17,48,62,-14,10
2007,Ath Bilbao,50,13,11,14,40,43,-3,11
2007,Espanol,48,13,9,16,43,53,-10,12
2007,Getafe,47,12,11,15,44,48,-4,13
2007,Betis,47,12,11,15,45,51,-6,14
2007,Valladolid,45,11,12,15,42,57,-15,15
2007,Recreativo,44,11,11,16,40,60,-20,16
2007,Osasuna,43,12,7,19,37,44,-7,17
2007,Zaragoza,42,10,12,16,50,61,-11,18
2007,Murcia,30,7,9,22,36,65,-29,19
2007,Levante,26,7,5,26,33,75,-42,20
2008,Barcelona,87,27,6,5,105,35,70,1
2008,Real Madrid,78,25,3,10,83,52,31,2
2008,Sevilla,70,21,7,10,54,39,15,3
2008,Ath Madrid,67,20,7,11,80,57,23,4
2008,Villarreal,65,18,11,9,61,54,7,5
2008,Valencia,62,18,8,12,68,54,14,6
2008,La Coruna,58,16,10,12,48,47,1,7
2008,Malaga,55,15,10,13,55,59,-4,8
2008,Mallorca,51,14,9,15,53,60,-7,9
2008,Espanol,47,12,11,15,46,49,-3,10
2008,Santander,46,12,10,16,49,48,1,11
2008,Almeria,46,13,7,18,45,61,-16,12
2008,Ath Bilbao,44,12,8,18,47,62,-15,13
2008,Osasuna,43,10,13,15,41,47,-6,14
2008,Valladolid,43,12,7,19,46,58,-12,15
2008,Sp Gijon,43,14,1,23,47,79,-32,16
2008,Getafe,42,10,12,16,50,56,-6,17
2008,Betis,42,10,12,16,51,58,-7,18
2008,Numancia,35,10,5,23,38,69,-31,19
2008,Recreativo,33,8,9,21,34,57,-23,20
2009,Barcelona,99,31,6,1,98,24,74,1
2009,Real Madrid,96,31,3,4,102,35,67,2
2009,Valencia,71,21,8,9,59,40,19,3
2009,Sevilla,63,19,6,13,65,49,16,4
2009,Mallorca,62,18,8,12,59,44,15,5
2009,Getafe,58,17,7,14,58,48,10,6
2009,Villarreal,56,16,8,14,58,57,1,7
2009,Ath Bilbao,54,15,9,14,50,53,-3,8
2009,Ath Madrid,47,13,8,17,57,61,-4,9
2009,La Coruna,47,13,8,17,35,49,-14,10
2009,Espanol,44,11,11,16,29,46,-17,11
2009,Osasuna,43,11,10,17,37,46,-9,12
2009,Almeria,42,10,12,16,43,55,-12,13
2009,Zaragoza,41,10,11,17,46,64,-18,14
2009,Sp Gijon,40,9,13,16,36,51,-15,15
2009,Santander,39,9,12,17,42,59,-17,16
2009,Malaga,37,7,16,15,42,48,-6,17
2009,Valladolid,36,7,15,16,37,62,-25,18
2009,Tenerife,36,9,9,20,40,74,-34,19
2009,Xerez,34,8,10,20,38,66,-28,20
2010,Barcelona,96,30,6,2,95,21,74,1
2010,Real Madrid,92,29,5,4,102,33,69,2
2010,Valencia,71,21,8,9,64,44,20,3
2010,Villarreal,62,18,8,12,54,44,10,4
2010,Ath Madrid,58,17,7,14,62,53,9,5
2010,Ath Bilbao,58,18,4,16,59,55,4,6
2010,Sevilla,58,17,7,14,62,61,1,7
2010,Espanol,49,15,4,19,46,55,-9,8
2010,Osasuna,47,13,8,17,45,46,-1,9
2010,Sp Gijon,47,11,14,13,35,42,-7,10
2010,Malaga,46,13,7,18,54,68,-14,11
2010,Santander,46,12,10,16,41,56,-15,12
2010,Levante,45,12,9,17,41,52,-11,13
2010,Zaragoza,45,12,9,17,40,53,-13,14
2010,Sociedad,45,14,3,21,49,66,-17,15
2010,Getafe,44,12,8,18,49,60,-11,16
2010,Mallorca,44,12,8,18,41,56,-15,17
2010,La Coruna,43,10,13,15,31,47,-16,18
2010,Hercules,35,9,8,21,36,60,-24,19
2010,Almeria,30,6,12,20,36,70,-34,20
2011,Real Madrid,100,32,4,2,121,32,89,1
2011,Barcelona,91,28,7,3,114,29,85,2
2011,Valencia,61,17,10,11,59,44,15,3
2011,Malaga,58,17,7,14,54,53,1,4
2011,Ath Madrid,56,15,11,12,53,46,7,5
2011,Levante,55,16,7,15,54,50,4,6
2011,Osasuna,54,13,15,10,44,61,-17,7
2011,Mallorca,52,14,10,14,42,46,-4,8
2011,Sevilla,50,13,11,14,48,47,1,9
2011,Ath Bilbao,49,12,13,13,49,52,-3,10
2011,Sociedad,47,12,11,15,46,52,-6,11
2011,Betis,47,13,8,17,47,56,-9,12
2011,Getafe,47,12,11,15,40,51,-11,13
2011,Espanol,46,12,10,16,46,56,-10,14
2011,Vallecano,43,13,4,21,53,73,-20,15
2011,Zaragoza,43,12,7,19,36,61,-25,16
2011,Granada,42,12,6,20,35,56,-21,17
2011,Villarreal,41,9,14,15,39,53,-14,18
2011,Sp Gijon,37,10,7,21,42,69,-27,19
2011,Santander,27,4,15,19,28,63,-35,20
2012,Barcelona,100,32,4,2,115,40,75,1
2012,Real Madrid,85,26,7,5,103,42,61,2
2012,Ath Madrid,76,23,7,8,65,31,34,3
2012,Sociedad,66,18,12,8,70,49,21,4
2012,Valencia,65,19,8,11,67,54,13,5
2012,Malaga,57,16,9,13,53,50,3,6
2012,Betis,56,16,8,14,57,56,1,7
2012,Vallecano,53,16,5,17,50,66,-16,8
2012,Sevilla,50,14,8,16,58,54,4,9
2012,Getafe,47,13,8,17,43,57,-14,10
2012,Levante,46,12,10,16,40,57,-17,11
2012,Ath Bilbao,45,12,9,17,44,65,-21,12
2012,Espanol,44,11,11,16,43,52,-9,13
2012,Valladolid,43,11,10,17,49,58,-9,14
2012,Granada,42,11,9,18,37,54,-17,15
2012,Osasuna,39,10,9,19,33,50,-17,16
2012,Celta,37,10,7,21,37,52,-15,17
2012,Mallorca,36,9,9,20,43,72,-29,18
2012,La Coruna,35,8,11,19,47,70,-23,19
2012,Zaragoza,34,9,7,22,37,62,-25,20
2013,Ath Madrid,90,28,6,4,77,26,51,1
2013,Barcelona,87,27,6,5,100,33,67,2
2013,Real Madrid,87,27,6,5,104,38,66,3
2013,Ath Bilbao,70,20,10,8,66,39,27,4
2013,Sevilla,63,18,9,11,69,52,17,5
2013,Villarreal,59,17,8,13,60,44,16,6
2013,Sociedad,59,16,11,11,62,55,7,7
2013,Valencia,49,13,10,15,51,53,-2,8
2013,Celta,49,14,7,17,49,54,-5,9
2013,Levante,48,12,12,14,35,43,-8,10
2013,Malaga,45,12,9,17,39,46,-7,11
2013,Vallecano,43,13,4,21,46,80,-34,12
2013,Espanol,42,11,9,18,41,51,-10,13
2013,Getafe,42,11,9,18,35,54,-19,14
2013,Granada,41,12,5,21,32,56,-24,15
2013,Elche,40,9,13,16,30,50,-20,16
2013,Almeria,40,11,7,20,43,71,-28,17
2013,Osasuna,39,10,9,19,32,62,-30,18
2013,Valladolid,36,7,15,16,38,60,-22,19
2013,Betis,25,6,7,25,36,78,-42,20
2014,Barcelona,94,30,4,4,110,21,89,1
2014,Real Madrid,92,30,2,6,118,38,80,2
2014,Ath Madrid,78,23,9,6,67,29,38,3
2014,Valencia,77,22,11,5,70,32,38,4
2014,Sevilla,76,23,7,8,71,45,26,5
2014,Villarreal,60,16,12,10,48,37,11,6
2014,Ath Bilbao,55,15,10,13,42,41,1,7
2014,Celta,51,13,12,13,47,44,3,8
2014,Malaga,50,14,8,16,42,48,-6,9
2014,Espanol,49,13,10,15,47,51,-4,10
2014,Vallecano,49,15,4,19,46,68,-22,11
2014,Sociedad,46,11,13,14,44,51,-7,12
2014,Elche,41,11,8,19,35,62,-27,13
2014,Getafe,37,10,7,21,33,64,-31,14
2014,Levante,37,9,10,19,34,67,-33,15
2014,Eibar,35,9,8,21,34,55,-21,16
2014,La Coruna,35,7,14,17,35,60,-25,17
2014,Granada,35,7,14,17,29,64,-35,18
2014,Almeria,32,8,8,22,35,64,-29,19
2014,Cordoba,20,3,11,24,22,68,-46,20
2015,Barcelona,91,29,4,5,112,29,83,1
2015,Real Madrid,90,28,6,4,110,34,76,2
2015,Ath Madrid,88,28,4,6,63,18,45,3
2015,Villarreal,64,18,10,10,44,35,9,4
2015,Ath Bilbao,62,18,8,12,58,45,13,5
2015,Celta,60,17,9,12,51,59,-8,6
2015,Sevilla,52,14,10,14,51,50,1,7
2015,Malaga,48,12,12,14,38,35,3,8
2015,Sociedad,48,13,9,16,45,48,-3,9
2015,Betis,45,11,12,15,34,52,-18,10
2015,Valencia,44,11,11,16,46,48,-2,11
2015,Las Palmas,44,12,8,18,45,53,-8,12
2015,Eibar,43,11,10,17,49,61,-12,13
2015,Espanol,43,12,7,19,40,74,-34,14
2015,La Coruna,42,8,18,12,45,61,-16,15
2015,Sp Gijon,39,10,9,19,40,62,-22,16
2015,Granada,39,10,9,19,46,69,-23,17
2015,Vallecano,38,9,11,18,52,73,-21,18
2015,Getafe,36,9,9,20,37,67,-30,19
2015,Levante,32,8,8,22,37,70,-33,20
2016,Real Madrid,93,29,6,3,106,41,65,1
2016,Barcelona,90,28,6,4,116,37,79,2
2016,Ath Madrid,78,23,9,6,70,27,43,3
2016,Sevilla,72,21,9,8,69,49,20,4
2016,Villarreal,67,19,10,9,56,33,23,5
2016,Sociedad,64,19,7,12,59,53,6,6
2016,Ath Bilbao,63,19,6,13,53,43,10,7
2016,Espanol,56,15,11,12,49,50,-1,8
2016,Alaves,55,14,13,11,41,43,-2,9
2016,Eibar,54,15,9,14,56,51,5,10
2016,Malaga,46,12,10,16,49,55,-6,11
2016,Valencia,46,13,7,18,56,65,-9,12
2016,Celta,45,13,6,19,53,69,-16,13
2016,Las Palmas,39,10,9,19,53,74,-21,14
2016,Betis,39,10,9,19,41,64,-23,15
2016,La Coruna,36,8,12,18,43,61,-18,16
2016,Leganes,35,8,11,19,36,55,-19,17
2016,Sp Gijon,31,7,10,21,42,72,-30,18
2016,Osasuna,22,4,10,24,40,94,-54,19
2016,Granada,20,4,8,26,30,82,-52,20
2017,Barcelona,93,28,9,1,99,29,70,1
2017,Ath Madrid,79,23,10,5,58,22,36,2
2017,Real Madrid,76,22,10,6,94,44,50,3
2017,Valencia,73,22,7,9,65,38,27,4
2017,Villarreal,61,18,7,13,57,50,7,5
2017,Betis,60,18,6,14,60,61,-1,6
2017,Sevilla,58,17,7,14,49,58,-9,7
2017,Getafe,55,15,10,13,42,33,9,8
2017,Eibar,51,14,9,15,44,50,-6,9
2017,Girona,51,14,9,15,50,59,-9,10
2017,Sociedad,49,14,7,17,66,59,7,11
2017,Celta,49,13,10,15,59,60,-1,12
2017,Espanol,49,12,13,13,36,42,-6,13
2017,Alaves,47,15,2,21,40,50,-10,14
2017,Levante,46,11,13,14,44,58,-14,15
2017,Ath Bilbao,43,10,13,15,41,49,-8,16
2017,Leganes,43,12,7,19,34,51,-17,17
2017,La Coruna,29,6,11,21,38,76,-38,18
2017,Las Palmas,22,5,7,26,24,74,-50,19
2017,Malaga,20,5,5,28,24,61,-37,20
2018,Barcelona,87,26,9,3,90,36,54,1
2018,Ath Madrid,76,22,10,6,55,29,26,2
2018,Real Madrid,68,21,5,12,63,46,17,3
2018,Valencia,61,15,16,7,51,35,16,4
2018,Sevilla,59,17,8,13,62,47,15,5
2018,Getafe,59,15,14,9,48,35,13,6
2018,Espanol,53,14,11,13,48,50,-2,7
2018,Ath Bilbao,53,13,14,11,41,45,-4,8
2018,Sociedad,50,13,11,14,45,46,-1,9
2018,Betis,50,14,8,16,44,52,-8,10
2018,Alaves,50,13,11,14,39,50,-11,11
2018,Eibar,47,11,14,13,46,50,-4,12
2018,Leganes,45,11,12,15,37,43,-6,13
2018,Villarreal,44,10,14,14,49,52,-3,14
2018,Levante,44,11,11,16,59,66,-7,15
2018,Celta,41,10,11,17,53,62,-9,16
2018,Valladolid,41,10,11,17,32,51,-19,17
2018,Girona,37,9,10,19,37,53,-16,18
2018,Huesca,33,7,12,19,43,65,-22,19
2018,Vallecano,32,8,8,22,41,70,-29,20
2019,Real Madrid,87,26,9,3,70,25,45,1
2019,Barcelona,82,25,7,6,86,38,48,2
2019,Ath Madrid,70,18,16,4,51,27,24,3
2019,Sevilla,70,19,13,6,54,34,20,4
2019,Villarreal,60,18,6,14,63,49,14,5
2019,Sociedad,56,16,8,14,56,48,8,6
2019,Granada,56,16,8,14,52,45,7,7
2019,Getafe,54,14,12,12,43,37,6,8
2019,Valencia,53,14,11,13,46,53,-7,9
2019,Osasuna,52,13,13,12,46,54,-8,10
2019,Ath Bilbao,51,13,12,13,41,38,3,11
2019,Levante,49,14,7,17,47,53,-6,12
2019,Valladolid,42,9,15,14,32,43,-11,13
2019,Eibar,42,11,9,18,39,56,-17,14
2019,Betis,41,10,11,17,48,60,-12,15
2019,Alaves,39,10,9,19,34,59,-25,16
2019,Celta,37,7,16,15,37,49,-12,17
2019,Leganes,36,8,12,18,30,51,-21,18
2019,Mallorca,33,9,6,23,40,65,-25,19
2019,Espanol,25,5,10,23,27,58,-31,20
2020,Ath Madrid,86,26,8,4,67,25,42,1
2020,Real Madrid,84,25,9,4,67,28,39,2
2020,Barcelona,79,24,7,7,85,38,47,3
2020,Sevilla,77,24,5,9,53,33,20,4
2020,Sociedad,62,17,11,10,59,38,21,5
2020,Betis,61,17,10,11,50,50,0,6
2020,Villarreal,58,15,13,10,60,44,16,7
2020,Celta,53,14,11,13,55,57,-2,8
2020,Ath Bilbao,46,11,13,14,46,42,4,9
2020,Granada,46,13,7,18,47,65,-18,10
2020,Osasuna,44,11,11,16,37,48,-11,11
2020,Cadiz,44,11,11,16,36,58,-22,12
2020,Valencia,43,10,13,15,50,53,-3,13
2020,Levante,41,9,14,15,46,57,-11,14
2020,Getafe,38,9,11,18,28,43,-15,15
2020,Alaves,38,9,11,18,36,57,-21,16
2020,Elche,36,8,12,18,34,55,-21,17
2020,Huesca,34,7,13,18,34,53,-19,18
2020,Valladolid,31,5,16,17,34,57,-23,19
2020,Eibar,30,6,12,20,29,52,-23,20
2021,Real Madrid,86,26,8,4,80,31,49,1
2021,Barcelona,73,21,10,7,68,38,30,2
2021,Ath Madrid,71,21,8,9,65,43,22,3
2021,Sevilla,70,18,16,4,53,30,23,4
2021,Betis,65,19,8,11,62,40,22,5
2021,Sociedad,62,17,11,10,40,37,3,6
2021,Villarreal,59,16,11,11,63,37,26,7
2021,Ath Bilbao,55,14,13,11,43,36,7,8
2021,Valencia,48,11,15,12,48,53,-5,9
2021,Osasuna,47,12,11,15,37,51,-14,10
2021,Celta,46,12,10,16,43,43,0,11
2021,Vallecano,42,11,9,18,39,50,-11,12
2021,Elche,42,11,9,18,40,52,-12,13
2021,Espanol,42,10,12,16,40,53,-13,14
2021,Getafe,39,8,15,15,33,41,-8,15
2021,Cadiz,39,8,15,15,35,51,-16,16
2021,Mallorca,39,10,9,19,36,63,-27,17
2021,Granada,38,8,14,16,44,61,-17,18
2021,Levante,35,8,11,19,51,76,-25,19
2021,Alaves,31,8,7,23,31,65,-34,20
2022,Barcelona,88,28,4,6,70,20,50,1
2022,Real Madrid,78,24,6,8,75,36,39,2
2022,Ath Madrid,77,23,8,7,70,33,37,3
2022,Sociedad,71,21,8,9,51,35,16,4
2022,Villarreal,64,19,7,12,59,40,19,5
2022,Betis,60,17,9,12,46,41,5,6
2022,Osasuna,53,15,8,15,37,42,-5,7
2022,Ath Bilbao,51,14,9,15,47,43,4,8
2022,Mallorca,50,14,8,16,37,43,-6,9
2022,Girona,49,13,10,15,58,55,3,10
2022,Sevilla,49,13,10,15,47,54,-7,11
2022,Vallecano,49,13,10,15,45,53,-8,12
2022,Celta,43,11,10,17,43,53,-10,13
2022,Valencia,42,11,9,18,42,45,-3,14
2022,Getafe,42,10,12,16,34,45,-11,15
2022,Cadiz,42,10,12,16,30,53,-23,16
2022,Almeria,41,11,8,19,49,65,-16,17
2022,Valladolid,40,11,7,20,33,63,-30,18
2022,Espanol,37,8,13,17,52,69,-17,19
2022,Elche,25,5,10,23,30,67,-37,20
2023,Real Madrid,95,29,8,1,87,26,61,1
2023,Barcelona,85,26,7,5,79,44,35,2
2023,Girona,81,25,6,7,85,46,39,3
2023,Ath Madrid,76,24,4,10,70,43,27,4
2023,Ath Bilbao,68,19,11,8,61,37,24,5
2023,Sociedad,60,16,12,10,51,39,12,6
2023,Betis,57,14,15,9,48,45,3,7
2023,Villarreal,53,14,11,13,65,65,0,8
2023,Valencia,49,13,10,15,40,45,-5,9
2023,Alaves,46,12,10,16,36,46,-10,10
2023,Osasuna,45,12,9,17,45,56,-11,11
2023,Getafe,43,10,13,15,42,54,-12,12
2023,Sevilla,41,10,11,17,48,54,-6,13
2023,Celta,41,10,11,17,46,57,-11,14
2023,Mallorca,40,8,16,14,33,44,-11,15
2023,Las Palmas,40,10,10,18,33,47,-14,16
2023,Vallecano,38,8,14,16,29,48,-19,17
2023,Cadiz,33,6,15,17,26,55,-29,18
2023,Almeria,21,3,12,23,43,75,-32,19
2023,Granada,21,4,9,25,38,79,-41,20
2024,Barcelona,88,28,4,6,102,39,63,1
2024,Real Madrid,84,26,6,6,78,38,40,2
2024,Ath Madrid,76,22,10,6,68,30,38,3
2024,Ath Bilbao,70,19,13,6,54,29,25,4
2024,Villarreal,70,20,10,8,71,51,20,5
2024,Betis,60,16,12,10,57,50,7,6
2024,Celta,55,16,7,15,59,57,2,7
2024,Osasuna,52,12,16,10,48,52,-4,8
2024,Vallecano,52,13,13,12,41,45,-4,9
2024,Mallorca,48,13,9,16,35,44,-9,10
2024,Valencia,46,11,13,14,44,54,-10,11
2024,Sociedad,46,13,7,18,35,46,-11,12
2024,Getafe,42,11,9,18,34,39,-5,13
2024,Alaves,42,10,12,16,38,48,-10,14
2024,Espanol,42,11,9,18,40,51,-11,15
2024,Sevilla,41,10,11,17,42,55,-13,16
2024,Girona,41,11,8,19,44,60,-16,17
2024,Leganes,40,9,13,16,39,56,-17,18
2024,Las Palmas,32,8,8,22,40,61,-21,19
2024,Valladolid,16,4,4,30,26,90,-64,20
