season,date,team1,team2,true_home_team_result,simulated_home_team_result
2024,2025-04-05,GIR,ALA,-1,-1
2024,2025-04-05,RMA,VLC,-1,1
2024,2025-04-05,MALL,CEL,-1,-1
2024,2025-04-05,BARC,BET,0,0
2024,2025-04-04,RAYO,ESP,-1,-1
2024,2025-03-31,CEL,LASP,0,-1
2024,2025-03-30,GET,VIL,-1,0
2024,2025-03-30,BARC,GIR,1,1
2024,2025-03-30,ATHB,OSA,0,1
2024,2025-03-30,VLC,MALL,1,0
2024,2025-03-30,BET,SEV,1,1
2024,2025-03-29,RSO,VLLD,1,-1
2024,2025-03-29,ESP,ATHM,0,1
2024,2025-03-29,ALA,RAYO,-1,1
2024,2025-03-29,RMA,LEG,1,0
2024,2025-03-27,BARC,OSA,1,0
2024,2025-03-16,LEG,BET,-1,-1
2024,2025-03-16,SEV,ATHB,-1,1
2024,2025-03-16,OSA,GET,-1,0
2024,2025-03-16,RAYO,RSO,0,0
2024,2025-03-16,ATHM,BARC,-1,-1
2024,2025-03-15,VLLD,CEL,-1,1
2024,2025-03-15,MALL,ESP,1,-1
2024,2025-03-15,VIL,RMA,-1,1
2024,2025-03-15,GIR,VLC,0,-1
2024,2025-03-14,LASP,ALA,0,1
2024,2025-03-10,ESP,GIR,0,1
2024,2025-03-09,GET,ATHM,1,1
2024,2025-03-09,RMA,RAYO,1,0
2024,2025-03-09,ATHB,MALL,0,1
2024,2025-03-09,BET,LASP,1,0
2024,2025-03-09,RSO,SEV,-1,0
2024,2025-03-08,CEL,LEG,1,-1
2024,2025-03-08,ALA,VIL,1,1
2024,2025-03-08,VLC,VLLD,1,-1
2024,2025-03-02,LEG,GET,1,0
2024,2025-03-02,BARC,RSO,1,-1
2024,2025-03-02,MALL,ALA,0,-1
2024,2025-03-02,OSA,VLC,0,1
2024,2025-03-01,GIR,CEL,0,1
2024,2025-03-01,RAYO,SEV,0,0
2024,2025-03-01,BET,RMA,1,0
2024,2025-03-01,ATHM,ATHB,1,1
2024,2025-02-28,VLLD,LASP,0,1
2024,2025-02-24,SEV,MALL,0,0
2024,2025-02-23,ATHB,VLLD,1,0
2024,2025-02-23,RMA,GIR,1,1
2024,2025-02-23,GET,BET,-1,1
2024,2025-02-23,RSO,LEG,1,-1
2024,2025-02-22,ALA,ESP,-1,-1
2024,2025-02-22,RAYO,VIL,-1,1
2024,2025-02-22,VLC,ATHM,-1,-1
2024,2025-02-22,LASP,BARC,-1,1
2024,2025-02-21,CEL,OSA,1,1
2024,2025-02-17,BARC,RAYO,1,-1
2024,2025-02-16,ESP,ATHB,0,1
2024,2025-02-16,VLLD,SEV,-1,-1
2024,2025-02-16,MALL,LASP,1,1
2024,2025-02-16,BET,RSO,1,1
2024,2025-02-15,LEG,ALA,0,-1
2024,2025-02-15,OSA,RMA,0,-1
2024,2025-02-15,ATHM,CEL,0,0
2024,2025-02-15,VIL,VLC,0,1
2024,2025-02-14,GIR,GET,-1,1
2024,2025-02-10,MALL,OSA,0,1
2024,2025-02-09,ALA,GET,-1,0
2024,2025-02-09,VLC,LEG,1,0
2024,2025-02-09,RSO,ESP,1,1
2024,2025-02-09,SEV,BARC,-1,0
2024,2025-02-08,CEL,BET,1,-1
2024,2025-02-08,ATHB,GIR,1,0
2024,2025-02-08,LASP,VIL,-1,1
2024,2025-02-08,RMA,ATHM,0,-1
2024,2025-02-07,RAYO,VLLD,1,-1
2024,2025-02-03,GIR,LASP,1,1
2024,2025-02-02,BARC,ALA,1,-1
2024,2025-02-02,VLC,CEL,1,1
2024,2025-02-02,OSA,RSO,1,1
2024,2025-02-02,BET,ATHB,0,1
2024,2025-02-01,GET,SEV,0,-1
2024,2025-02-01,VIL,VLLD,1,1
2024,2025-02-01,ATHM,MALL,1,-1
2024,2025-02-01,ESP,RMA,1,1
2024,2025-01-31,LEG,RAYO,-1,0
2024,2025-01-27,ALA,CEL,0,1
2024,2025-01-26,RAYO,GIR,1,0
2024,2025-01-26,RSO,GET,-1,0
2024,2025-01-26,ATHB,LEG,0,0
2024,2025-01-26,BARC,VLC,1,-1
2024,2025-01-25,MALL,BET,-1,0
2024,2025-01-25,ATHM,VIL,0,-1
2024,2025-01-25,SEV,ESP,0,-1
2024,2025-01-25,VLLD,RMA,-1,0
2024,2025-01-24,LASP,OSA,0,-1
2024,2025-01-20,VIL,MALL,1,0
2024,2025-01-19,CEL,ATHB,-1,1
2024,2025-01-19,RMA,LASP,1,0
2024,2025-01-19,OSA,RAYO,0,1
2024,2025-01-19,VLC,RSO,1,1
2024,2025-01-18,GIR,SEV,-1,-1
2024,2025-01-18,LEG,ATHM,1,1
2024,2025-01-18,BET,ALA,-1,1
2024,2025-01-18,GET,BARC,0,-1
2024,2025-01-17,ESP,VLLD,1,0
2024,2025-01-13,RSO,VIL,1,0
2024,2025-01-12,LASP,GET,-1,-1
2024,2025-01-12,ATHM,OSA,1,-1
2024,2025-01-11,ALA,GIR,-1,-1
2024,2025-01-11,VLLD,BET,1,0
2024,2025-01-11,ESP,LEG,0,1
2024,2025-01-11,SEV,VLC,0,1
2024,2025-01-10,RAYO,CEL,1,1
2024,2025-01-03,VLC,RMA,-1,1
2024,2024-12-22,VLC,ALA,0,1
2024,2024-12-22,RMA,SEV,1,-1
2024,2024-12-22,LASP,ESP,1,1
2024,2024-12-22,LEG,VIL,-1,0
2024,2024-12-22,BET,RAYO,0,0
2024,2024-12-21,GET,MALL,-1,1
2024,2024-12-21,CEL,RSO,1,1
2024,2024-12-21,OSA,ATHB,-1,1
2024,2024-12-21,BARC,ATHM,-1,-1
2024,2024-12-20,GIR,VLLD,1,-1
2024,2024-12-18,ESP,VLC,0,0
2024,2024-12-18,VIL,RAYO,0,0
2024,2024-12-15,ATHM,GET,1,0
2024,2024-12-15,ALA,ATHB,0,0
2024,2024-12-15,RSO,LASP,0,-1
2024,2024-12-15,VIL,BET,-1,-1
2024,2024-12-15,BARC,LEG,-1,1
2024,2024-12-14,ESP,OSA,0,1
2024,2024-12-14,MALL,GIR,1,-1
2024,2024-12-14,SEV,CEL,1,0
2024,2024-12-14,RAYO,RMA,0,-1
2024,2024-12-13,VLLD,VLC,1,0
2024,2024-12-09,GET,ESP,1,1
2024,2024-12-08,LEG,RSO,-1,-1
2024,2024-12-08,ATHB,VIL,1,-1
2024,2024-12-08,OSA,ALA,0,0
2024,2024-12-08,ATHM,SEV,1,-1
2024,2024-12-07,LASP,VLLD,1,1
2024,2024-12-07,BET,BARC,0,1
2024,2024-12-07,VLC,RAYO,-1,0
2024,2024-12-07,GIR,RMA,-1,0
2024,2024-12-06,CEL,MALL,1,-1
2024,2024-12-04,ATHB,RMA,1,-1
2024,2024-12-03,MALL,BARC,-1,0
2024,2024-12-02,SEV,OSA,0,-1
2024,2024-12-01,VIL,GIR,0,0
2024,2024-12-01,RMA,GET,1,-1
2024,2024-12-01,RAYO,ATHB,-1,1
2024,2024-12-01,RSO,BET,1,0
2024,2024-11-30,BARC,LASP,-1,-1
2024,2024-11-30,ALA,LEG,0,-1
2024,2024-11-30,ESP,CEL,1,-1
2024,2024-11-30,VLLD,ATHM,-1,-1
2024,2024-11-29,MALL,VLC,1,1
2024,2024-11-24,OSA,VIL,0,1
2024,2024-11-24,SEV,RAYO,1,1
2024,2024-11-24,LEG,RMA,-1,0
2024,2024-11-24,ATHB,RSO,1,0
2024,2024-11-23,VLC,BET,1,1
2024,2024-11-23,ATHM,ALA,1,1
2024,2024-11-23,GIR,ESP,1,0
2024,2024-11-23,LASP,MALL,-1,0
2024,2024-11-23,CEL,BARC,0,-1
2024,2024-11-22,GET,VLLD,1,0
2024,2024-11-10,BET,CEL,0,-1
2024,2024-11-10,MALL,ATHM,-1,0
2024,2024-11-10,GET,GIR,-1,0
2024,2024-11-10,VLLD,ATHB,0,-1
2024,2024-11-10,RSO,BARC,1,1
2024,2024-11-09,RMA,OSA,1,-1
2024,2024-11-09,VIL,ALA,1,-1
2024,2024-11-09,LEG,SEV,1,-1
2024,2024-11-08,RAYO,LASP,-1,1
2024,2024-11-04,CEL,GET,1,1
2024,2024-11-03,ATHM,LASP,1,0
2024,2024-11-03,BARC,ESP,1,1
2024,2024-11-03,SEV,RSO,-1,1
2024,2024-11-03,ATHB,BET,0,0
2024,2024-11-02,OSA,VLLD,1,-1
2024,2024-11-02,GIR,LEG,1,-1
2024,2024-11-01,ALA,MALL,1,1
2024,2024-10-28,MALL,ATHB,0,-1
2024,2024-10-27,LEG,CEL,1,1
2024,2024-10-27,GET,VLC,0,1
2024,2024-10-27,BET,ATHM,1,-1
2024,2024-10-27,RSO,OSA,-1,1
2024,2024-10-26,VLLD,VIL,-1,-1
2024,2024-10-26,RAYO,ALA,1,1
2024,2024-10-26,LASP,GIR,1,1
2024,2024-10-26,RMA,BARC,-1,-1
2024,2024-10-25,ESP,SEV,-1,0
2024,2024-10-21,VLC,LASP,-1,-1
2024,2024-10-20,MALL,RAYO,1,0
2024,2024-10-20,ATHM,LEG,1,1
2024,2024-10-20,VIL,GET,0,1
2024,2024-10-20,BARC,SEV,1,1
2024,2024-10-19,ATHB,ESP,1,1
2024,2024-10-19,OSA,BET,-1,1
2024,2024-10-19,GIR,RSO,-1,1
2024,2024-10-19,CEL,RMA,-1,-1
2024,2024-10-18,ALA,VLLD,-1,-1
2024,2024-10-06,GIR,ATHB,1,0
2024,2024-10-06,ALA,BARC,-1,-1
2024,2024-10-06,SEV,BET,1,0
2024,2024-10-06,RSO,ATHM,0,-1
2024,2024-10-05,ESP,MALL,1,-1
2024,2024-10-05,GET,OSA,0,0
2024,2024-10-05,LASP,CEL,-1,1
2024,2024-10-05,VLLD,RAYO,-1,-1
2024,2024-10-05,RMA,VIL,1,0
2024,2024-10-04,LEG,VLC,0,0
2024,2024-09-30,VIL,LASP,1,1
2024,2024-09-29,CEL,GIR,0,0
2024,2024-09-29,ATHB,SEV,0,0
2024,2024-09-29,BET,ESP,1,0
2024,2024-09-29,ATHM,RMA,0,0
2024,2024-09-28,GET,ALA,1,0
2024,2024-09-28,RAYO,LEG,0,0
2024,2024-09-28,RSO,VLC,1,-1
2024,2024-09-28,OSA,BARC,1,1
2024,2024-09-27,VLLD,MALL,-1,-1
2024,2024-09-26,ESP,VIL,-1,1
2024,2024-09-26,LASP,BET,0,-1
2024,2024-09-26,CEL,ATHM,-1,0
2024,2024-09-25,GIR,RAYO,0,1
2024,2024-09-25,BARC,GET,1,-1
2024,2024-09-24,SEV,VLLD,1,1
2024,2024-09-24,VLC,OSA,0,-1
2024,2024-09-24,RMA,ALA,1,-1
2024,2024-09-23,BET,MALL,-1,0
2024,2024-09-22,GET,LEG,0,0
2024,2024-09-22,ATHB,CEL,1,0
2024,2024-09-22,VIL,BARC,-1,1
2024,2024-09-22,RAYO,ATHM,0,1
2024,2024-09-21,VLLD,RSO,0,-1
2024,2024-09-21,OSA,LASP,1,-1
2024,2024-09-21,VLC,GIR,1,0
2024,2024-09-21,RMA,ESP,1,1
2024,2024-09-20,ALA,SEV,1,-1
2024,2024-09-19,LEG,ATHB,-1,-1
2024,2024-09-18,BET,GET,1,0
2024,2024-09-17,MALL,RSO,1,-1
2024,2024-09-16,RAYO,OSA,1,1
2024,2024-09-15,CEL,VLLD,1,1
2024,2024-09-15,GIR,BARC,-1,-1
2024,2024-09-15,LASP,ATHB,-1,0
2024,2024-09-15,ATHM,VLC,1,0
2024,2024-09-14,MALL,VIL,-1,0
2024,2024-09-14,ESP,ALA,1,-1
2024,2024-09-14,SEV,GET,1,-1
2024,2024-09-14,RSO,RMA,-1,-1
2024,2024-09-13,BET,LEG,1,1
2024,2024-09-01,ALA,LASP,1,-1
2024,2024-09-01,OSA,CEL,1,-1
2024,2024-09-01,SEV,GIR,-1,1
2024,2024-09-01,GET,RSO,0,1
2024,2024-09-01,RMA,BET,1,1
2024,2024-08-31,BARC,VLLD,1,0
2024,2024-08-31,ATHB,ATHM,-1,1
2024,2024-08-31,ESP,RAYO,1,1
2024,2024-08-31,LEG,MALL,-1,0
2024,2024-08-31,VLC,VIL,0,1
2024,2024-08-29,GIR,OSA,1,0
2024,2024-08-29,LASP,RMA,0,-1
2024,2024-08-28,ATHB,VLC,1,1
2024,2024-08-28,VLLD,LEG,0,1
2024,2024-08-28,ATHM,ESP,0,-1
2024,2024-08-28,RSO,ALA,-1,0
2024,2024-08-27,MALL,SEV,0,1
2024,2024-08-27,RAYO,BARC,-1,-1
2024,2024-08-26,VIL,CEL,1,-1
2024,2024-08-25,RMA,VLLD,1,0
2024,2024-08-25,LEG,LASP,1,0
2024,2024-08-25,ALA,BET,0,1
2024,2024-08-25,ATHM,GIR,1,1
2024,2024-08-24,OSA,MALL,1,-1
2024,2024-08-24,BARC,ATHB,1,1
2024,2024-08-24,ESP,RSO,-1,0
2024,2024-08-24,GET,RAYO,0,0
2024,2024-08-23,CEL,VLC,1,-1
2024,2024-08-23,SEV,VIL,-1,-1
2024,2024-08-19,VLLD,ESP,1,1
2024,2024-08-19,VIL,ATHM,0,1
2024,2024-08-18,RSO,RAYO,-1,1
2024,2024-08-18,MALL,RMA,0,-1
2024,2024-08-17,OSA,LEG,0,1
2024,2024-08-17,VLC,BARC,-1,0
2024,2024-08-16,CEL,ALA,1,-1
2024,2024-08-16,LASP,SEV,0,1
2024,2024-08-15,ATHB,GET,0,-1
2024,2024-08-15,BET,GIR,0,-1
2023,2024-05-26,GET,MALL,-1,0
2023,2024-05-26,CEL,VLC,0,0
2023,2024-05-26,LASP,ALA,0,0
2023,2024-05-26,SEV,BARC,-1,-1
2023,2024-05-25,OSA,VIL,0,1
2023,2024-05-25,RSO,ATHM,-1,1
2023,2024-05-25,ALM,CAD,1,0
2023,2024-05-25,RAYO,ATHB,-1,1
2023,2024-05-25,RMA,BET,0,-1
2023,2024-05-24,GIR,GRA,1,-1
2023,2024-05-19,ATHB,SEV,1,1
2023,2024-05-19,ATHM,OSA,-1,0
2023,2024-05-19,BARC,RAYO,1,0
2023,2024-05-19,BET,RSO,-1,-1
2023,2024-05-19,CAD,LASP,0,1
2023,2024-05-19,GRA,CEL,-1,0
2023,2024-05-19,MALL,ALM,0,0
2023,2024-05-19,VLC,GIR,-1,-1
2023,2024-05-19,VIL,RMA,0,-1
2023,2024-05-18,ALA,GET,1,-1
2023,2024-05-16,LASP,BET,0,0
2023,2024-05-16,ALM,BARC,-1,1
2023,2024-05-16,RSO,VLC,1,0
2023,2024-05-15,SEV,CAD,-1,0
2023,2024-05-15,RAYO,GRA,1,-1
2023,2024-05-15,CEL,ATHB,1,-1
2023,2024-05-15,GET,ATHM,-1,-1
2023,2024-05-14,OSA,MALL,0,-1
2023,2024-05-14,RMA,ALA,1,-1
2023,2024-05-14,GIR,VIL,-1,-1
2023,2024-05-13,BARC,RSO,1,-1
2023,2024-05-12,CAD,GET,1,0
2023,2024-05-12,ATHM,CEL,1,1
2023,2024-05-12,VLC,RAYO,0,-1
2023,2024-05-12,BET,ALM,1,-1
2023,2024-05-11,MALL,LASP,1,1
2023,2024-05-11,VIL,SEV,1,0
2023,2024-05-11,GRA,RMA,-1,1
2023,2024-05-11,ATHB,OSA,0,0
2023,2024-05-10,ALA,GIR,0,-1
2023,2024-05-05,OSA,BET,-1,0
2023,2024-05-05,CEL,VIL,1,0
2023,2024-05-05,VLC,ALA,-1,0
2023,2024-05-05,SEV,GRA,1,-1
2023,2024-05-05,RAYO,ALM,-1,0
2023,2024-05-04,RSO,LASP,1,1
2023,2024-05-04,RMA,CAD,1,0
2023,2024-05-04,GIR,BARC,1,0
2023,2024-05-04,MALL,ATHM,-1,-1
2023,2024-05-03,GET,ATHB,-1,1
2023,2024-04-29,BARC,VLC,1,1
2023,2024-04-28,CAD,MALL,0,0
2023,2024-04-28,GRA,OSA,1,-1
2023,2024-04-28,VIL,RAYO,1,0
2023,2024-04-28,BET,SEV,0,0
2023,2024-04-27,LASP,GIR,-1,-1
2023,2024-04-27,ALM,GET,-1,1
2023,2024-04-27,ALA,CEL,1,1
2023,2024-04-27,ATHM,ATHB,1,-1
2023,2024-04-26,RSO,RMA,-1,-1
2023,2024-04-22,SEV,MALL,1,-1
2023,2024-04-21,GET,RSO,0,-1
2023,2024-04-21,ALM,VIL,-1,-1
2023,2024-04-21,ALA,ATHM,1,-1
2023,2024-04-21,RMA,BARC,1,-1
2023,2024-04-20,CEL,LASP,1,0
2023,2024-04-20,RAYO,OSA,1,-1
2023,2024-04-20,VLC,BET,-1,-1
2023,2024-04-20,GIR,CAD,1,1
2023,2024-04-19,ATHB,GRA,0,-1
2023,2024-04-15,OSA,VLC,-1,0
2023,2024-04-14,LASP,SEV,-1,1
2023,2024-04-14,GRA,ALA,1,1
2023,2024-04-14,ATHB,VIL,0,-1
2023,2024-04-14,RSO,ALM,0,0
2023,2024-04-13,ATHM,GIR,1,-1
2023,2024-04-13,RAYO,GET,0,0
2023,2024-04-13,MALL,RMA,-1,-1
2023,2024-04-13,CAD,BARC,-1,-1
2023,2024-04-12,BET,CEL,1,1
2023,2024-04-04,GRA,VLC,-1,-1
2023,2024-04-01,VIL,ATHM,-1,0
2023,2024-03-31,CEL,RAYO,0,1
2023,2024-03-31,GIR,BET,1,0
2023,2024-03-31,ALA,RSO,-1,1
2023,2024-03-31,RMA,ATHB,1,0
2023,2024-03-30,GET,SEV,-1,-1
2023,2024-03-30,ALM,OSA,-1,0
2023,2024-03-30,VLC,MALL,0,0
2023,2024-03-30,BARC,LASP,1,-1
2023,2024-03-29,CAD,GRA,1,-1
2023,2024-03-17,SEV,CEL,-1,1
2023,2024-03-17,LASP,ALM,-1,0
2023,2024-03-17,VIL,VLC,1,1
2023,2024-03-17,RAYO,BET,1,0
2023,2024-03-17,ATHM,BARC,-1,-1
2023,2024-03-16,MALL,GRA,1,0
2023,2024-03-16,OSA,RMA,-1,-1
2023,2024-03-16,GET,GIR,1,0
2023,2024-03-16,ATHB,ALA,1,-1
2023,2024-03-15,RSO,CAD,1,1
2023,2024-03-11,ALM,SEV,0,0
2023,2024-03-10,ALA,RAYO,1,0
2023,2024-03-10,LASP,ATHB,-1,0
2023,2024-03-10,RMA,CEL,1,0
2023,2024-03-10,BET,VIL,-1,1
2023,2024-03-09,VLC,GET,1,-1
2023,2024-03-09,CAD,ATHM,1,-1
2023,2024-03-09,GRA,RSO,-1,0
2023,2024-03-09,GIR,OSA,1,-1
2023,2024-03-08,BARC,MALL,1,0
2023,2024-03-04,OSA,ALA,1,-1
2023,2024-03-03,VIL,GRA,1,1
2023,2024-03-03,ATHM,BET,1,-1
2023,2024-03-03,MALL,GIR,1,-1
2023,2024-03-03,ATHB,BARC,0,0
2023,2024-03-02,SEV,RSO,1,0
2023,2024-03-02,RAYO,CAD,0,1
2023,2024-03-02,GET,LASP,0,-1
2023,2024-03-02,VLC,RMA,0,1
2023,2024-03-01,CEL,ALM,1,-1
2023,2024-02-26,GIR,RAYO,1,1
2023,2024-02-25,CAD,CEL,0,-1
2023,2024-02-25,BET,ATHB,1,-1
2023,2024-02-25,LASP,OSA,0,1
2023,2024-02-25,RMA,SEV,1,-1
2023,2024-02-24,BARC,GET,1,0
2023,2024-02-24,ALA,MALL,0,1
2023,2024-02-24,ALM,ATHM,0,0
2023,2024-02-23,RSO,VIL,-1,-1
2023,2024-02-19,ATHB,GIR,1,1
2023,2024-02-18,RAYO,RMA,0,-1
2023,2024-02-18,GRA,ALM,0,1
2023,2024-02-18,MALL,RSO,-1,-1
2023,2024-02-18,BET,ALA,0,1
2023,2024-02-17,ATHM,LASP,1,-1
2023,2024-02-17,OSA,CAD,1,-1
2023,2024-02-17,CEL,BARC,-1,-1
2023,2024-02-17,VLC,SEV,0,-1
2023,2024-02-16,VIL,GET,0,0
2023,2024-02-12,ALM,ATHB,0,0
2023,2024-02-11,GET,CEL,1,1
2023,2024-02-11,MALL,RAYO,1,0
2023,2024-02-11,SEV,ATHM,1,1
2023,2024-02-11,BARC,GRA,0,-1
2023,2024-02-10,ALA,VIL,0,0
2023,2024-02-10,RSO,OSA,-1,0
2023,2024-02-10,RMA,GIR,1,-1
2023,2024-02-10,LASP,VLC,1,0
2023,2024-02-09,CAD,BET,-1,0
2023,2024-02-05,RAYO,SEV,-1,0
2023,2024-02-04,VIL,CAD,0,-1
2023,2024-02-04,OSA,CEL,-1,0
2023,2024-02-04,BET,GET,0,1
2023,2024-02-04,RMA,ATHM,0,0
2023,2024-02-03,VLC,ALM,1,1
2023,2024-02-03,GRA,LASP,0,0
2023,2024-02-03,ALA,BARC,-1,0
2023,2024-02-03,GIR,RSO,0,0
2023,2024-02-02,ATHB,MALL,1,0
2023,2024-02-01,GET,RMA,-1,0
2023,2024-01-31,BARC,OSA,1,1
2023,2024-01-31,ATHM,RAYO,1,-1
2023,2024-01-29,GET,GRA,1,-1
2023,2024-01-28,CEL,GIR,-1,-1
2023,2024-01-28,CAD,ATHB,0,-1
2023,2024-01-28,SEV,OSA,0,-1
2023,2024-01-28,ATHM,VLC,1,0
2023,2024-01-27,RSO,RAYO,0,-1
2023,2024-01-27,LASP,RMA,-1,0
2023,2024-01-27,BARC,VIL,-1,0
2023,2024-01-27,MALL,BET,-1,1
2023,2024-01-26,ALM,ALA,-1,0
2023,2024-01-22,GRA,ATHM,-1,1
2023,2024-01-21,OSA,GET,1,-1
2023,2024-01-21,RMA,ALM,1,-1
2023,2024-01-21,BET,BARC,-1,1
2023,2024-01-21,GIR,SEV,1,1
2023,2024-01-20,RAYO,LASP,-1,1
2023,2024-01-20,VIL,MALL,0,-1
2023,2024-01-20,VLC,ATHB,1,-1
2023,2024-01-20,CEL,RSO,-1,1
2023,2024-01-19,ALA,CAD,1,1
2023,2024-01-14,ALM,GIR,0,-1
2023,2024-01-14,CAD,VLC,-1,0
2023,2024-01-13,LASP,VIL,1,0
2023,2024-01-13,MALL,CEL,0,0
2023,2024-01-13,ATHB,RSO,1,-1
2023,2024-01-13,BET,GRA,1,0
2023,2024-01-12,SEV,ALA,-1,-1
2023,2024-01-04,OSA,ALM,1,0
2023,2024-01-04,SEV,ATHB,-1,-1
2023,2024-01-04,LASP,BARC,-1,-1
2023,2024-01-03,GRA,CAD,1,0
2023,2024-01-03,CEL,BET,1,0
2023,2024-01-03,RMA,MALL,1,0
2023,2024-01-03,GIR,ATHM,1,1
2023,2024-01-02,GET,RAYO,-1,1
2023,2024-01-02,RSO,ALA,0,0
2023,2024-01-02,VLC,VIL,1,-1
2023,2023-12-23,ATHM,SEV,1,-1
2023,2023-12-21,BET,GIR,0,0
2023,2023-12-21,CAD,RSO,0,0
2023,2023-12-21,ALA,RMA,-1,-1
2023,2023-12-21,MALL,OSA,1,-1
2023,2023-12-20,BARC,ALM,1,0
2023,2023-12-20,ATHB,LASP,1,-1
2023,2023-12-20,VIL,CEL,1,-1
2023,2023-12-19,RAYO,VLC,-1,0
2023,2023-12-19,ATHM,GET,0,-1
2023,2023-12-19,GRA,SEV,-1,1
2023,2023-12-18,GIR,ALA,1,-1
2023,2023-12-17,ALM,MALL,0,1
2023,2023-12-17,RSO,BET,0,1
2023,2023-12-17,LASP,CAD,0,0
2023,2023-12-17,RMA,VIL,1,1
2023,2023-12-16,CEL,GRA,1,-1
2023,2023-12-16,ATHB,ATHM,1,0
2023,2023-12-16,SEV,GET,-1,1
2023,2023-12-16,VLC,BARC,0,1
2023,2023-12-15,OSA,RAYO,1,1
2023,2023-12-11,GRA,ATHB,0,-1
2023,2023-12-11,RAYO,CEL,0,-1
2023,2023-12-10,ATHM,ALM,1,1
2023,2023-12-10,CAD,OSA,0,-1
2023,2023-12-10,BARC,GIR,-1,1
2023,2023-12-09,ALA,LASP,-1,0
2023,2023-12-09,BET,RMA,0,-1
2023,2023-12-09,VIL,RSO,-1,1
2023,2023-12-09,MALL,SEV,1,0
2023,2023-12-08,GET,VLC,1,1
