season,team,actual_rank,simulated_rank_1,simulated_rank_2,simulated_rank_3,simulated_rank_4,simulated_rank_5,simulated_rank_6,simulated_rank_7,simulated_rank_8,simulated_rank_9,simulated_rank_10
2002,LEE,15,4,19,5,17,4,19,13,6,3,11
2002,AVL,16,3,1,10,11,6,1,19,11,1,8
2002,BOLN,17,5,10,8,12,18,14,5,19,11,2
2002,WHU,18,16,20,9,19,3,7,18,10,5,6
2002,WBA,19,15,3,19,15,12,12,7,20,10,20
2002,SUN,20,10,18,3,4,11,18,9,17,9,13
2005,CHE,1,5,4,15,7,7,10,19,4,4,18
2005,MANU,2,1,19,12,18,19,7,2,18,8,17
2005,LIVP,3,6,11,8,1,12,13,10,19,2,2
2005,ARS,4,3,8,16,5,11,9,7,12,15,4
2005,TOT,5,10,18,19,9,4,1,11,2,16,19
2005,BLBN,6,15,2,20,20,6,15,18,6,7,11
2005,NEW,7,9,20,9,15,16,8,4,9,20,20
2005,BOLN,8,18,13,17,2,17,18,6,1,13,7
2005,WHU,9,11,17,4,3,13,17,5,7,11,16
2005,WIG,10,7,14,14,13,14,3,17,10,19,6
2005,EVE,11,19,7,13,11,5,14,14,11,5,15
2005,FUL,12,2,5,5,8,18,19,20,8,10,9
2005,CHA,13,14,3,1,14,15,12,1,14,6,8
2005,MID,14,20,15,11,12,8,4,3,15,12,1
2005,MANC,15,17,16,18,4,10,16,16,3,14,10
2005,AVL,16,4,12,10,10,9,6,8,16,1,13
2005,POR,17,16,6,6,16,2,11,15,20,18,12
2005,BIR,18,13,9,7,19,3,5,12,17,17,3
2005,WBA,19,8,1,2,17,1,20,13,5,3,14
2005,SUN,20,12,10,3,6,20,2,9,13,9,5
2006,MANU,1,13,3,8,15,5,12,12,1,19,13
2006,CHE,2,7,8,9,3,7,3,3,4,13,9
2006,LIVP,3,11,9,10,1,3,20,13,9,15,10
2006,ARS,4,2,12,3,5,20,6,17,6,12,6
2006,TOT,5,18,14,16,17,11,5,10,13,7,18
2006,EVE,6,19,4,12,4,4,19,15,18,17,7
2006,BOLN,7,4,6,4,7,14,11,7,17,6,8
2006,REA,8,5,19,20,10,19,9,20,5,9,19
2006,POR,9,9,10,17,14,13,17,19,10,8,15
2006,BLBN,10,17,20,19,16,12,10,1,16,4,5
2006,AVL,11,8,5,5,9,15,18,18,3,10,20
2006,MID,12,3,18,13,2,8,15,5,12,16,11
2006,NEW,13,15,13,2,20,6,1,6,8,18,12
2006,MANC,14,12,2,15,18,18,2,9,11,1,16
2006,WHU,15,20,7,18,11,10,14,2,15,11,4
2006,FUL,16,1,16,7,6,1,16,16,19,3,3
2006,WIG,17,14,1,14,19,9,4,14,14,20,2
2006,SHU,18,10,17,6,13,16,7,4,20,2,14
2006,CHA,19,6,15,11,12,2,8,8,7,14,1
2006,WAT,20,16,11,1,8,17,13,11,2,5,17
2007,MANU,1,7,18,4,7,2,12,4,15,12,13
2007,CHE,2,15,13,6,2,7,14,11,10,18,3
2007,ARS,3,4,17,15,4,3,13,10,16,3,1
2007,LIVP,4,16,4,20,20,14,20,6,17,6,7
2007,EVE,5,2,2,10,12,18,17,15,13,10,20
2007,AVL,6,6,16,13,3,16,10,5,20,15,5
2007,BLBN,7,13,11,16,11,12,2,16,7,1,19
2007,POR,8,14,9,11,10,15,8,7,11,17,18
2007,MANC,9,9,14,1,18,20,15,1,14,8,4
2007,WHU,10,18,19,12,1,19,3,2,9,7,11
2007,TOT,11,17,3,14,15,10,9,13,18,20,14
2007,NEW,12,19,8,3,19,1,19,18,1,14,10
2007,MID,13,12,7,5,9,9,18,12,3,13,17
2007,WIG,14,1,20,9,14,17,6,9,5,19,12
2007,SUN,15,11,5,2,8,11,11,17,2,4,16
2007,BOLN,16,5,1,18,13,6,4,14,19,11,9
2007,FUL,17,8,6,17,17,13,7,20,8,5,2
2007,REA,18,20,15,8,6,5,5,19,4,2,8
2007,BIR,19,10,10,19,16,8,1,8,12,9,15
2007,DER,20,3,12,7,5,4,16,3,6,16,6
2008,MANU,1,3,2,10,9,4,2,18,11,17,11
2008,LIVP,2,12,18,15,14,13,10,8,8,5,7
2008,CHE,3,13,12,13,12,16,8,4,15,15,1
2008,ARS,4,6,13,9,16,3,12,9,10,2,12
2008,EVE,5,20,17,14,8,2,5,13,19,18,2
2008,AVL,6,5,10,2,11,9,17,7,17,7,9
2008,FUL,7,14,6,17,6,8,19,20,5,10,10
2008,TOT,8,1,3,5,2,15,1,14,14,1,14
2008,WHU,9,17,5,19,1,19,14,12,1,14,18
2008,MANC,10,7,8,7,7,14,20,19,6,11,6
2008,WIG,11,2,20,4,15,11,6,16,18,9,4
2008,STO,12,18,15,8,19,17,3,15,4,12,8
2008,BOLN,13,11,16,12,5,12,18,5,2,4,16
2008,POR,14,16,19,1,3,7,11,10,13,19,17
2008,BLBN,15,10,11,6,4,1,7,11,9,16,20
2008,SUN,16,8,1,16,20,18,9,6,16,6,5
2008,HUL,17,15,7,18,18,6,15,17,3,13,13
2008,NEW,18,9,14,3,13,10,4,1,20,20,19
2008,MID,19,4,9,11,17,5,16,3,12,8,3
2008,WBA,20,19,4,20,10,20,13,2,7,3,15
2009,CHE,1,11,14,17,3,17,4,2,7,11,17
2009,MANU,2,14,19,18,9,6,8,20,5,18,2
2009,ARS,3,6,12,15,1,11,2,4,16,2,11
2009,TOT,4,17,6,14,10,13,19,3,12,12,6
2009,MANC,5,10,8,5,2,1,1,17,3,15,7
2009,AVL,6,16,3,11,7,20,16,8,15,19,9
2009,LIVP,7,3,10,20,11,3,13,7,10,14,20
2009,EVE,8,15,2,7,13,15,12,19,19,13,4
2009,BIR,9,7,16,2,17,12,20,12,17,3,3
2009,BLBN,10,19,11,19,18,14,9,10,1,10,18
2009,STO,11,18,15,12,6,18,11,15,8,4,10
2009,FUL,12,1,13,10,8,19,7,14,14,17,1
2009,SUN,13,4,17,1,12,2,5,16,13,7,12
2009,BOLN,14,9,4,6,5,16,3,9,6,6,13
2009,WOLV,15,13,5,16,16,8,18,11,9,5,16
2009,WIG,16,20,1,8,14,5,14,6,20,9,8
2009,WHU,17,2,18,4,20,7,17,5,2,1,15
2009,BUR,18,8,20,3,19,10,10,18,18,16,14
2009,HUL,19,12,7,13,15,9,6,13,11,20,19
2009,POR,20,5,9,9,4,4,15,1,4,8,5
2010,MANU,1,17,20,20,4,18,8,16,7,16,19
2010,CHE,2,6,2,11,18,15,10,5,20,11,18
2010,MANC,3,13,15,7,13,11,18,9,17,8,16
2010,ARS,4,18,6,2,11,3,6,11,18,10,17
2010,TOT,5,7,1,8,20,9,19,1,5,9,4
2010,LIVP,6,4,8,17,2,8,17,20,14,7,1
2010,EVE,7,12,14,12,15,16,13,3,13,5,12
2010,FUL,8,8,12,10,1,19,5,17,12,15,6
2010,AVL,9,20,5,5,14,14,3,14,10,20,20
2010,SUN,10,1,13,3,5,1,9,10,4,12,7
2010,WBA,11,15,16,1,19,12,2,6,1,13,14
2010,NEW,12,9,7,19,16,5,11,8,9,18,8
2010,STO,13,14,9,18,7,20,20,18,11,19,13
2010,BOLN,14,3,18,15,3,6,7,13,16,3,9
2010,BLBN,15,5,11,6,8,13,4,2,15,2,11
2010,WIG,16,10,3,4,9,17,1,19,6,17,15
2010,WOLV,17,19,19,14,10,2,16,15,2,6,10
2010,BIR,18,11,10,13,12,4,15,7,19,14,5
2010,BLPL,19,2,17,16,17,10,12,4,3,4,2
2010,WHU,20,16,4,9,6,7,14,12,8,1,3
2011,MANC,1,14,14,1,6,13,11,6,2,3,7
2011,MANU,2,12,12,8,13,11,15,20,4,14,18
2011,ARS,3,11,2,14,18,19,10,16,20,7,1
2011,TOT,4,4,1,3,3,1,12,12,14,2,19
2011,NEW,5,19,16,11,19,6,2,4,8,8,12
2011,CHE,6,1,10,15,8,8,7,18,5,18,9
2011,EVE,7,18,11,20,1,5,1,7,18,19,16
2011,LIVP,8,20,9,7,17,3,20,9,13,11,14
2011,FUL,9,9,3,18,4,20,13,5,11,9,10
2011,WBA,10,8,7,17,9,16,14,13,12,17,11
2011,SWA,11,3,4,4,16,15,8,11,16,20,3
2011,NOR,12,13,18,16,5,7,17,10,6,5,2
2011,SUN,13,16,20,12,15,4,18,14,15,12,4
2011,STO,14,10,13,19,20,9,19,8,3,15,13
2011,WIG,15,7,19,5,10,17,16,3,17,16,15
2011,AVL,16,6,8,10,11,12,5,15,7,4,20
2011,QPR,17,17,6,9,14,2,4,19,1,6,5
2011,BOLN,18,5,15,6,12,10,3,2,10,1,6
2011,BLBN,19,15,5,2,2,14,6,1,9,10,8
2011,WOLV,20,2,17,13,7,18,9,17,19,13,17
2012,MANU,1,11,11,19,1,10,17,17,1,7,19
2012,MANC,2,5,2,9,12,17,10,14,16,6,13
2012,CHE,3,9,18,5,11,13,5,15,2,11,2
2012,ARS,4,20,10,17,15,2,9,6,12,5,18
2012,TOT,5,8,17,12,7,20,4,20,13,20,7
2012,EVE,6,18,9,13,17,6,6,11,5,18,11
2012,LIVP,7,12,5,10,19,3,16,16,17,15,12
2012,WBA,8,16,4,2,4,16,18,8,7,14,10
2012,SWA,9,15,6,15,3,15,13,4,18,13,4
2012,WHU,10,17,19,14,8,8,3,18,8,4,5
2012,NOR,11,6,15,11,14,1,11,3,20,9,14
2012,FUL,12,14,20,6,5,4,7,10,14,12,17
2012,STO,13,19,3,8,2,14,12,13,4,19,8
2012,SOU,14,7,13,16,13,5,19,1,10,16,15
2012,AVL,15,1,8,7,9,12,14,2,11,10,3
2012,NEW,16,10,12,20,6,18,8,12,6,8,16
2012,SUN,17,4,7,18,20,11,15,7,9,17,20
2012,WIG,18,3,14,1,10,9,2,19,3,2,6
2012,REA,19,13,16,4,18,19,20,5,15,3,1
2012,QPR,20,2,1,3,16,7,1,9,19,1,9
2013,MANC,1,17,10,6,3,15,18,2,4,13,3
2013,LIVP,2,16,9,20,13,20,4,7,19,8,18
2013,CHE,3,19,5,5,20,13,9,13,14,19,9
2013,ARS,4,2,4,1,12,17,12,3,20,10,14
2013,EVE,5,18,3,11,5,16,14,11,17,14,10
2013,TOT,6,5,11,17,19,4,7,1,13,20,16
2013,MANU,7,14,13,7,15,8,2,9,11,1,6
2013,SOU,8,10,17,19,14,1,10,17,2,4,11
2013,STO,9,20,8,14,8,10,11,18,3,16,8
2013,NEW,10,9,20,15,6,9,13,5,12,18,5
2013,CRY,11,7,16,18,9,3,15,19,9,15,17
2013,SWA,12,3,1,2,17,7,19,4,7,7,12
2013,WHU,13,4,7,3,2,2,17,6,16,9,19
2013,SUN,14,1,14,12,4,6,8,15,5,6,4
2013,AVL,15,6,18,13,1,12,1,16,8,3,1
2013,HUL,16,8,19,8,11,11,3,12,15,17,13
2013,WBA,17,12,6,4,16,18,16,20,10,11,20
2013,NOR,18,15,15,9,10,5,6,10,6,5,15
2013,FUL,19,13,2,16,18,19,20,14,18,2,7
2013,CARD,20,11,12,10,7,14,5,8,1,12,2
2014,CHE,1,10,2,4,9,10,9,9,2,14,12
2014,MANC,2,16,3,3,20,1,5,7,6,11,4
2014,ARS,3,17,10,2,11,3,1,14,17,7,3
2014,MANU,4,7,5,17,16,7,15,8,13,5,10
2014,TOT,5,9,17,20,17,15,17,5,1,12,18
2014,LIVP,6,2,18,14,1,16,14,4,12,20,6
2014,SOU,7,12,1,6,6,2,16,13,10,8,15
2014,SWA,8,1,7,7,8,11,4,16,20,18,16
2014,STO,9,20,19,12,18,6,12,12,7,1,17
2014,CRY,10,11,13,1,5,4,18,6,4,19,13
2014,EVE,11,19,20,16,4,5,2,1,11,9,8
2014,WHU,12,6,12,15,19,12,3,2,8,16,7
2014,WBA,13,13,15,18,10,9,19,17,5,15,20
2014,LEIC,14,3,9,5,15,18,11,18,9,13,5
2014,NEW,15,4,16,11,13,20,8,11,16,3,19
2014,SUN,16,8,4,10,7,8,10,19,15,2,11
2014,AVL,17,5,14,8,2,13,7,20,14,6,2
2014,HUL,18,14,6,19,14,14,6,10,18,10,9
2014,BUR,19,15,8,13,12,17,20,3,3,17,1
2014,QPR,20,18,11,9,3,19,13,15,19,4,14
2015,LEIC,1,5,9,20,8,3,17,10,19,1,16
2015,ARS,2,14,18,11,12,7,4,13,20,6,20
2015,TOT,3,4,14,5,5,18,19,11,13,7,9
2015,MANC,4,19,4,13,19,17,9,19,11,15,13
2015,MANU,5,6,12,14,17,13,6,14,14,9,4
2015,SOU,6,8,7,8,7,20,18,17,10,10,3
2015,WHU,7,16,16,17,16,14,16,7,17,3,7
2015,LIVP,8,15,17,3,9,5,3,5,9,5,18
2015,STO,9,9,10,15,6,8,10,2,1,14,12
2015,CHE,10,2,19,2,20,11,14,4,18,13,5
2015,EVE,11,10,1,9,3,19,15,9,12,2,2
2015,SWA,12,1,13,16,13,10,2,6,4,11,11
2015,WAT,13,11,20,6,10,15,1,15,3,18,19
2015,WBA,14,3,2,19,4,4,13,18,5,19,6
2015,CRY,15,17,11,12,15,2,7,1,8,20,15
2015,BOU,16,12,3,10,18,12,20,8,7,8,10
2015,SUN,17,13,5,1,14,9,8,20,16,12,14
2015,NEW,18,7,15,4,2,6,11,3,2,17,1
2015,NOR,19,20,8,18,11,1,5,16,15,16,17
2015,AVL,20,18,6,7,1,16,12,12,6,4,8
2016,CHE,1,13,1,15,13,18,4,8,16,2,14
2016,TOT,2,2,9,11,15,20,19,12,12,6,13
2016,MANC,3,11,18,18,19,9,17,17,8,20,18
2016,LIVP,4,16,13,1,1,8,12,14,9,13,12
2016,ARS,5,19,6,17,6,13,6,10,17,8,19
2016,MANU,6,9,16,4,11,19,5,11,18,5,5
2016,EVE,7,1,17,9,4,2,14,6,19,3,10
2016,SOU,8,4,4,8,5,12,9,2,3,7,8
2016,BOU,9,12,11,2,9,16,10,16,10,12,1
2016,WBA,10,18,10,13,7,15,2,18,2,18,3
2016,WHU,11,5,19,7,2,11,16,1,14,4,4
2016,LEIC,12,14,14,3,20,7,7,9,5,15,6
2016,STO,13,17,20,16,12,3,15,15,13,11,15
2016,CRY,14,10,7,14,17,14,1,5,6,14,17
2016,SWA,15,3,5,19,14,5,20,19,15,17,2
2016,BUR,16,15,12,6,18,6,13,13,4,9,16
2016,WAT,17,7,2,20,16,17,11,20,1,19,9
2016,HUL,18,8,8,12,8,4,18,7,20,10,11
2016,MID,19,20,15,10,3,10,3,3,7,1,7
2016,SUN,20,6,3,5,10,1,8,4,11,16,20
2017,MANC,1,4,14,4,13,10,17,19,14,8,19
2017,MANU,2,15,15,1,14,13,15,16,11,9,13
2017,TOT,3,20,10,10,20,4,3,13,18,2,10
2017,LIVP,4,3,5,8,6,5,10,3,16,12,4
2017,CHE,5,17,17,17,16,1,16,1,10,13,14
2017,ARS,6,14,4,2,19,16,6,15,20,6,5
2017,BUR,7,6,20,3,5,14,7,7,12,7,3
2017,EVE,8,10,7,18,3,17,4,10,17,18,1
2017,LEIC,9,19,8,19,12,15,8,11,13,15,18
2017,NEW,10,8,1,13,8,19,18,17,5,1,9
2017,CRY,11,16,18,5,11,6,20,9,3,11,16
2017,BOU,12,9,19,11,10,12,13,8,9,20,8
2017,WHU,13,13,12,20,18,11,19,4,8,17,7
2017,WAT,14,11,16,14,2,7,9,20,15,10,2
2017,BHA,15,18,2,15,15,8,2,5,6,3,6
2017,HUD,16,7,13,7,17,2,14,2,1,19,12
2017,SOU,17,1,11,6,7,3,11,6,7,16,20
2017,SWA,18,5,9,12,4,20,12,18,19,5,11
2017,STO,19,2,3,9,1,9,5,12,2,14,17
2017,WBA,20,12,6,16,9,18,1,14,4,4,15
2018,MANC,1,1,10,1,6,7,14,13,13,5,4
2018,LIVP,2,17,19,20,11,12,16,17,17,2,7
2018,CHE,3,3,14,10,8,4,10,18,3,4,11
2018,TOT,4,6,20,9,5,6,12,20,8,19,16
2018,ARS,5,10,3,3,14,13,18,15,16,16,2
2018,MANU,6,13,5,12,20,18,3,3,15,11,3
2018,WOLV,7,4,16,17,9,17,6,16,11,20,5
2018,EVE,8,15,9,19,13,11,11,14,7,10,12
2018,LEIC,9,2,13,6,15,5,17,10,20,1,6
2018,WHU,10,8,11,13,2,10,7,2,5,14,19
2018,WAT,11,11,4,18,16,19,1,9,19,6,17
2018,CRY,12,14,1,8,1,16,4,5,6,13,14
2018,NEW,13,20,15,15,17,20,2,4,2,18,1
2018,BOU,14,5,18,14,18,9,8,6,9,7,9
2018,BUR,15,12,8,4,3,3,5,19,14,12,20
2018,SOU,16,19,6,16,19,8,20,1,10,17,10
2018,BHA,17,7,17,2,4,15,19,11,18,15,18
2018,CARD,18,18,7,7,7,2,15,8,1,3,8
2018,FUL,19,9,12,5,10,1,9,12,4,8,15
2018,HUD,20,16,2,11,12,14,13,7,12,9,13
2019,LIVP,1,3,6,5,14,5,10,2,13,19,16
2019,MANC,2,19,3,4,9,11,17,14,9,8,10
2019,MANU,3,16,9,14,19,12,11,12,4,18,9
2019,CHE,4,13,5,17,8,18,19,19,15,2,18
2019,LEIC,5,1,13,3,1,19,8,20,20,14,13
2019,TOT,6,18,14,18,4,13,4,18,8,9,11
2019,WOLV,7,7,15,7,15,2,3,10,1,5,17
2019,ARS,8,12,17,13,3,8,1,13,18,15,19
2019,SHU,9,20,4,6,11,16,13,9,17,10,15
2019,BUR,10,2,12,2,20,1,5,11,3,7,1
2019,SOU,11,5,7,12,17,14,20,16,19,4,4
2019,EVE,12,9,1,19,5,7,16,17,12,16,20
2019,NEW,13,17,11,8,12,20,6,8,10,3,8
2019,CRY,14,6,20,11,13,10,15,3,11,13,6
2019,BHA,15,8,2,15,16,9,14,1,5,6,14
2019,WHU,16,15,8,20,6,17,9,7,14,1,12
2019,AVL,17,11,10,9,7,15,18,6,7,17,5
2019,BOU,18,10,18,16,10,4,7,4,6,20,7
2019,WAT,19,14,19,10,18,6,12,5,2,12,2
2019,NOR,20,4,16,1,2,3,2,15,16,11,3
2020,MANC,1,18,14,17,14,15,7,7,7,17,11
2020,MANU,2,7,5,19,10,6,3,18,9,4,19
2020,LIVP,3,4,12,2,11,9,17,6,12,12,2
2020,CHE,4,1,19,6,1,3,20,2,19,1,3
2020,LEIC,5,16,2,1,9,8,16,8,6,16,13
2020,WHU,6,10,13,16,16,5,9,5,1,18,10
2020,TOT,7,17,20,8,7,7,2,15,17,13,20
2020,ARS,8,8,1,9,8,13,15,10,10,10,7
2020,LEE,9,12,11,4,17,18,19,4,3,15,12
2020,EVE,10,15,9,12,5,2,1,19,5,14,18
2020,AVL,11,14,8,7,19,11,14,9,18,3,9
2020,NEW,12,20,6,15,3,19,10,20,13,7,14
2020,WOLV,13,2,17,11,13,12,13,3,20,20,6
2020,CRY,14,3,3,5,20,4,4,14,4,2,15
2020,SOU,15,11,16,14,2,1,11,1,15,8,1
2020,BHA,16,9,7,18,12,17,5,16,2,5,8
2020,BUR,17,19,4,3,4,16,8,11,8,11,17
2020,FUL,18,6,10,20,6,14,18,12,11,19,4
2020,WBA,19,5,15,13,18,10,6,13,16,9,5
2020,SHU,20,13,18,10,15,20,12,17,14,6,16
2021,MANC,1,9,16,10,17,14,13,15,20,1,9
2021,LIVP,2,8,7,16,7,11,7,10,11,19,12
2021,CHE,3,5,9,4,3,16,20,16,3,4,10
2021,TOT,4,14,11,20,5,7,8,14,13,20,5
2021,ARS,5,18,1,18,6,12,16,2,8,13,18
2021,MANU,6,1,15,15,19,9,5,12,10,12,17
2021,WHU,7,11,10,1,16,3,6,11,2,18,7
2021,LEIC,8,20,13,12,4,17,3,9,18,10,20
2021,BHA,9,6,4,7,11,10,1,7,5,8,3
2021,WOLV,10,4,12,17,14,15,10,6,12,2,8
2021,NEW,11,13,8,6,10,8,15,4,16,7,11
2021,CRY,12,16,5,3,13,1,2,1,6,11,6
2021,BRNT,13,7,14,8,2,19,14,5,7,9,13
2021,AVL,14,12,18,13,15,18,11,17,9,15,15
2021,SOU,15,2,6,9,20,4,19,20,19,17,14
2021,EVE,16,3,2,5,9,2,4,8,17,3,1
2021,LEE,17,17,3,2,18,5,17,3,14,5,16
2021,BUR,18,19,19,14,12,13,12,18,15,14,19
2021,WAT,19,15,20,19,8,20,9,19,1,6,4
2021,NOR,20,10,17,11,1,6,18,13,4,16,2
2022,MANC,1,8,18,7,16,7,10,16,17,18,18
2022,ARS,2,1,4,11,13,19,14,11,6,3,15
2022,MANU,3,18,10,20,14,14,12,9,19,11,14
2022,NEW,4,16,6,4,19,12,1,2,5,7,16
2022,LIVP,5,4,9,12,3,20,7,19,13,4,2
2022,BHA,6,14,14,8,9,2,6,20,11,15,5
2022,AVL,7,12,5,18,20,5,20,5,9,12,9
2022,TOT,8,7,17,2,5,6,8,14,3,19,10
2022,BRNT,9,10,1,17,18,13,5,6,12,14,3
2022,FUL,10,3,2,3,8,9,2,4,1,5,20
2022,CRY,11,20,8,16,7,8,3,7,20,17,12
2022,CHE,12,5,12,19,10,1,17,1,16,10,19
2022,WOLV,13,6,7,15,15,18,16,10,2,16,8
2022,WHU,14,13,3,5,4,16,19,17,14,8,17
2022,BOU,15,17,19,14,6,3,4,3,10,9,1
2022,NOTF,16,11,16,13,12,15,18,13,15,1,13
2022,EVE,17,2,15,9,17,10,15,15,4,20,7
2022,LEIC,18,19,20,1,2,17,9,18,18,6,6
2022,LEE,19,9,11,10,11,4,11,12,7,2,4
2022,SOU,20,15,13,6,1,11,13,8,8,13,11
2023,MANC,1,6,3,14,10,1,1,20,13,10,8
2023,ARS,2,4,16,16,2,4,17,9,20,2,3
2023,LIVP,3,10,13,10,19,20,11,17,8,17,7
2023,AVL,4,15,2,3,5,17,12,4,10,13,17
2023,TOT,5,18,8,4,12,13,18,8,9,4,9
2023,CHE,6,1,9,19,9,19,16,14,19,11,10
2023,NEW,7,2,14,18,13,18,15,7,2,1,1
2023,MANU,8,3,19,6,1,10,7,5,14,16,16
2023,WHU,9,12,5,2,6,3,6,3,3,5,20
2023,CRY,10,8,15,1,15,7,4,10,11,12,4
2023,BHA,11,16,6,20,8,14,13,2,15,14,5
2023,EVE,12,17,4,15,4,16,19,11,7,3,11
2023,BOU,13,7,10,7,11,15,8,16,4,8,18
2023,FUL,14,9,17,17,20,2,14,6,12,15,14
2023,WOLV,15,11,11,9,14,6,20,12,1,6,6
2023,BRNT,16,13,12,8,3,12,10,13,16,18,15
2023,NOTF,17,20,1,12,7,5,2,1,6,9,13
2023,LUT,18,5,18,5,16,11,5,19,5,20,12
2023,BUR,19,19,7,11,18,8,3,18,18,7,2
2023,SHU,20,14,20,13,17,9,9,15,17,19,19
2024,LIVP,1,20,15,7,13,8,6,7,7,19,6
2024,ARS,2,2,9,15,7,15,19,16,12,8,19
2024,MANC,3,18,7,17,8,17,7,1,1,17,18
2024,CHE,4,3,16,20,5,11,16,18,15,4,1
2024,NEW,5,5,5,1,2,19,20,19,14,9,2
2024,AVL,6,4,2,16,1,7,3,5,16,11,7
2024,NOTF,7,19,8,10,16,13,11,3,5,20,17
2024,BHA,8,9,10,8,19,4,8,11,17,2,4
2024,BOU,9,10,6,11,14,3,10,2,2,15,20
2024,BRNT,10,7,19,9,3,2,4,15,19,18,11
2024,FUL,11,15,3,3,6,20,9,20,11,13,5
2024,CRY,12,11,14,4,4,16,5,10,6,1,13
2024,EVE,13,12,11,5,17,18,17,6,18,16,15
2024,WHU,14,6,13,6,20,5,15,17,3,3,8
2024,MANU,15,14,1,13,11,9,14,12,13,6,3
2024,WOLV,16,1,12,12,10,10,13,9,9,7,14
2024,TOT,17,13,18,19,9,14,2,8,8,14,9
2024,LEIC,18,8,20,18,18,6,12,4,4,12,12
2024,IPS,19,16,4,14,12,12,1,13,20,5,16
2024,SOU,20,17,17,2,15,1,18,14,10,10,10
