league,season,date,home_team,away_team,actual_home_team_result,skilled_league_home_team_result
Bundesliga,2005,2005-09-21,LEVK,KOL,1,1
Bundesliga,2005,2005-09-21,NUR,SCH,0,-1
Bundesliga,2005,2005-09-21,STU,HAM,-1,-1
Bundesliga,2005,2005-09-24,BIE,M'G,-1,-1
Bundesliga,2005,2005-09-24,DUI,NUR,1,-1
Bundesliga,2005,2005-09-24,HAM,BAY,1,-1
Bundesliga,2005,2005-09-24,MAI,DOR,0,-1
Bundesliga,2005,2005-09-24,SCH,HAN,1,1
Bundesliga,2005,2005-09-24,WERB,LEVK,1,1
Bundesliga,2005,2005-09-24,WOB,EINF,1,-1
Bundesliga,2005,2005-09-25,KOL,HERT,-1,-1
Bundesliga,2005,2005-09-25,STU,KAI,1,1
Bundesliga,2005,2005-10-01,BAY,WOB,1,1
Bundesliga,2005,2005-10-01,EINF,SCH,-1,-1
Bundesliga,2005,2005-10-01,HAN,DUI,0,1
Bundesliga,2005,2005-10-01,HERT,WERB,-1,-1
Bundesliga,2005,2005-10-01,LEVK,BIE,0,1
Bundesliga,2005,2005-10-01,M'G,MAI,1,1
Bundesliga,2005,2005-10-01,NUR,KOL,1,1
Bundesliga,2005,2005-10-02,DOR,STU,0,1
Bundesliga,2005,2005-10-02,KAI,HAM,-1,-1
Bundesliga,2005,2005-10-15,BIE,HERT,1,-1
Bundesliga,2005,2005-10-15,HAM,WOB,-1,1
Bundesliga,2005,2005-10-15,KAI,DOR,0,-1
Bundesliga,2005,2005-10-15,MAI,LEVK,1,-1
Bundesliga,2005,2005-10-15,SCH,BAY,0,-1
Bundesliga,2005,2005-10-15,STU,M'G,0,1
Bundesliga,2005,2005-10-15,WERB,NUR,1,1
Bundesliga,2005,2005-10-16,DUI,EINF,-1,-1
Bundesliga,2005,2005-10-16,KOL,HAN,-1,-1
Bundesliga,2005,2005-10-22,BAY,DUI,1,1
Bundesliga,2005,2005-10-22,EINF,KOL,1,1
Bundesliga,2005,2005-10-22,HAN,WERB,0,-1
Bundesliga,2005,2005-10-22,HERT,MAI,1,1
Bundesliga,2005,2005-10-22,M'G,KAI,1,1
Bundesliga,2005,2005-10-22,NUR,BIE,-1,1
Bundesliga,2005,2005-10-22,WOB,SCH,0,-1
Bundesliga,2005,2005-10-23,DOR,HAM,0,-1
Bundesliga,2005,2005-10-23,LEVK,STU,0,1
Bundesliga,2005,2005-10-29,DOR,M'G,1,1
Bundesliga,2005,2005-10-29,DUI,WOB,1,-1
Bundesliga,2005,2005-10-29,HAM,SCH,1,1
Bundesliga,2005,2005-10-29,KAI,LEVK,0,-1
Bundesliga,2005,2005-10-29,KOL,BAY,-1,-1
Bundesliga,2005,2005-10-29,STU,HERT,0,-1
Bundesliga,2005,2005-10-29,WERB,EINF,1,1
Bundesliga,2005,2005-10-30,BIE,HAN,1,-1
Bundesliga,2005,2005-10-30,MAI,NUR,1,-1
Bundesliga,2005,2005-11-05,BAY,WERB,1,1
Bundesliga,2005,2005-11-05,EINF,BIE,1,-1
Bundesliga,2005,2005-11-05,HAN,MAI,0,-1
Bundesliga,2005,2005-11-05,HERT,KAI,1,1
Bundesliga,2005,2005-11-05,LEVK,DOR,1,1
Bundesliga,2005,2005-11-05,SCH,DUI,1,1
Bundesliga,2005,2005-11-05,WOB,KOL,0,1
Bundesliga,2005,2005-11-06,M'G,HAM,0,-1
Bundesliga,2005,2005-11-06,NUR,STU,-1,1
Bundesliga,2005,2005-11-19,BIE,BAY,-1,-1
Bundesliga,2005,2005-11-19,DOR,HERT,1,-1
Bundesliga,2005,2005-11-19,KAI,NUR,-1,-1
Bundesliga,2005,2005-11-19,KOL,SCH,0,-1
Bundesliga,2005,2005-11-19,M'G,LEVK,0,-1
Bundesliga,2005,2005-11-19,MAI,EINF,0,1
Bundesliga,2005,2005-11-19,WERB,WOB,1,1
Bundesliga,2005,2005-11-20,HAM,DUI,1,1
Bundesliga,2005,2005-11-20,STU,HAN,0,1
Bundesliga,2005,2005-11-26,BAY,MAI,1,1
Bundesliga,2005,2005-11-26,HAN,KAI,1,1
Bundesliga,2005,2005-11-26,LEVK,HAM,-1,-1
Bundesliga,2005,2005-11-26,NUR,DOR,-1,-1
Bundesliga,2005,2005-11-26,SCH,WERB,1,-1
Bundesliga,2005,2005-11-26,WOB,BIE,0,-1
Bundesliga,2005,2005-11-27,EINF,STU,0,-1
Bundesliga,2005,2005-11-27,HERT,M'G,0,1
Bundesliga,2005,2005-12-03,BIE,SCH,-1,-1
Bundesliga,2005,2005-12-03,DOR,HAN,-1,1
Bundesliga,2005,2005-12-03,HAM,KOL,1,1
Bundesliga,2005,2005-12-03,M'G,NUR,-1,-1
Bundesliga,2005,2005-12-03,STU,BAY,0,-1
Bundesliga,2005,2005-12-03,WERB,DUI,1,1
Bundesliga,2005,2005-12-04,LEVK,HERT,-1,1
Bundesliga,2005,2005-12-04,MAI,WOB,1,1
Bundesliga,2005,2005-12-06,DUI,KOL,0,-1
Bundesliga,2005,2005-12-10,DUI,BIE,0,-1
Bundesliga,2005,2005-12-10,EINF,DOR,1,-1
Bundesliga,2005,2005-12-10,HAM,HERT,1,1
Bundesliga,2005,2005-12-10,HAN,M'G,0,-1
Bundesliga,2005,2005-12-10,NUR,LEVK,0,-1
Bundesliga,2005,2005-12-10,SCH,MAI,1,1
Bundesliga,2005,2005-12-10,WOB,STU,-1,-1
Bundesliga,2005,2005-12-11,BAY,KAI,1,1
Bundesliga,2005,2005-12-11,KOL,WERB,-1,-1
Bundesliga,2005,2005-12-14,KAI,EINF,-1,-1
Bundesliga,2005,2005-12-17,BIE,KOL,1,1
Bundesliga,2005,2005-12-17,DOR,BAY,-1,-1
Bundesliga,2005,2005-12-17,KAI,WOB,1,-1
Bundesliga,2005,2005-12-17,LEVK,HAN,0,1
Bundesliga,2005,2005-12-17,M'G,EINF,1,1
Bundesliga,2005,2005-12-17,MAI,DUI,0,1
Bundesliga,2005,2005-12-17,STU,SCH,1,-1
Bundesliga,2005,2005-12-18,HERT,NUR,0,1
Bundesliga,2005,2005-12-18,WERB,HAM,0,1
Bundesliga,2005,2006-01-27,M'G,BAY,-1,-1
Bundesliga,2005,2006-01-28,DOR,WOB,1,1
Bundesliga,2005,2006-01-28,HERT,HAN,0,1
Bundesliga,2005,2006-01-28,LEVK,EINF,1,1
Bundesliga,2005,2006-01-28,MAI,KOL,1,1
Bundesliga,2005,2006-01-28,NUR,HAM,1,-1
Bundesliga,2005,2006-01-28,STU,DUI,-1,1
Bundesliga,2005,2006-01-29,BIE,WERB,-1,-1
