team,season,first_half_win_pct,second_half_win_pct,league
COT,2008,25.49019607843137,33.33333333333333,Bundesliga
DOR,2008,56.86274509803921,58.82352941176471,Bundesliga
EINF,2008,37.25490196078432,27.45098039215686,Bundesliga
HAM,2008,64.70588235294117,54.90196078431372,Bundesliga
HAN,2008,33.33333333333333,45.09803921568628,Bundesliga
HERT,2008,64.70588235294117,58.82352941176471,Bundesliga
HOF,2008,68.62745098039214,39.21568627450981,Bundesliga
KAR,2008,25.49019607843137,31.37254901960784,Bundesliga
KOL,2008,43.13725490196079,33.33333333333333,Bundesliga
LEVK,2008,62.74509803921568,33.33333333333333,Bundesliga
M'G,2008,21.568627450980394,39.21568627450981,Bundesliga
SCH,2008,52.94117647058824,45.09803921568628,Bundesliga
STU,2008,49.01960784313726,76.47058823529412,Bundesliga
WERB,2008,50.98039215686274,37.25490196078432,Bundesliga
WOB,2008,50.98039215686274,84.31372549019608,Bundesliga
BAY,2009,64.70588235294117,72.54901960784314,Bundesliga
BOC,2009,31.37254901960784,23.529411764705884,Bundesliga
DOR,2009,58.82352941176471,52.94117647058824,Bundesliga
EINF,2009,47.05882352941177,43.13725490196079,Bundesliga
FRE,2009,35.294117647058826,33.33333333333333,Bundesliga
HAM,2009,60.78431372549019,41.1764705882353,Bundesliga
HAN,2009,33.33333333333333,31.37254901960784,Bundesliga
HERT,2009,11.764705882352942,35.294117647058826,Bundesliga
HOF,2009,49.01960784313726,33.33333333333333,Bundesliga
KOL,2009,35.294117647058826,39.21568627450981,Bundesliga
LEVK,2009,68.62745098039214,47.05882352941177,Bundesliga
M'G,2009,41.1764705882353,35.294117647058826,Bundesliga
MAI,2009,47.05882352941177,45.09803921568628,Bundesliga
NUR,2009,23.529411764705884,37.25490196078432,Bundesliga
SCH,2009,66.66666666666666,60.78431372549019,Bundesliga
STU,2009,31.37254901960784,76.47058823529412,Bundesliga
WERB,2009,54.90196078431372,64.70588235294117,Bundesliga
WOB,2009,47.05882352941177,50.98039215686274,Bundesliga
BAY,2010,56.86274509803921,70.58823529411765,Bundesliga
DOR,2010,84.31372549019608,62.74509803921568,Bundesliga
EINF,2010,50.98039215686274,15.68627450980392,Bundesliga
FRE,2010,54.90196078431372,31.37254901960784,Bundesliga
HAM,2010,47.05882352941177,41.1764705882353,Bundesliga
HAN,2010,60.78431372549019,56.86274509803921,Bundesliga
HOF,2010,49.01960784313726,35.294117647058826,Bundesliga
KAI,2010,41.1764705882353,49.01960784313726,Bundesliga
KOL,2010,29.411764705882355,56.86274509803921,Bundesliga
LEVK,2010,64.70588235294117,68.62745098039214,Bundesliga
M'G,2010,19.607843137254903,50.98039215686274,Bundesliga
MAI,2010,64.70588235294117,49.01960784313726,Bundesliga
NUR,2010,43.13725490196079,49.01960784313726,Bundesliga
SCH,2010,43.13725490196079,35.294117647058826,Bundesliga
STP,2010,33.33333333333333,23.529411764705884,Bundesliga
STU,2010,23.529411764705884,58.82352941176471,Bundesliga
WERB,2010,37.25490196078432,43.13725490196079,Bundesliga
WOB,2010,37.25490196078432,37.25490196078432,Bundesliga
AUG,2011,29.411764705882355,45.09803921568628,Bundesliga
BAY,2011,72.54901960784314,70.58823529411765,Bundesliga
DOR,2011,66.66666666666666,92.15686274509804,Bundesliga
FRE,2011,25.49019607843137,52.94117647058824,Bundesliga
HAM,2011,37.25490196078432,33.33333333333333,Bundesliga
HAN,2011,45.09803921568628,49.01960784313726,Bundesliga
HERT,2011,39.21568627450981,21.568627450980394,Bundesliga
HOF,2011,43.13725490196079,37.25490196078432,Bundesliga
KAI,2011,31.37254901960784,13.72549019607843,Bundesliga
KOL,2011,41.1764705882353,17.647058823529413,Bundesliga
LEVK,2011,50.98039215686274,54.90196078431372,Bundesliga
M'G,2011,64.70588235294117,52.94117647058824,Bundesliga
MAI,2011,35.294117647058826,41.1764705882353,Bundesliga
NUR,2011,35.294117647058826,47.05882352941177,Bundesliga
SCH,2011,66.66666666666666,58.82352941176471,Bundesliga
STU,2011,43.13725490196079,60.78431372549019,Bundesliga
WERB,2011,56.86274509803921,25.49019607843137,Bundesliga
WOB,2011,39.21568627450981,47.05882352941177,Bundesliga
AUG,2012,17.647058823529413,47.05882352941177,Bundesliga
BAY,2012,82.3529411764706,96.07843137254902,Bundesliga
DOR,2012,58.82352941176471,70.58823529411765,Bundesliga
EINF,2012,58.82352941176471,41.1764705882353,Bundesliga
FORD,2012,41.1764705882353,17.647058823529413,Bundesliga
FRE,2012,50.98039215686274,49.01960784313726,Bundesliga
GREF,2012,17.647058823529413,23.529411764705884,Bundesliga
HAM,2012,47.05882352941177,47.05882352941177,Bundesliga
HAN,2012,45.09803921568628,43.13725490196079,Bundesliga
HOF,2012,23.529411764705884,37.25490196078432,Bundesliga
LEVK,2012,64.70588235294117,62.74509803921568,Bundesliga
M'G,2012,49.01960784313726,43.13725490196079,Bundesliga
MAI,2012,50.98039215686274,31.37254901960784,Bundesliga
NUR,2012,39.21568627450981,47.05882352941177,Bundesliga
SCH,2012,49.01960784313726,58.82352941176471,Bundesliga
STU,2012,49.01960784313726,35.294117647058826,Bundesliga
WERB,2012,43.13725490196079,23.529411764705884,Bundesliga
WOB,2012,37.25490196078432,47.05882352941177,Bundesliga
AUG,2013,47.05882352941177,54.90196078431372,Bundesliga
BAY,2013,92.15686274509804,84.31372549019608,Bundesliga
BRA,2013,21.568627450980394,27.45098039215686,Bundesliga
DOR,2013,62.74509803921568,76.47058823529412,Bundesliga
EINF,2013,29.411764705882355,41.1764705882353,Bundesliga
FRE,2013,27.45098039215686,43.13725490196079,Bundesliga
HAM,2013,31.37254901960784,21.568627450980394,Bundesliga
HAN,2013,35.294117647058826,47.05882352941177,Bundesliga
HERT,2013,54.90196078431372,25.49019607843137,Bundesliga
HOF,2013,35.294117647058826,50.98039215686274,Bundesliga
LEVK,2013,72.54901960784314,47.05882352941177,Bundesliga
M'G,2013,64.70588235294117,43.13725490196079,Bundesliga
MAI,2013,47.05882352941177,56.86274509803921,Bundesliga
NUR,2013,21.568627450980394,29.411764705882355,Bundesliga
SCH,2013,54.90196078431372,70.58823529411765,Bundesliga
STU,2013,37.25490196078432,25.49019607843137,Bundesliga
WERB,2013,37.25490196078432,39.21568627450981,Bundesliga
WOB,2013,58.82352941176471,58.82352941176471,Bundesliga
AUG,2014,52.94117647058824,43.13725490196079,Bundesliga
BAY,2014,88.23529411764706,66.66666666666666,Bundesliga
DOR,2014,29.411764705882355,60.78431372549019,Bundesliga
EINF,2014,45.09803921568628,39.21568627450981,Bundesliga
FRE,2014,29.411764705882355,37.25490196078432,Bundesliga
HAM,2014,33.33333333333333,35.294117647058826,Bundesliga
HAN,2014,47.05882352941177,25.49019607843137,Bundesliga
HERT,2014,35.294117647058826,33.33333333333333,Bundesliga
HOF,2014,50.98039215686274,35.294117647058826,Bundesliga
KOL,2014,37.25490196078432,41.1764705882353,Bundesliga
LEVK,2014,54.90196078431372,64.70588235294117,Bundesliga
M'G,2014,52.94117647058824,76.47058823529412,Bundesliga
MAI,2014,35.294117647058826,43.13725490196079,Bundesliga
PAD,2014,37.25490196078432,23.529411764705884,Bundesliga
SCH,2014,52.94117647058824,41.1764705882353,Bundesliga
STU,2014,33.33333333333333,37.25490196078432,Bundesliga
WERB,2014,33.33333333333333,50.98039215686274,Bundesliga
WOB,2014,66.66666666666666,68.62745098039214,Bundesliga
AUG,2015,37.25490196078432,37.25490196078432,Bundesliga
BAY,2015,90.19607843137256,82.3529411764706,Bundesliga
DAR,2015,35.294117647058826,39.21568627450981,Bundesliga
DOR,2015,74.50980392156863,78.43137254901961,Bundesliga
EINF,2015,33.33333333333333,37.25490196078432,Bundesliga
HAM,2015,43.13725490196079,37.25490196078432,Bundesliga
HAN,2015,27.45098039215686,21.568627450980394,Bundesliga
HERT,2015,62.74509803921568,35.294117647058826,Bundesliga
HOF,2015,25.49019607843137,47.05882352941177,Bundesliga
ING,2015,39.21568627450981,39.21568627450981,Bundesliga
KOL,2015,47.05882352941177,37.25490196078432,Bundesliga
LEVK,2015,52.94117647058824,64.70588235294117,Bundesliga
M'G,2015,56.86274509803921,50.98039215686274,Bundesliga
MAI,2015,47.05882352941177,50.98039215686274,Bundesliga
SCH,2015,52.94117647058824,49.01960784313726,Bundesliga
STU,2015,29.411764705882355,35.294117647058826,Bundesliga
WERB,2015,29.411764705882355,45.09803921568628,Bundesliga
WOB,2015,50.98039215686274,37.25490196078432,Bundesliga
AUG,2016,35.294117647058826,39.21568627450981,Bundesliga
BAY,2016,82.3529411764706,78.43137254901961,Bundesliga
DAR,2016,17.647058823529413,31.37254901960784,Bundesliga
DOR,2016,58.82352941176471,66.66666666666666,Bundesliga
EINF,2016,56.86274509803921,25.49019607843137,Bundesliga
FRE,2016,45.09803921568628,49.01960784313726,Bundesliga
HAM,2016,25.49019607843137,49.01960784313726,Bundesliga
HERT,2016,58.82352941176471,37.25490196078432,Bundesliga
HOF,2016,60.78431372549019,60.78431372549019,Bundesliga
ING,2016,23.529411764705884,39.21568627450981,Bundesliga
KOL,2016,50.98039215686274,45.09803921568628,Bundesliga
LEVK,2016,47.05882352941177,33.33333333333333,Bundesliga
M'G,2016,33.33333333333333,54.90196078431372,Bundesliga
MAI,2016,41.1764705882353,31.37254901960784,Bundesliga
RBL,2016,76.47058823529412,54.90196078431372,Bundesliga
SCH,2016,41.1764705882353,43.13725490196079,Bundesliga
WERB,2016,31.37254901960784,56.86274509803921,Bundesliga
WOB,2016,37.25490196078432,35.294117647058826,Bundesliga
AUG,2017,47.05882352941177,33.33333333333333,Bundesliga
BAY,2017,80.3921568627451,84.31372549019608,Bundesliga
DOR,2017,54.90196078431372,52.94117647058824,Bundesliga
EINF,2017,50.98039215686274,45.09803921568628,Bundesliga
FRE,2017,37.25490196078432,33.33333333333333,Bundesliga
HAM,2017,29.411764705882355,31.37254901960784,Bundesliga
HAN,2017,45.09803921568628,31.37254901960784,Bundesliga
HERT,2017,47.05882352941177,37.25490196078432,Bundesliga
HOF,2017,50.98039215686274,56.86274509803921,Bundesliga
KOL,2017,11.764705882352942,31.37254901960784,Bundesliga
LEVK,2017,54.90196078431372,52.94117647058824,Bundesliga
M'G,2017,54.90196078431372,37.25490196078432,Bundesliga
MAI,2017,33.33333333333333,37.25490196078432,Bundesliga
RBL,2017,54.90196078431372,49.01960784313726,Bundesliga
SCH,2017,58.82352941176471,64.70588235294117,Bundesliga
STU,2017,33.33333333333333,66.66666666666666,Bundesliga
WERB,2017,29.411764705882355,52.94117647058824,Bundesliga
WOB,2017,37.25490196078432,27.45098039215686,Bundesliga
AUG,2018,29.411764705882355,33.33333333333333,Bundesliga
BAY,2018,70.58823529411765,82.3529411764706,Bundesliga
DOR,2018,82.3529411764706,66.66666666666666,Bundesliga
EINF,2018,52.94117647058824,52.94117647058824,Bundesliga
FORD,2018,35.294117647058826,50.98039215686274,Bundesliga
FRE,2018,41.1764705882353,29.411764705882355,Bundesliga
HAN,2018,21.568627450980394,19.607843137254903,Bundesliga
HERT,2018,47.05882352941177,37.25490196078432,Bundesliga
HOF,2018,49.01960784313726,50.98039215686274,Bundesliga
LEVK,2018,47.05882352941177,66.66666666666666,Bundesliga
M'G,2018,64.70588235294117,43.13725490196079,Bundesliga
MAI,2018,41.1764705882353,43.13725490196079,Bundesliga
NUR,2018,21.568627450980394,15.68627450980392,Bundesliga
RBL,2018,60.78431372549019,68.62745098039214,Bundesliga
SCH,2018,35.294117647058826,29.411764705882355,Bundesliga
STU,2018,27.45098039215686,27.45098039215686,Bundesliga
WERB,2018,43.13725490196079,60.78431372549019,Bundesliga
WOB,2018,54.90196078431372,52.94117647058824,Bundesliga
AUG,2019,45.09803921568628,25.49019607843137,Bundesliga
BAY,2019,64.70588235294117,96.07843137254902,Bundesliga
DOR,2019,58.82352941176471,76.47058823529412,Bundesliga
EINF,2019,35.294117647058826,52.94117647058824,Bundesliga
FORD,2019,29.411764705882355,29.411764705882355,Bundesliga
FRE,2019,50.98039215686274,43.13725490196079,Bundesliga
HERT,2019,37.25490196078432,43.13725490196079,Bundesliga
HOF,2019,52.94117647058824,49.01960784313726,Bundesliga
KOL,2019,33.33333333333333,37.25490196078432,Bundesliga
LEVK,2019,54.90196078431372,68.62745098039214,Bundesliga
M'G,2019,68.62745098039214,58.82352941176471,Bundesliga
MAI,2019,35.294117647058826,37.25490196078432,Bundesliga
PAD,2019,23.529411764705884,15.68627450980392,Bundesliga
RBL,2019,72.54901960784314,56.86274509803921,Bundesliga
SCH,2019,58.82352941176471,17.647058823529413,Bundesliga
UNI,2019,39.21568627450981,41.1764705882353,Bundesliga
WERB,2019,27.45098039215686,33.33333333333333,Bundesliga
WOB,2019,47.05882352941177,49.01960784313726,Bundesliga
AUG,2020,37.25490196078432,33.33333333333333,Bundesliga
BAY,2020,76.47058823529412,76.47058823529412,Bundesliga
BIE,2020,33.33333333333333,35.294117647058826,Bundesliga
DOR,2020,56.86274509803921,68.62745098039214,Bundesliga
EINF,2020,52.94117647058824,64.70588235294117,Bundesliga
FRE,2020,47.05882352941177,41.1764705882353,Bundesliga
HERT,2020,33.33333333333333,35.294117647058826,Bundesliga
HOF,2020,37.25490196078432,47.05882352941177,Bundesliga
KOL,2020,29.411764705882355,35.294117647058826,Bundesliga
LEVK,2020,62.74509803921568,39.21568627450981,Bundesliga
M'G,2020,54.90196078431372,41.1764705882353,Bundesliga
MAI,2020,13.72549019607843,62.74509803921568,Bundesliga
RBL,2020,68.62745098039214,58.82352941176471,Bundesliga
SCH,2020,13.72549019607843,17.647058823529413,Bundesliga
STU,2020,43.13725490196079,45.09803921568628,Bundesliga
UNI,2020,54.90196078431372,43.13725490196079,Bundesliga
WERB,2020,35.294117647058826,25.49019607843137,Bundesliga
WOB,2020,56.86274509803921,62.74509803921568,Bundesliga
AUG,2021,35.294117647058826,39.21568627450981,Bundesliga
BAY,2021,84.31372549019608,66.66666666666666,Bundesliga
BIE,2021,31.37254901960784,23.529411764705884,Bundesliga
BOC,2021,39.21568627450981,43.13725490196079,Bundesliga
DOR,2021,66.66666666666666,68.62745098039214,Bundesliga
EINF,2021,52.94117647058824,29.411764705882355,Bundesliga
FRE,2021,56.86274509803921,50.98039215686274,Bundesliga
GREF,2021,9.803921568627452,25.49019607843137,Bundesliga
HERT,2021,41.1764705882353,23.529411764705884,Bundesliga
HOF,2021,54.90196078431372,35.294117647058826,Bundesliga
KOL,2021,49.01960784313726,52.94117647058824,Bundesliga
LEVK,2021,54.90196078431372,70.58823529411765,Bundesliga
M'G,2021,37.25490196078432,50.98039215686274,Bundesliga
MAI,2021,47.05882352941177,43.13725490196079,Bundesliga
RBL,2021,43.13725490196079,70.58823529411765,Bundesliga
STU,2021,33.33333333333333,31.37254901960784,Bundesliga
UNI,2021,52.94117647058824,58.82352941176471,Bundesliga
WOB,2021,39.21568627450981,43.13725490196079,Bundesliga
AUG,2022,35.294117647058826,31.37254901960784,Bundesliga
BAY,2022,70.58823529411765,68.62745098039214,Bundesliga
BOC,2022,31.37254901960784,37.25490196078432,Bundesliga
DOR,2022,60.78431372549019,78.43137254901961,Bundesliga
EINF,2022,60.78431372549019,37.25490196078432,Bundesliga
FRE,2022,60.78431372549019,54.90196078431372,Bundesliga
HERT,2022,27.45098039215686,29.411764705882355,Bundesliga
HOF,2022,37.25490196078432,33.33333333333333,Bundesliga
KOL,2022,41.1764705882353,41.1764705882353,Bundesliga
LEVK,2022,47.05882352941177,50.98039215686274,Bundesliga
M'G,2022,43.13725490196079,41.1764705882353,Bundesliga
MAI,2022,39.21568627450981,50.98039215686274,Bundesliga
RBL,2022,62.74509803921568,66.66666666666666,Bundesliga
SCH,2022,17.647058823529413,43.13725490196079,Bundesliga
STU,2022,31.37254901960784,33.33333333333333,Bundesliga
UNI,2022,64.70588235294117,56.86274509803921,Bundesliga
WERB,2022,41.1764705882353,29.411764705882355,Bundesliga
WOB,2022,56.86274509803921,39.21568627450981,Bundesliga
AUG,2023,35.294117647058826,41.1764705882353,Bundesliga
BAY,2023,80.3921568627451,60.78431372549019,Bundesliga
BOC,2023,33.33333333333333,31.37254901960784,Bundesliga
DAR,2023,19.607843137254903,13.72549019607843,Bundesliga
DOR,2023,58.82352941176471,64.70588235294117,Bundesliga
EINF,2023,52.94117647058824,39.21568627450981,Bundesliga
FRE,2023,49.01960784313726,33.33333333333333,Bundesliga
HEI,2023,41.1764705882353,41.1764705882353,Bundesliga
HOF,2023,47.05882352941177,43.13725490196079,Bundesliga
KOL,2023,21.568627450980394,31.37254901960784,Bundesliga
LEVK,2023,88.23529411764706,88.23529411764706,Bundesliga
M'G,2023,39.21568627450981,27.45098039215686,Bundesliga
MAI,2023,21.568627450980394,47.05882352941177,Bundesliga
RBL,2023,64.70588235294117,62.74509803921568,Bundesliga
STU,2023,66.66666666666666,76.47058823529412,Bundesliga
UNI,2023,27.45098039215686,37.25490196078432,Bundesliga
WERB,2023,33.33333333333333,49.01960784313726,Bundesliga
WOB,2023,39.21568627450981,33.33333333333333,Bundesliga
AUG,2024,37.25490196078432,47.05882352941177,Bundesliga
BAY,2024,82.3529411764706,78.43137254901961,Bundesliga
BOC,2024,17.647058823529413,27.45098039215686,Bundesliga
DOR,2024,49.01960784313726,62.74509803921568,Bundesliga
EINF,2024,64.70588235294117,52.94117647058824,Bundesliga
FRE,2024,52.94117647058824,54.90196078431372,Bundesliga
HEI,2024,27.45098039215686,29.411764705882355,Bundesliga
HOF,2024,27.45098039215686,35.294117647058826,Bundesliga
HOLK,2024,21.568627450980394,27.45098039215686,Bundesliga
LEVK,2024,74.50980392156863,60.78431372549019,Bundesliga
M'G,2024,47.05882352941177,41.1764705882353,Bundesliga
MAI,2024,54.90196078431372,47.05882352941177,Bundesliga
RBL,2024,58.82352941176471,41.1764705882353,Bundesliga
STP,2024,27.45098039215686,35.294117647058826,Bundesliga
STU,2024,56.86274509803921,41.1764705882353,Bundesliga
UNI,2024,33.33333333333333,47.05882352941177,Bundesliga
WERB,2024,50.98039215686274,49.01960784313726,Bundesliga
WOB,2024,52.94117647058824,31.37254901960784,Bundesliga
ALA,2000,42.10526315789473,43.85964912280702,La Liga
ATHB,2000,45.6140350877193,29.82456140350877,La Liga
BARC,2000,63.1578947368421,47.368421052631575,La Liga
CEL,2000,35.08771929824561,68.42105263157895,La Liga
ESP,2000,42.10526315789473,45.6140350877193,La Liga
LAC,2000,64.91228070175438,63.1578947368421,La Liga
LASP,2000,49.122807017543856,31.57894736842105,La Liga
MALL,2000,54.385964912280706,70.17543859649122,La Liga
MLG,2000,47.368421052631575,50.877192982456144,La Liga
NUM,2000,33.33333333333333,35.08771929824561,La Liga
OSA,2000,29.82456140350877,43.85964912280702,La Liga
OVI,2000,42.10526315789473,29.82456140350877,La Liga
RAYO,2000,50.877192982456144,24.561403508771928,La Liga
RMA,2000,73.6842105263158,66.66666666666666,La Liga
RSO,2000,24.561403508771928,50.877192982456144,La Liga
SAN,2000,24.561403508771928,43.85964912280702,La Liga
VIL,2000,45.6140350877193,54.385964912280706,La Liga
VLC,2000,61.40350877192983,49.122807017543856,La Liga
VLLD,2000,38.59649122807018,35.08771929824561,La Liga
ZAR,2000,42.10526315789473,31.57894736842105,La Liga
ALA,2001,57.89473684210527,36.8421052631579,La Liga
ATHB,2001,54.385964912280706,38.59649122807018,La Liga
BARC,2001,52.63157894736842,59.64912280701754,La Liga
BET,2001,54.385964912280706,49.122807017543856,La Liga
CEL,2001,56.14035087719298,49.122807017543856,La Liga
ESP,2001,42.10526315789473,40.35087719298245,La Liga
LAC,2001,57.89473684210527,61.40350877192983,La Liga
LASP,2001,42.10526315789473,28.07017543859649,La Liga
MALL,2001,35.08771929824561,40.35087719298245,La Liga
MLG,2001,42.10526315789473,50.877192982456144,La Liga
OSA,2001,38.59649122807018,35.08771929824561,La Liga
RAYO,2001,24.561403508771928,61.40350877192983,La Liga
RMA,2001,61.40350877192983,54.385964912280706,La Liga
RSO,2001,33.33333333333333,49.122807017543856,La Liga
SEV,2001,47.368421052631575,45.6140350877193,La Liga
TEN,2001,36.8421052631579,29.82456140350877,La Liga
VIL,2001,38.59649122807018,36.8421052631579,La Liga
VLC,2001,57.89473684210527,73.6842105263158,La Liga
VLLD,2001,43.85964912280702,40.35087719298245,La Liga
ZAR,2001,40.35087719298245,24.561403508771928,La Liga
ALA,2002,42.10526315789473,19.29824561403509,La Liga
ATHB,2002,38.59649122807018,57.89473684210527,La Liga
ATHM,2002,43.85964912280702,38.59649122807018,La Liga
BARC,2002,40.35087719298245,57.89473684210527,La Liga
BET,2002,57.89473684210527,36.8421052631579,La Liga
CEL,2002,52.63157894736842,54.385964912280706,La Liga
ESP,2002,35.08771929824561,40.35087719298245,La Liga
LAC,2002,56.14035087719298,70.17543859649122,La Liga
MALL,2002,47.368421052631575,43.85964912280702,La Liga
MLG,2002,42.10526315789473,38.59649122807018,La Liga
OSA,2002,40.35087719298245,42.10526315789473,La Liga
RAYO,2002,31.57894736842105,24.561403508771928,La Liga
REC,2002,24.561403508771928,38.59649122807018,La Liga
RMA,2002,66.66666666666666,70.17543859649122,La Liga
RSO,2002,75.43859649122807,57.89473684210527,La Liga
SAN,2002,35.08771929824561,42.10526315789473,La Liga
SEV,2002,38.59649122807018,49.122807017543856,La Liga
VIL,2002,38.59649122807018,40.35087719298245,La Liga
VLC,2002,61.40350877192983,43.85964912280702,La Liga
VLLD,2002,42.10526315789473,38.59649122807018,La Liga
ALB,2003,35.08771929824561,47.368421052631575,La Liga
ATHB,2003,45.6140350877193,52.63157894736842,La Liga
ATHM,2003,54.385964912280706,42.10526315789473,La Liga
BARC,2003,47.368421052631575,78.94736842105262,La Liga
BET,2003,38.59649122807018,52.63157894736842,La Liga
CEL,2003,35.08771929824561,33.33333333333333,La Liga
ESP,2003,24.561403508771928,50.877192982456144,La Liga
LAC,2003,64.91228070175438,59.64912280701754,La Liga
MALL,2003,40.35087719298245,49.122807017543856,La Liga
MLG,2003,45.6140350877193,43.85964912280702,La Liga
MUR,2003,21.052631578947366,24.561403508771928,La Liga
OSA,2003,50.877192982456144,33.33333333333333,La Liga
RMA,2003,73.6842105263158,49.122807017543856,La Liga
RSO,2003,36.8421052631579,43.85964912280702,La Liga
SAN,2003,45.6140350877193,29.82456140350877,La Liga
SEV,2003,43.85964912280702,52.63157894736842,La Liga
VIL,2003,52.63157894736842,42.10526315789473,La Liga
VLC,2003,75.43859649122807,59.64912280701754,La Liga
VLLD,2003,43.85964912280702,28.07017543859649,La Liga
ZAR,2003,35.08771929824561,49.122807017543856,La Liga
ALA,2005,26.31578947368421,42.10526315789473,La Liga
ATHB,2005,26.31578947368421,52.63157894736842,La Liga
ATHM,2005,35.08771929824561,56.14035087719298,La Liga
BARC,2005,80.7017543859649,63.1578947368421,La Liga
BET,2005,33.33333333333333,40.35087719298245,La Liga
CAD,2005,35.08771929824561,28.07017543859649,La Liga
CEL,2005,52.63157894736842,59.64912280701754,La Liga
ESP,2005,36.8421052631579,35.08771929824561,La Liga
GET,2005,43.85964912280702,50.877192982456144,La Liga
LAC,2005,56.14035087719298,40.35087719298245,La Liga
MALL,2005,29.82456140350877,45.6140350877193,La Liga
MLG,2005,29.82456140350877,12.280701754385964,La Liga
OSA,2005,68.42105263157895,50.877192982456144,La Liga
