league,team,win_rate,std_win_rate,std_rank
NBA,VAN,0.4796747967479675,0.02404910480934803,52
NBA,SDR,0.4481707317073171,0.01803682860701102,53
NBA,TCB,0.5611213235294117,0.017003676470588258,54
NBA,AND,0.515625,0.0,55
NBA,CAP,0.5,0.0,56
NBA,CHP,0.4,0.0,57
NBA,CHS,0.5294117647058824,0.0,58
NBA,CHZ,0.4875,0.0,59
NBA,NYN,0.4634146341463415,0.0,60
NBA,SBS,0.5,0.0,61
NBA,SLB,0.4264705882352941,0.0,62
NBA,WAT,0.46774193548387094,0.0,63
NFL,NE,0.5116743024893573,0.15447748166802694,1
NFL,WAS,0.5224109417778411,0.1467506263170775,2
NFL,LAR,0.4957686464416275,0.1460279817152068,3
NFL,CLE,0.49777515172735765,0.14441774993113018,4
NFL,GB,0.4886125354096441,0.14371286271831143,5
NFL,BAL,0.4937880324543611,0.140454860346559,6
NFL,ATL,0.4852387282596654,0.13876877705709698,7
NFL,ARI,0.5199718305401256,0.13826687238388638,8
NFL,TB,0.4836672764343833,0.13548665303923127,9
NFL,HOU,0.5105498721227621,0.13457351615305144,10
NFL,BUF,0.48769762142144996,0.13373124034131856,11
NFL,IND,0.4966983968728734,0.1335406717294567,12
NFL,PHI,0.5135239123898147,0.13207141423105387,13
NFL,DEN,0.4947617465065122,0.13121958496436228,14
NFL,NYJ,0.514024395068762,0.1296426589501332,15
NFL,DET,0.4852703793381759,0.1254149496793946,16
NFL,CHI,0.5379288721138172,0.12388183869726835,17
NFL,LV,0.5203437307126241,0.12357113288672181,18
NFL,KC,0.4700155485923183,0.12343768323494261,19
NFL,TEN,0.5101154868727152,0.12286881546700944,20
NFL,DAL,0.5064904492870594,0.11869322155526162,21
NFL,MIA,0.4850636582316542,0.11790849733265106,22
NFL,LAC,0.49566281314785804,0.11679953003472028,23
NFL,MIN,0.4969150089414297,0.11569105201805249,24
NFL,NYG,0.4912494658880502,0.11477148094199728,25
NFL,CIN,0.5098571592379642,0.11243842248043438,26
NFL,PIT,0.49866966560635556,0.11084344690733436,27
NFL,NO,0.5146465195273512,0.10692831960833013,28
NFL,SF,0.4869666793270981,0.10591901494271133,29
NFL,CAR,0.5083333333333333,0.10170357830131928,30
NFL,SEA,0.5011826159035042,0.09389720496732706,31
NFL,JAX,0.4424019607843137,0.08675916676680323,32
