league,season,team,first_half_win_pct,second_half_win_pct,n_first,n_second
MLB,1983,BAL,0.4938,0.4568,81,81
MLB,1983,BOS,0.5062,0.5556,81,81
MLB,1983,CAL,0.4691,0.5556,81,81
MLB,1983,CHA,0.5432,0.4444,81,81
MLB,1983,CHN,0.5432,0.5185,81,81
MLB,1983,CIN,0.5926,0.4691,81,81
MLB,1983,CLE,0.4691,0.4444,81,81
MLB,1983,DET,0.4815,0.4815,81,81
MLB,1983,HOU,0.5802,0.4198,81,81
MLB,1983,KCA,0.5185,0.4756,81,82
MLB,1983,LAN,0.6173,0.5854,81,82
MLB,1983,MIL,0.5556,0.5679,81,81
MLB,1983,MIN,0.5185,0.4568,81,81
MLB,1983,MON,0.3827,0.5732,81,82
MLB,1983,NYA,0.4444,0.5185,81,81
MLB,1983,NYN,0.5679,0.4938,81,81
MLB,1983,OAK,0.5185,0.6049,81,81
MLB,1983,PHI,0.4938,0.4146,81,82
MLB,1983,PIT,0.4691,0.3951,81,81
MLB,1983,SDN,0.3827,0.5244,81,82
MLB,1983,SEA,0.5309,0.4815,81,81
MLB,1983,SFN,0.5062,0.4815,81,81
MLB,1983,SLN,0.4074,0.5185,81,81
MLB,1983,TEX,0.4198,0.5122,81,82
MLB,1983,TOR,0.5432,0.4321,81,81
MLB,1984,ATL,0.5432,0.5062,81,81
MLB,1984,BAL,0.4938,0.5432,81,81
MLB,1984,BOS,0.5679,0.5432,81,81
MLB,1984,CAL,0.5432,0.5062,81,81
MLB,1984,CHA,0.4691,0.5185,81,81
MLB,1984,CHN,0.4875,0.4198,80,81
MLB,1984,CIN,0.4815,0.5309,81,81
MLB,1984,CLE,0.5062,0.378,81,82
MLB,1984,DET,0.3704,0.5556,81,81
MLB,1984,HOU,0.5062,0.5185,81,81
MLB,1984,KCA,0.5432,0.5802,81,81
MLB,1984,LAN,0.4444,0.5432,81,81
MLB,1984,MIL,0.55,0.4568,80,81
MLB,1984,MIN,0.5062,0.4815,81,81
MLB,1984,MON,0.4875,0.5432,80,81
MLB,1984,NYA,0.5432,0.5802,81,81
MLB,1984,NYN,0.4074,0.5185,81,81
MLB,1984,OAK,0.4568,0.5062,81,81
MLB,1984,PHI,0.5556,0.4198,81,81
MLB,1984,PIT,0.4815,0.3704,81,81
MLB,1984,SDN,0.5062,0.5309,81,81
MLB,1984,SEA,0.5432,0.4568,81,81
MLB,1984,SFN,0.5556,0.5432,81,81
MLB,1984,SLN,0.5185,0.5802,81,81
MLB,1984,TEX,0.425,0.4691,80,81
MLB,1984,TOR,0.4568,0.4512,81,82
MLB,1985,ATL,0.4938,0.5185,81,81
MLB,1985,BAL,0.6125,0.4938,80,81
MLB,1985,BOS,0.5062,0.5122,81,82
MLB,1985,CAL,0.6173,0.4074,81,81
MLB,1985,CHA,0.5309,0.5,81,82
MLB,1985,CHN,0.4815,0.5062,81,81
MLB,1985,CIN,0.5309,0.5432,81,81
MLB,1985,CLE,0.5309,0.4938,81,81
MLB,1985,DET,0.375,0.642,80,81
MLB,1985,HOU,0.5309,0.4321,81,81
MLB,1985,KCA,0.4938,0.5309,81,81
MLB,1985,LAN,0.4074,0.4938,81,81
MLB,1985,MIL,0.45,0.4321,80,81
MLB,1985,MIN,0.4691,0.4444,81,81
MLB,1985,MON,0.5375,0.5432,80,81
MLB,1985,NYA,0.5,0.6173,80,81
MLB,1985,NYN,0.4815,0.4444,81,81
MLB,1985,OAK,0.3827,0.4074,81,81
MLB,1985,PHI,0.5679,0.4938,81,81
MLB,1985,PIT,0.4625,0.4938,80,81
MLB,1985,SDN,0.3951,0.4815,81,81
MLB,1985,SEA,0.5185,0.5062,81,81
MLB,1985,SFN,0.5802,0.5062,81,81
MLB,1985,SLN,0.5432,0.5309,81,81
MLB,1985,TEX,0.4875,0.4568,80,81
MLB,1985,TOR,0.5375,0.5432,80,81
MLB,1986,ATL,0.4375,0.4938,80,81
MLB,1986,BAL,0.5679,0.4938,81,81
MLB,1986,BOS,0.4625,0.4444,80,81
MLB,1986,CAL,0.3951,0.4691,81,81
MLB,1986,CHA,0.5926,0.4938,81,81
MLB,1986,CHN,0.5125,0.5,80,80
MLB,1986,CIN,0.3457,0.5309,81,81
MLB,1986,CLE,0.5679,0.561,81,82
MLB,1986,DET,0.3333,0.5185,81,81
MLB,1986,HOU,0.5679,0.5062,81,81
MLB,1986,KCA,0.3827,0.5185,81,81
MLB,1986,LAN,0.4691,0.5185,81,81
MLB,1986,MIL,0.5625,0.4938,80,81
MLB,1986,MIN,0.5185,0.3951,81,81
MLB,1986,MON,0.6,0.4321,80,81
MLB,1986,NYA,0.6173,0.5309,81,81
MLB,1986,NYN,0.5185,0.4444,81,81
MLB,1986,OAK,0.5679,0.4938,81,81
MLB,1986,PHI,0.5125,0.5432,80,81
MLB,1986,PIT,0.6049,0.4444,81,81
MLB,1986,SDN,0.5062,0.5062,81,81
MLB,1986,SEA,0.4444,0.5556,81,81
MLB,1986,SFN,0.4568,0.4938,81,81
MLB,1986,SLN,0.5,0.5556,80,81
MLB,1986,TEX,0.4691,0.5432,81,81
MLB,1986,TOR,0.5679,0.439,81,82
MLB,1987,ATL,0.525,0.4198,80,81
MLB,1987,BAL,0.5062,0.5309,81,81
MLB,1987,BOS,0.5556,0.5062,81,81
MLB,1987,CAL,0.4815,0.4568,81,81
MLB,1987,CHA,0.5556,0.5185,81,81
MLB,1987,CHN,0.5625,0.4938,80,81
MLB,1987,CIN,0.5802,0.5062,81,81
MLB,1987,CLE,0.4321,0.4938,81,81
MLB,1987,DET,0.4815,0.5556,81,81
MLB,1987,HOU,0.4691,0.4815,81,81
MLB,1987,KCA,0.5062,0.5802,81,81
MLB,1987,LAN,0.4938,0.4691,81,81
MLB,1987,MIL,0.4691,0.5062,81,81
MLB,1987,MIN,0.4691,0.5185,81,81
MLB,1987,MON,0.4691,0.5432,81,81
MLB,1987,NYA,0.5062,0.3827,81,81
MLB,1987,NYN,0.5185,0.4568,81,81
MLB,1987,OAK,0.5556,0.4938,81,81
MLB,1987,PHI,0.4568,0.4568,81,81
MLB,1987,PIT,0.4938,0.4938,81,81
MLB,1987,SDN,0.5432,0.6667,81,81
MLB,1987,SEA,0.5062,0.4938,81,81
MLB,1987,SFN,0.4444,0.5309,81,81
MLB,1987,SLN,0.4321,0.4938,81,81
MLB,1987,TEX,0.4815,0.4568,81,81
MLB,1987,TOR,0.4815,0.5185,81,81
MLB,1988,ATL,0.45,0.6,80,80
MLB,1988,BAL,0.425,0.3951,80,81
MLB,1988,BOS,0.4444,0.4568,81,81
MLB,1988,CAL,0.5432,0.5432,81,81
MLB,1988,CHA,0.4625,0.4938,80,81
MLB,1988,CHN,0.4938,0.4268,81,82
MLB,1988,CIN,0.45,0.4074,80,81
MLB,1988,CLE,0.4938,0.4815,81,81
MLB,1988,DET,0.5062,0.3457,81,81
MLB,1988,HOU,0.5062,0.4568,81,81
MLB,1988,KCA,0.5,0.5309,80,81
MLB,1988,LAN,0.4815,0.5309,81,81
MLB,1988,MIL,0.4938,0.5802,81,81
MLB,1988,MIN,0.5432,0.4568,81,81
MLB,1988,MON,0.4568,0.5488,81,82
MLB,1988,NYA,0.4625,0.5185,80,81
MLB,1988,NYN,0.525,0.4875,80,80
MLB,1988,OAK,0.5062,0.5926,81,81
MLB,1988,PHI,0.642,0.4568,81,81
MLB,1988,PIT,0.5625,0.5625,80,80
MLB,1988,SDN,0.5,0.4815,80,81
MLB,1988,SEA,0.575,0.5802,80,81
MLB,1988,SFN,0.5556,0.5309,81,81
MLB,1988,SLN,0.3827,0.5062,81,81
MLB,1988,TEX,0.55,0.4568,80,81
MLB,1988,TOR,0.5309,0.5309,81,81
MLB,1989,ATL,0.475,0.6173,80,81
MLB,1989,BAL,0.5309,0.5185,81,81
MLB,1989,BOS,0.4938,0.4074,81,81
MLB,1989,CAL,0.4444,0.5679,81,81
MLB,1989,CHA,0.425,0.4815,80,81
MLB,1989,CHN,0.5185,0.5062,81,81
MLB,1989,CIN,0.5309,0.4938,81,81
MLB,1989,CLE,0.4815,0.5679,81,81
MLB,1989,DET,0.5062,0.4938,81,81
MLB,1989,HOU,0.5185,0.5432,81,81
MLB,1989,KCA,0.4568,0.4568,81,81
MLB,1989,LAN,0.4875,0.5,80,80
MLB,1989,MIL,0.5926,0.4568,81,81
MLB,1989,MIN,0.5679,0.5062,81,81
MLB,1989,MON,0.4444,0.6296,81,81
MLB,1989,NYA,0.5625,0.6296,80,81
MLB,1989,NYN,0.5556,0.4198,81,81
MLB,1989,OAK,0.4691,0.4568,81,81
MLB,1989,PHI,0.4321,0.561,81,82
MLB,1989,PIT,0.4634,0.378,82,82
MLB,1989,SDN,0.5926,0.4691,81,81
MLB,1989,SEA,0.5185,0.4321,81,81
MLB,1989,SFN,0.5185,0.3704,81,81
MLB,1989,SLN,0.4512,0.5244,82,82
MLB,1989,TEX,0.4815,0.4568,81,81
MLB,1989,TOR,0.4568,0.5802,81,81
MLB,1990,ATL,0.4938,0.4815,81,81
MLB,1990,BAL,0.525,0.4198,80,81
MLB,1990,BOS,0.5802,0.5185,81,81
MLB,1990,CAL,0.5062,0.5062,81,81
MLB,1990,CHA,0.5556,0.6049,81,81
MLB,1990,CHN,0.4691,0.3827,81,81
MLB,1990,CIN,0.5309,0.4815,81,81
MLB,1990,CLE,0.5309,0.5926,81,81
MLB,1990,DET,0.4691,0.5309,81,81
MLB,1990,HOU,0.5309,0.4321,81,81
MLB,1990,KCA,0.5625,0.4568,80,81
MLB,1990,LAN,0.4074,0.6296,81,81
MLB,1990,MIL,0.4074,0.5432,81,81
MLB,1990,MIN,0.5802,0.4568,81,81
MLB,1990,MON,0.4321,0.5432,81,81
MLB,1990,NYA,0.4815,0.4691,81,81
MLB,1990,NYN,0.5926,0.5679,81,81
MLB,1990,OAK,0.3951,0.5802,81,81
MLB,1990,PHI,0.6049,0.5062,81,81
MLB,1990,PIT,0.5802,0.4938,81,81
MLB,1990,SDN,0.3951,0.4568,81,81
MLB,1990,SEA,0.358,0.4444,81,81
MLB,1990,SFN,0.5556,0.5185,81,81
MLB,1990,SLN,0.4074,0.5062,81,81
MLB,1990,TEX,0.4938,0.4074,81,81
MLB,1990,TOR,0.5309,0.4938,81,81
MLB,1991,ATL,0.4938,0.4938,81,81
MLB,1991,BAL,0.4691,0.5556,81,81
MLB,1991,BOS,0.5309,0.4568,81,81
MLB,1991,CAL,0.5185,0.5309,81,81
MLB,1991,CHA,0.5309,0.4938,81,81
MLB,1991,CHN,0.475,0.5625,80,80
MLB,1991,CIN,0.4444,0.4198,81,81
MLB,1991,CLE,0.3457,0.4938,81,81
MLB,1991,DET,0.4815,0.4938,81,81
MLB,1991,HOU,0.5802,0.5309,81,81
MLB,1991,KCA,0.5432,0.4568,81,81
MLB,1991,LAN,0.5679,0.4568,81,81
MLB,1991,MIL,0.4815,0.4691,81,81
MLB,1991,MIN,0.5926,0.4815,81,81
MLB,1991,MON,0.4375,0.5185,80,81
MLB,1991,NYA,0.5802,0.4691,81,81
MLB,1991,NYN,0.5125,0.4691,80,81
MLB,1991,OAK,0.4691,0.4938,81,81
MLB,1991,PHI,0.4444,0.4938,81,81
MLB,1991,PIT,0.4198,0.4691,81,81
MLB,1991,SDN,0.5556,0.4938,81,81
MLB,1991,SEA,0.5185,0.4815,81,81
MLB,1991,SFN,0.4815,0.6049,81,81
MLB,1991,SLN,0.5802,0.4938,81,81
MLB,1991,TEX,0.4938,0.5679,81,81
MLB,1991,TOR,0.4815,0.5185,81,81
MLB,1992,ATL,0.5556,0.5556,81,81
MLB,1992,BAL,0.5185,0.4198,81,81
MLB,1992,BOS,0.3827,0.4938,81,81
MLB,1992,CAL,0.4938,0.4815,81,81
MLB,1992,CHA,0.4321,0.4444,81,81
MLB,1992,CHN,0.4568,0.5309,81,81
MLB,1992,CIN,0.5062,0.6049,81,81
MLB,1992,CLE,0.5062,0.5062,81,81
MLB,1992,DET,0.5432,0.5679,81,81
MLB,1992,HOU,0.4938,0.4198,81,81
MLB,1992,KCA,0.5556,0.5062,81,81
MLB,1992,LAN,0.4938,0.4198,81,81
MLB,1992,MIL,0.5926,0.5309,81,81
MLB,1992,MIN,0.4198,0.5185,81,81
MLB,1992,MON,0.4568,0.4691,81,81
MLB,1992,NYA,0.4444,0.5432,81,81
MLB,1992,NYN,0.5062,0.4198,81,81
MLB,1992,OAK,0.5185,0.5432,81,81
MLB,1992,PHI,0.4691,0.4815,81,81
MLB,1992,PIT,0.4444,0.5679,81,81
MLB,1992,SDN,0.4444,0.4815,81,81
MLB,1992,SEA,0.5432,0.4321,81,81
MLB,1992,SFN,0.5679,0.5926,81,81
MLB,1992,SLN,0.5926,0.4691,81,81
MLB,1992,TEX,0.5556,0.5802,81,81
MLB,1992,TOR,0.4691,0.4568,81,81
MLB,1993,ATL,0.5309,0.4938,81,81
MLB,1993,BAL,0.5185,0.4691,81,81
MLB,1993,BOS,0.5556,0.5309,81,81
MLB,1993,CAL,0.5062,0.5556,81,81
MLB,1993,CHA,0.5062,0.358,81,81
MLB,1993,CHN,0.5309,0.561,81,82
MLB,1993,CIN,0.4444,0.5309,81,81
MLB,1993,CLE,0.4815,0.4198,81,81
MLB,1993,COL,0.4444,0.5679,81,81
MLB,1993,DET,0.4815,0.3827,81,81
MLB,1993,FLO,0.5309,0.4074,81,81
MLB,1993,HOU,0.5432,0.3951,81,81
MLB,1993,KCA,0.4815,0.5679,81,81
MLB,1993,LAN,0.5309,0.5926,81,81
MLB,1993,MIL,0.4938,0.6296,81,81
MLB,1993,MIN,0.4444,0.5309,81,81
MLB,1993,MON,0.4815,0.5,81,82
MLB,1993,NYA,0.5185,0.5185,81,81
MLB,1993,NYN,0.4198,0.5062,81,81
MLB,1993,OAK,0.5062,0.4568,81,81
MLB,1993,PHI,0.4938,0.5185,81,81
MLB,1993,PIT,0.4568,0.5062,81,81
MLB,1993,SDN,0.6049,0.4815,81,81
MLB,1993,SEA,0.5432,0.5062,81,81
MLB,1993,SFN,0.4691,0.4568,81,81
MLB,1993,SLN,0.4815,0.5185,81,81
MLB,1993,TEX,0.5185,0.5062,81,81
MLB,1993,TOR,0.5062,0.5062,81,81
MLB,1994,ATL,0.4912,0.4211,57,57
MLB,1994,BAL,0.5179,0.5179,56,56
MLB,1994,BOS,0.5088,0.3621,57,58
MLB,1994,CAL,0.4561,0.4655,57,58
MLB,1994,CHA,0.6429,0.5614,56,57
MLB,1994,CHN,0.5179,0.4035,56,57
MLB,1994,CIN,0.4211,0.4828,57,58
MLB,1994,CLE,0.5893,0.4561,56,57
MLB,1994,COL,0.4483,0.6441,58,59
MLB,1994,DET,0.4561,0.4138,57,58
MLB,1994,FLO,0.4211,0.5172,57,58
MLB,1994,HOU,0.5088,0.5,57,58
MLB,1994,KCA,0.4737,0.3448,57,58
MLB,1994,LAN,0.4737,0.5088,57,57
MLB,1994,MIL,0.5965,0.5862,57,58
MLB,1994,MIN,0.3929,0.5088,56,57
MLB,1994,MON,0.4912,0.5263,57,57
MLB,1994,NYA,0.3929,0.5614,56,57
MLB,1994,NYN,0.5536,0.5439,56,57
MLB,1994,OAK,0.5263,0.5789,57,57
MLB,1994,PHI,0.386,0.4828,57,58
MLB,1994,PIT,0.5263,0.5088,57,57
MLB,1994,SDN,0.6379,0.4915,58,59
MLB,1994,SEA,0.5357,0.5,56,56
MLB,1994,SFN,0.5789,0.5,57,58
MLB,1994,SLN,0.5439,0.4655,57,58
MLB,1994,TEX,0.4211,0.5439,57,57
MLB,1994,TOR,0.4912,0.6034,57,58
MLB,1995,ATL,0.4028,0.4583,72,72
MLB,1995,BAL,0.4583,0.4583,72,72
MLB,1995,BOS,0.5,0.4861,72,72
MLB,1995,CAL,0.5417,0.5342,72,73
MLB,1995,CHA,0.5556,0.589,72,73
MLB,1995,CHN,0.4306,0.5694,72,72
MLB,1995,CIN,0.5694,0.4861,72,72
MLB,1995,CLE,0.4444,0.4861,72,72
MLB,1995,COL,0.4861,0.4306,72,72
MLB,1995,DET,0.5417,0.4722,72,72
MLB,1995,FLO,0.507,0.4722,71,72
MLB,1995,HOU,0.5278,0.5972,72,72
MLB,1995,KCA,0.5417,0.5278,72,72
MLB,1995,LAN,0.5139,0.5,72,72
MLB,1995,MIL,0.4444,0.4861,72,72
MLB,1995,MIN,0.5417,0.4861,72,72
MLB,1995,MON,0.5417,0.4444,72,72
MLB,1995,NYA,0.5833,0.4521,72,73
MLB,1995,NYN,0.4167,0.5417,72,72
MLB,1995,OAK,0.5556,0.4861,72,72
MLB,1995,PHI,0.4167,0.4722,72,72
MLB,1995,PIT,0.5,0.5556,72,72
MLB,1995,SDN,0.5139,0.4722,72,72
MLB,1995,SEA,0.375,0.4384,72,73
MLB,1995,SFN,0.5833,0.5139,72,72
MLB,1995,SLN,0.5493,0.5278,71,72
MLB,1995,TEX,0.5139,0.5417,72,72
MLB,1995,TOR,0.4306,0.5278,72,72
MLB,1996,ATL,0.5432,0.4198,81,81
MLB,1996,BAL,0.4568,0.439,81,82
MLB,1996,BOS,0.4691,0.5062,81,81
MLB,1996,CAL,0.65,0.4568,80,81
MLB,1996,CHA,0.5185,0.4938,81,81
MLB,1996,CHN,0.3827,0.4938,81,81
MLB,1996,CIN,0.4815,0.5185,81,81
MLB,1996,CLE,0.4375,0.5432,80,81
MLB,1996,COL,0.4568,0.5432,81,81
MLB,1996,DET,0.5679,0.5185,81,81
MLB,1996,FLO,0.3951,0.6173,81,81
MLB,1996,HOU,0.4074,0.5432,81,81
MLB,1996,KCA,0.45,0.4568,80,81
MLB,1996,LAN,0.4815,0.5185,81,81
MLB,1996,MIL,0.4815,0.5802,81,81
MLB,1996,MIN,0.5185,0.5679,81,81
MLB,1996,MON,0.5185,0.5432,81,81
MLB,1996,NYA,0.5432,0.5062,81,81
MLB,1996,NYN,0.5556,0.5062,81,81
MLB,1996,OAK,0.4444,0.5556,81,81
MLB,1996,PHI,0.5185,0.4815,81,81
MLB,1996,PIT,0.5926,0.4938,81,81
MLB,1996,SDN,0.5926,0.3704,81,81
MLB,1996,SEA,0.55,0.4568,80,81
MLB,1996,SFN,0.4938,0.5556,81,81
MLB,1996,SLN,0.5802,0.3951,81,81
MLB,1996,TEX,0.4815,0.4268,81,82
MLB,1996,TOR,0.4198,0.5062,81,81
MLB,1997,ANA,0.4815,0.5309,81,81
MLB,1997,ATL,0.4691,0.4938,81,81
MLB,1997,BAL,0.4198,0.5062,81,81
MLB,1997,BOS,0.5185,0.4321,81,81
MLB,1997,CHA,0.6125,0.4198,80,81
MLB,1997,CHN,0.4198,0.4321,81,81
MLB,1997,CIN,0.4568,0.5556,81,81
MLB,1997,CLE,0.45,0.5185,80,81
MLB,1997,COL,0.5062,0.5556,81,81
MLB,1997,DET,0.4938,0.5062,81,81
MLB,1997,FLO,0.4568,0.4815,81,81
MLB,1997,HOU,0.5309,0.4568,81,81
MLB,1997,KCA,0.5375,0.6914,80,81
MLB,1997,LAN,0.5309,0.4815,81,81
MLB,1997,MIL,0.4375,0.4444,80,81
MLB,1997,MIN,0.5679,0.4815,81,81
MLB,1997,MON,0.5309,0.6173,81,81
MLB,1997,NYA,0.4198,0.4938,81,81
MLB,1997,NYN,0.5556,0.4691,81,81
MLB,1997,OAK,0.4691,0.5309,81,81
MLB,1997,PHI,0.4321,0.4815,81,81
MLB,1997,PIT,0.5309,0.5062,81,81
MLB,1997,SDN,0.4568,0.4815,81,81
MLB,1997,SEA,0.5802,0.5309,81,81
MLB,1997,SFN,0.5679,0.3827,81,81
MLB,1997,SLN,0.5556,0.5432,81,81
MLB,1997,TEX,0.4815,0.4691,81,81
MLB,1997,TOR,0.5309,0.5062,81,81
MLB,1998,ANA,0.5556,0.4568,81,81
MLB,1998,ARI,0.5185,0.6543,81,81
MLB,1998,ATL,0.5185,0.4444,81,81
MLB,1998,BAL,0.4568,0.5185,81,81
MLB,1998,BOS,0.4815,0.4938,81,81
MLB,1998,CHA,0.5432,0.5244,81,82
MLB,1998,CHN,0.4691,0.5244,81,82
MLB,1998,CIN,0.4444,0.4815,81,81
MLB,1998,CLE,0.5802,0.5185,81,81
MLB,1998,COL,0.6296,0.4815,81,81
MLB,1998,DET,0.4938,0.5309,81,81
MLB,1998,FLO,0.3951,0.4815,81,81
MLB,1998,HOU,0.4691,0.5185,81,81
MLB,1998,KCA,0.5875,0.5062,80,81
MLB,1998,LAN,0.5309,0.5679,81,81
MLB,1998,MIL,0.5062,0.4938,81,81
MLB,1998,MIN,0.5062,0.4198,81,81
MLB,1998,MON,0.4321,0.4938,81,81
MLB,1998,NYA,0.5185,0.5432,81,81
MLB,1998,NYN,0.5062,0.5062,81,81
MLB,1998,OAK,0.4321,0.4938,81,81
MLB,1998,PHI,0.5432,0.5185,81,81
MLB,1998,PIT,0.4938,0.3293,81,82
MLB,1998,SDN,0.5062,0.4198,81,81
MLB,1998,SEA,0.5,0.5432,80,81
MLB,1998,SFN,0.5432,0.5122,81,82
MLB,1998,SLN,0.4691,0.561,81,82
MLB,1998,TBA,0.4074,0.4938,81,81
MLB,1998,TEX,0.4568,0.5556,81,81
MLB,1998,TOR,0.5309,0.3902,81,82
MLB,1999,ANA,0.4321,0.4938,81,81
MLB,1999,ARI,0.4938,0.5556,81,81
MLB,1999,ATL,0.5556,0.5062,81,81
MLB,1999,BAL,0.4691,0.6173,81,81
MLB,1999,BOS,0.5309,0.5309,81,81
MLB,1999,CHA,0.4074,0.5432,81,81
MLB,1999,CHN,0.4321,0.4198,81,81
MLB,1999,CIN,0.4198,0.5244,81,82
MLB,1999,CLE,0.5309,0.3827,81,81
MLB,1999,COL,0.5185,0.5556,81,81
MLB,1999,DET,0.4625,0.5556,80,81
MLB,1999,FLO,0.5432,0.5062,81,81
MLB,1999,HOU,0.5679,0.5062,81,81
MLB,1999,KCA,0.525,0.4198,80,81
MLB,1999,LAN,0.5062,0.4568,81,81
MLB,1999,MIL,0.5,0.4444,80,81
MLB,1999,MIN,0.5,0.4691,80,81
MLB,1999,MON,0.5432,0.5062,81,81
MLB,1999,NYA,0.5309,0.5432,81,81
MLB,1999,NYN,0.5432,0.5488,81,82
MLB,1999,OAK,0.4568,0.4691,81,81
MLB,1999,PHI,0.5556,0.5679,81,81
MLB,1999,PIT,0.4,0.4815,80,81
MLB,1999,SDN,0.5062,0.4444,81,81
MLB,1999,SEA,0.6173,0.5185,81,81
MLB,1999,SFN,0.4568,0.5679,81,81
MLB,1999,SLN,0.5,0.4938,80,81
MLB,1999,TBA,0.4444,0.3951,81,81
MLB,1999,TEX,0.4321,0.4691,81,81
MLB,1999,TOR,0.6173,0.5062,81,81
MLB,2000,ANA,0.5309,0.4074,81,81
MLB,2000,ARI,0.5309,0.4815,81,81
MLB,2000,ATL,0.4938,0.4815,81,81
MLB,2000,BAL,0.5062,0.642,81,81
MLB,2000,BOS,0.5062,0.5679,81,81
MLB,2000,CHA,0.4815,0.4198,81,81
MLB,2000,CHN,0.4815,0.4691,81,81
MLB,2000,CIN,0.5432,0.5366,81,82
MLB,2000,CLE,0.4938,0.5432,81,81
MLB,2000,COL,0.5185,0.5185,81,81
MLB,2000,DET,0.4198,0.5185,81,81
MLB,2000,FLO,0.5,0.4691,80,81
MLB,2000,HOU,0.4568,0.5556,81,81
MLB,2000,KCA,0.5432,0.4691,81,81
MLB,2000,LAN,0.5309,0.5679,81,81
MLB,2000,MIL,0.4691,0.5244,81,82
MLB,2000,MIN,0.6173,0.4444,81,81
MLB,2000,MON,0.4568,0.4815,81,81
MLB,2000,NYA,0.475,0.4444,80,81
MLB,2000,NYN,0.4321,0.4444,81,81
MLB,2000,OAK,0.4875,0.4568,80,81
MLB,2000,PHI,0.4938,0.5062,81,81
MLB,2000,PIT,0.4198,0.5062,81,81
MLB,2000,SDN,0.5062,0.5432,81,81
