season,team,actual_rank,simulated_rank_1,simulated_rank_2,simulated_rank_3,simulated_rank_4,simulated_rank_5,simulated_rank_6,simulated_rank_7,simulated_rank_8,simulated_rank_9,simulated_rank_10
2011,HERT,16,8,6,7,8,17,1,18,13,2,3
2011,KOL,17,13,2,3,1,15,3,14,10,10,18
2011,KAI,18,4,10,13,12,14,12,7,9,7,1
2012,BAY,1,12,15,2,10,9,10,13,12,15,4
2012,DOR,2,6,16,9,11,11,2,10,1,5,15
2012,LEVK,3,15,4,6,3,15,18,6,3,2,16
2012,SCH,4,8,11,12,15,13,14,7,4,3,13
2012,FRE,5,5,7,13,1,16,1,15,11,1,8
2012,EINF,6,2,18,4,7,6,8,9,9,7,17
2012,HAM,7,4,3,1,4,4,17,11,8,6,18
2012,M'G,8,14,2,18,17,1,3,12,6,14,10
2012,HAN,9,7,10,14,18,7,4,8,7,12,7
2012,NUR,10,10,1,15,13,10,5,18,15,4,11
2012,WOB,11,3,6,5,14,17,15,16,17,11,6
2012,STU,12,16,17,7,8,2,12,14,2,9,3
2012,MAI,13,17,9,10,5,3,13,5,5,18,5
2012,WERB,14,9,12,11,16,5,16,17,18,8,12
2012,AUG,15,1,8,16,6,8,9,4,16,13,1
2012,HOF,16,11,14,17,2,12,6,3,10,10,2
2012,FORD,17,18,5,3,12,14,7,1,13,17,14
2012,GREF,18,13,13,8,9,18,11,2,14,16,9
2013,BAY,1,4,14,13,1,16,1,16,10,5,16
2013,DOR,2,3,16,12,16,7,13,11,14,14,6
2013,SCH,3,10,8,3,2,4,2,15,1,2,14
2013,LEVK,4,8,5,4,18,12,16,2,2,16,4
2013,WOB,5,14,17,2,6,10,6,10,11,17,18
2013,M'G,6,13,13,14,14,18,12,18,15,7,12
2013,MAI,7,16,18,7,7,14,3,13,9,15,2
2013,AUG,8,17,2,15,3,17,9,7,8,4,3
2013,HOF,9,1,12,9,4,6,5,4,5,18,9
2013,HAN,10,18,10,16,15,8,11,6,18,11,8
2013,HERT,11,11,1,8,10,5,10,17,3,6,17
2013,WERB,12,9,15,10,12,2,15,1,4,3,5
2013,EINF,13,7,7,6,11,1,8,8,13,10,13
2013,FRE,14,15,6,11,17,13,14,12,17,13,7
2013,STU,15,2,9,18,5,9,18,3,16,1,10
2013,HAM,16,12,4,17,13,15,17,5,7,8,15
2013,NUR,17,5,11,1,9,11,4,9,6,9,11
2013,BRA,18,6,3,5,8,3,7,14,12,12,1
2014,BAY,1,10,11,11,3,10,3,17,11,8,7
2014,WOB,2,7,3,16,12,3,15,9,10,2,5
2014,M'G,3,17,4,1,11,4,17,4,9,13,18
2014,LEVK,4,18,18,7,1,12,13,1,2,17,2
2014,AUG,5,1,16,17,4,15,9,12,13,14,10
2014,SCH,6,8,15,9,17,9,18,18,8,11,12
2014,DOR,7,13,9,18,14,11,12,5,16,7,3
2014,HOF,8,9,2,4,10,6,6,6,1,12,6
2014,EINF,9,5,13,5,18,18,2,2,12,15,8
2014,WERB,10,2,6,14,2,17,8,10,3,3,9
2014,MAI,11,14,10,10,9,8,7,15,6,10,11
2014,KOL,12,3,17,12,13,13,4,7,14,6,14
2014,HAN,13,6,12,8,5,2,10,3,7,4,4
2014,STU,14,15,14,6,8,1,14,8,17,1,16
2014,HERT,15,12,5,13,16,5,1,14,4,18,15
2014,HAM,16,11,1,2,6,16,11,13,15,9,17
2014,FRE,17,4,8,3,7,14,16,11,5,5,13
2014,PAD,18,16,7,15,15,7,5,16,18,16,1
2015,BAY,1,13,14,4,18,15,6,18,11,8,16
2015,DOR,2,16,9,3,13,14,1,14,9,16,1
2015,LEVK,3,7,12,9,9,9,18,1,7,15,8
2015,M'G,4,4,6,8,8,12,8,13,4,7,12
2015,SCH,5,3,5,7,7,6,5,8,3,2,15
2015,MAI,6,14,16,16,5,3,9,16,5,3,10
2015,HERT,7,17,8,14,3,5,7,5,15,12,11
2015,WOB,8,8,15,13,17,4,4,11,12,10,13
2015,KOL,9,6,11,10,2,13,16,10,16,13,9
2015,HAM,10,12,7,11,12,18,12,7,13,14,18
2015,ING,11,2,10,2,15,8,3,17,6,11,17
2015,AUG,12,1,17,17,16,7,13,6,2,9,6
2015,WERB,13,10,3,15,1,17,10,3,10,17,3
2015,DAR,14,18,18,18,10,16,2,9,14,5,14
2015,HOF,15,9,4,6,6,1,14,12,8,4,5
2015,EINF,16,15,2,1,11,10,11,4,1,1,7
2015,STU,17,11,1,12,4,11,17,15,18,18,2
2015,HAN,18,5,13,5,14,2,15,2,17,6,4
2016,BAY,1,1,10,13,11,16,13,17,13,9,14
2016,RBL,2,14,8,2,17,10,18,14,12,12,18
2016,DOR,3,6,11,17,7,4,6,16,15,13,17
2016,HOF,4,18,17,16,10,1,10,2,3,18,15
2016,KOL,5,4,15,5,4,18,8,3,10,16,7
2016,HERT,6,3,5,3,14,5,7,7,11,5,8
2016,FRE,7,2,14,18,15,8,5,1,8,4,4
2016,WERB,8,7,2,7,1,3,17,13,1,8,13
2016,M'G,9,10,18,15,5,15,1,18,16,14,12
2016,SCH,10,17,6,9,12,6,3,6,7,10,3
2016,EINF,11,11,9,11,16,13,2,12,14,1,11
2016,LEVK,12,13,16,14,18,7,12,5,17,7,9
2016,AUG,13,12,13,4,9,12,14,4,2,6,10
2016,HAM,14,8,3,8,2,11,9,15,9,15,2
2016,MAI,15,16,4,12,8,9,16,8,5,2,5
2016,WOB,16,9,1,1,6,14,11,9,6,11,1
2016,ING,17,15,7,10,13,17,4,11,18,3,16
2016,DAR,18,5,12,6,3,2,15,10,4,17,6
2017,BAY,1,2,8,13,16,18,12,13,1,5,15
2017,SCH,2,16,14,16,4,3,2,17,3,17,3
2017,HOF,3,6,13,14,12,15,15,3,10,3,9
2017,DOR,4,13,11,1,10,4,8,9,13,2,5
2017,LEVK,5,9,15,8,7,5,10,5,7,12,17
2017,RBL,6,18,17,5,14,14,17,14,18,11,6
2017,STU,7,15,5,10,3,7,11,2,17,1,2
2017,EINF,8,3,10,12,8,10,13,6,5,13,16
2017,M'G,9,7,9,9,11,16,3,10,9,15,14
2017,HERT,10,12,1,7,5,6,9,8,16,6,12
2017,WERB,11,1,18,11,6,11,4,1,2,4,4
2017,AUG,12,10,12,6,17,1,14,7,4,14,11
2017,HAN,13,5,4,15,13,2,18,12,15,10,18
2017,MAI,14,8,3,4,18,12,5,11,12,8,8
2017,FRE,15,11,16,3,9,9,7,16,11,9,7
2017,WOB,16,17,7,17,1,13,16,18,8,7,1
2017,HAM,17,4,2,2,15,17,6,4,6,16,13
2017,KOL,18,14,6,18,2,8,1,15,14,18,10
2018,BAY,1,8,1,8,17,15,12,16,4,15,1
2018,DOR,2,10,11,3,6,1,13,13,12,16,13
2018,RBL,3,5,2,16,18,6,6,6,13,8,3
2018,LEVK,4,3,16,2,13,2,11,2,3,9,11
2018,M'G,5,9,14,7,10,9,14,9,18,7,9
2018,WOB,6,7,4,14,2,16,16,5,15,3,16
2018,EINF,7,11,9,11,4,8,1,15,16,14,5
2018,WERB,8,15,5,10,7,14,8,8,1,11,14
2018,HOF,9,2,13,6,9,5,4,7,7,13,2
2018,FORD,10,16,6,15,5,13,10,10,6,12,15
2018,HERT,11,12,18,17,15,10,5,12,9,17,8
2018,MAI,12,13,17,12,3,4,9,3,2,5,17
2018,FRE,13,1,10,9,16,17,3,18,17,4,6
2018,SCH,14,14,8,5,14,18,2,14,11,10,10
2018,AUG,15,4,3,1,1,11,18,1,14,6,4
2018,STU,16,18,7,4,8,3,17,17,10,2,18
2018,HAN,17,6,12,18,11,12,15,4,5,1,12
2018,NUR,18,17,15,13,12,7,7,11,8,18,7
2019,BAY,1,2,2,16,17,5,14,16,12,16,2
2019,DOR,2,14,6,4,4,15,11,1,18,13,15
2019,RBL,3,11,16,11,15,2,7,13,1,4,17
2019,M'G,4,9,10,15,13,4,1,9,6,2,12
2019,LEVK,5,3,7,6,16,3,5,5,14,8,9
2019,HOF,6,16,8,5,12,17,3,10,11,9,5
2019,WOB,7,7,1,8,2,13,6,14,17,3,3
2019,FRE,8,13,13,3,8,6,12,3,4,1,8
2019,EINF,9,8,5,13,3,1,10,12,7,10,10
2019,HERT,10,18,4,1,5,9,18,8,8,6,1
2019,UNI,11,17,15,2,10,12,16,4,15,7,7
2019,SCH,12,5,12,18,1,10,15,15,13,5,16
2019,MAI,13,15,11,7,6,7,13,6,10,14,18
2019,KOL,14,4,18,10,7,8,8,18,2,11,13
2019,AUG,15,12,14,17,18,11,9,7,3,12,14
2019,WERB,16,1,9,9,14,16,17,17,16,18,11
2019,FORD,17,6,17,12,11,18,2,11,9,15,4
2019,PAD,18,10,3,14,9,14,4,2,5,17,6
2020,BAY,1,12,18,1,10,5,2,18,17,2,12
2020,RBL,2,13,2,7,3,3,15,16,18,13,18
2020,DOR,3,11,8,14,16,9,7,4,1,18,15
2020,WOB,4,15,13,15,15,15,1,5,3,8,4
2020,EINF,5,14,9,18,5,1,9,10,11,3,11
2020,LEVK,6,18,12,5,2,18,3,12,15,1,5
2020,UNI,7,1,5,11,1,4,12,13,7,15,8
2020,M'G,8,5,10,9,12,13,4,14,9,17,1
2020,STU,9,17,4,16,17,16,8,9,4,7,10
2020,FRE,10,4,7,3,4,17,14,17,6,4,14
2020,HOF,11,9,1,6,18,14,16,15,16,16,3
2020,MAI,12,16,3,13,7,2,13,3,10,14,17
2020,AUG,13,8,14,17,11,6,6,7,12,9,7
2020,HERT,14,10,11,2,6,10,17,1,2,12,16
2020,BIE,15,7,15,10,9,12,11,11,14,10,13
2020,KOL,16,3,16,12,13,7,5,6,5,11,9
2020,WERB,17,6,17,4,14,8,18,2,8,5,6
2020,SCH,18,2,6,8,8,11,10,8,13,6,2
2021,BAY,1,12,16,1,14,8,10,3,11,18,1
2021,DOR,2,13,7,7,16,7,15,15,9,13,10
2021,LEVK,3,2,17,8,3,6,11,14,7,4,14
2021,RBL,4,18,6,16,6,17,3,13,15,1,7
2021,UNI,5,8,11,13,11,3,12,5,16,11,3
2021,FRE,6,11,3,4,10,11,18,10,10,17,13
2021,KOL,7,7,18,9,7,10,13,4,8,5,12
2021,MAI,8,5,2,15,8,18,6,9,12,12,15
2021,HOF,9,3,1,17,5,9,2,6,5,16,2
2021,M'G,10,4,13,5,15,13,14,18,3,14,4
2021,EINF,11,15,10,12,17,5,5,2,1,2,18
2021,WOB,12,16,12,10,2,16,16,7,17,7,17
2021,BOC,13,10,5,3,4,2,7,16,18,6,6
2021,AUG,14,14,14,6,9,15,8,17,14,8,8
2021,STU,15,1,4,2,12,12,9,11,13,15,16
2021,HERT,16,6,15,14,13,1,4,8,2,10,11
2021,BIE,17,9,9,18,1,4,1,12,6,3,9
2021,GREF,18,17,8,11,18,14,17,1,4,9,5
2022,BAY,1,10,6,18,4,16,5,12,14,6,3
2022,DOR,2,14,7,10,7,4,11,18,4,18,7
2022,RBL,3,1,17,12,9,11,15,6,13,13,14
2022,UNI,4,12,13,4,6,3,4,17,8,16,2
2022,FRE,5,7,15,14,18,7,13,1,1,11,15
2022,LEVK,6,13,11,1,3,2,8,3,9,8,18
2022,EINF,7,3,16,6,11,13,14,14,11,1,10
2022,WOB,8,4,18,15,5,17,10,13,12,5,16
2022,MAI,9,2,3,13,14,10,18,7,18,9,4
2022,M'G,10,17,1,9,16,14,6,8,16,2,6
2022,KOL,11,8,8,8,15,6,1,16,7,14,11
2022,HOF,12,9,9,2,2,8,16,9,2,3,8
2022,WERB,13,6,5,7,1,18,2,15,6,10,13
2022,BOC,14,11,2,11,12,15,9,4,10,4,12
2022,AUG,15,16,4,3,17,9,7,11,17,15,17
2022,STU,16,15,14,16,10,5,17,5,5,17,5
2022,SCH,17,18,10,5,8,1,12,10,15,12,9
2022,HERT,18,5,12,17,13,12,3,2,3,7,1
2023,LEVK,1,2,1,7,2,18,14,4,13,1,4
2023,STU,2,1,18,4,3,6,12,18,12,14,2
2023,BAY,3,11,6,11,12,13,15,3,10,13,13
2023,RBL,4,5,4,15,14,7,5,6,5,11,9
2023,DOR,5,14,3,9,18,12,8,15,2,17,1
2023,EINF,6,10,2,6,11,2,11,10,7,16,7
2023,HOF,7,17,5,8,4,15,10,12,6,6,14
2023,HEI,8,13,16,3,9,14,7,1,17,3,16
2023,WERB,9,18,8,17,16,3,4,14,16,8,17
2023,FRE,10,8,13,12,10,17,6,7,4,9,15
2023,AUG,11,4,9,2,7,4,16,17,8,18,6
2023,WOB,12,7,11,16,13,1,18,13,9,15,5
2023,MAI,13,3,17,13,5,9,13,9,15,10,18
2023,M'G,14,15,10,10,6,8,2,8,3,5,8
2023,UNI,15,6,14,5,15,5,9,5,14,2,11
2023,BOC,16,16,7,1,8,16,1,16,18,4,10
2023,KOL,17,9,15,14,17,11,17,11,11,7,3
2023,DAR,18,12,12,18,1,10,3,2,1,12,12
2024,BAY,1,4,16,18,5,11,12,10,7,4,7
2024,LEVK,2,18,2,6,4,3,9,3,18,15,11
2024,EINF,3,16,14,4,9,15,15,17,3,6,18
2024,DOR,4,7,8,13,3,16,3,1,2,16,5
2024,FRE,5,17,5,7,17,9,13,18,16,2,3
2024,MAI,6,14,10,10,18,4,6,5,17,17,4
2024,RBL,7,12,3,16,16,7,17,15,14,11,16
2024,WERB,8,6,15,12,14,12,7,2,10,18,8
2024,STU,9,15,17,15,15,6,16,4,6,8,15
2024,M'G,10,3,4,17,1,8,2,6,1,10,1
2024,WOB,11,2,13,8,6,5,5,16,9,5,2
2024,AUG,12,9,1,11,13,18,4,12,5,13,6
2024,UNI,13,11,9,9,12,14,18,13,11,7,10
2024,STP,14,1,18,2,8,1,1,9,15,12,13
2024,HOF,15,5,6,1,11,13,10,11,8,9,12
2024,HEI,16,13,7,3,2,17,8,7,4,3,9
2024,HOLK,17,8,12,5,10,10,14,8,12,14,17
2024,BOC,18,10,11,14,7,2,11,14,13,1,14
