season,team,rank,simulation_seed
2016,SWA,3,1
2016,MID,4,1
2016,BUR,5,1
2016,HUL,6,1
2016,SUN,7,1
2016,EVE,8,1
2016,CHE,9,1
2016,LIVP,10,1
2016,WAT,11,1
2016,CRY,12,1
2016,MANU,13,1
2016,SOU,14,1
2016,TOT,15,1
2016,LEIC,16,1
2016,STO,17,1
2016,WBA,18,1
2016,MANC,19,1
2016,ARS,20,1
2017,BOU,1,1
2017,MANC,2,1
2017,STO,3,1
2017,NEW,4,1
2017,SWA,5,1
2017,TOT,6,1
2017,EVE,7,1
2017,CRY,8,1
2017,BUR,9,1
2017,ARS,10,1
2017,LEIC,11,1
2017,BHA,12,1
2017,SOU,13,1
2017,WHU,14,1
2017,WBA,15,1
2017,HUD,16,1
2017,MANU,17,1
2017,WAT,18,1
2017,LIVP,19,1
2017,CHE,20,1
2018,NEW,1,1
2018,BHA,2,1
2018,EVE,3,1
2018,SOU,4,1
2018,BOU,5,1
2018,WHU,6,1
2018,CARD,7,1
2018,LEIC,8,1
2018,CRY,9,1
2018,WAT,10,1
2018,FUL,11,1
2018,ARS,12,1
2018,LIVP,13,1
2018,CHE,14,1
2018,TOT,15,1
2018,MANU,16,1
2018,HUD,17,1
2018,MANC,18,1
2018,WOLV,19,1
2018,BUR,20,1
2019,BUR,1,1
2019,ARS,2,1
2019,NEW,3,1
2019,WAT,4,1
2019,CHE,5,1
2019,LEIC,6,1
2019,SHU,7,1
2019,SOU,8,1
2019,MANC,9,1
2019,LIVP,10,1
2019,BOU,11,1
2019,WOLV,12,1
2019,NOR,13,1
2019,EVE,14,1
2019,TOT,15,1
2019,AVL,16,1
2019,MANU,17,1
2019,WHU,18,1
2019,CRY,19,1
2019,BHA,20,1
2020,TOT,1,1
2020,LEE,2,1
2020,WBA,3,1
2020,SOU,4,1
2020,MANU,5,1
2020,SHU,6,1
2020,WHU,7,1
2020,LEIC,8,1
2020,CHE,9,1
2020,BUR,10,1
2020,BHA,11,1
2020,EVE,12,1
2020,LIVP,13,1
2020,AVL,14,1
2020,NEW,15,1
2020,CRY,16,1
2020,WOLV,17,1
2020,MANC,18,1
2020,ARS,19,1
2020,FUL,20,1
2021,LEE,1,1
2021,WHU,2,1
2021,SOU,3,1
2021,BUR,4,1
2021,BHA,5,1
2021,EVE,6,1
2021,TOT,7,1
2021,LEIC,8,1
2021,CHE,9,1
2021,LIVP,10,1
2021,CRY,11,1
2021,NEW,12,1
2021,NOR,13,1
2021,AVL,14,1
2021,ARS,15,1
2021,MANU,16,1
2021,WOLV,17,1
2021,BRNT,18,1
2021,WAT,19,1
2021,MANC,20,1
2022,MANC,1,1
2022,SOU,2,1
2022,NOTF,3,1
2022,AVL,4,1
2022,WOLV,5,1
2022,TOT,6,1
2022,WHU,7,1
2022,BHA,8,1
2022,LEE,9,1
2022,LIVP,10,1
2022,CRY,11,1
2022,FUL,12,1
2022,NEW,13,1
2022,ARS,14,1
2022,BOU,15,1
2022,MANU,16,1
2022,BRNT,17,1
2022,CHE,18,1
2022,EVE,19,1
2022,LEIC,20,1
2023,MANU,1,1
2023,BRNT,2,1
2023,LIVP,3,1
2023,EVE,4,1
2023,ARS,5,1
2023,MANC,6,1
2023,BOU,7,1
2023,NEW,8,1
2023,NOTF,9,1
2023,AVL,10,1
2023,BHA,11,1
2023,SHU,12,1
2023,FUL,13,1
2023,WHU,14,1
2023,BUR,15,1
2023,WOLV,16,1
2023,LUT,17,1
2023,TOT,18,1
2023,CRY,19,1
2023,CHE,20,1
2024,SOU,1,1
2024,AVL,2,1
2024,WOLV,3,1
2024,NEW,4,1
2024,LIVP,5,1
2024,LEIC,6,1
2024,TOT,7,1
2024,ARS,8,1
2024,FUL,9,1
2024,EVE,10,1
2024,MANU,11,1
2024,BHA,12,1
2024,BOU,13,1
2024,MANC,14,1
2024,CRY,15,1
2024,WHU,16,1
2024,NOTF,17,1
2024,CHE,18,1
2024,BRNT,19,1
2024,IPS,20,1
2001,ARS,1,2
2001,WHU,2,2
2001,LIVP,3,2
2001,SOU,4,2
2001,BLBN,5,2
2001,TOT,6,2
2001,CHE,7,2
2001,AVL,8,2
2001,IPS,9,2
2001,LEIC,10,2
2001,FUL,11,2
2001,CHA,12,2
2001,NEW,13,2
2001,EVE,14,2
2001,MANU,15,2
2001,BOLN,16,2
2001,SUN,17,2
2001,LEE,18,2
2001,MID,19,2
2001,DER,20,2
2002,SOU,1,2
2002,MANU,2,2
2002,BOLN,3,2
2002,TOT,4,2
2002,FUL,5,2
2002,CHA,6,2
2002,LEE,7,2
2002,WHU,8,2
2002,NEW,9,2
2002,MID,10,2
2002,CHE,11,2
2002,LIVP,12,2
2002,BIR,13,2
2002,ARS,14,2
2002,EVE,15,2
2002,SUN,16,2
2002,WBA,17,2
2002,MANC,18,2
2002,BLBN,19,2
2002,AVL,20,2
2005,WIG,1,2
2005,BOLN,2,2
2005,EVE,3,2
2005,BIR,4,2
2005,POR,5,2
2005,TOT,6,2
2005,SUN,7,2
2005,LIVP,8,2
2005,FUL,9,2
2005,MANU,10,2
2005,ARS,11,2
2005,AVL,12,2
2005,BLBN,13,2
2005,MID,14,2
2005,MANC,15,2
2005,WHU,16,2
2005,WBA,17,2
2005,CHA,18,2
2005,CHE,19,2
2005,NEW,20,2
2006,NEW,1,2
2006,WIG,2,2
2006,EVE,3,2
2006,BLBN,4,2
2006,CHA,5,2
2006,LIVP,6,2
2006,MID,7,2
2006,SHU,8,2
2006,AVL,9,2
2006,ARS,10,2
2006,WAT,11,2
2006,MANC,12,2
2006,WHU,13,2
2006,BOLN,14,2
2006,MANU,15,2
2006,CHE,16,2
2006,TOT,17,2
2006,POR,18,2
2006,FUL,19,2
2006,REA,20,2
2007,ARS,1,2
2007,MANC,2,2
2007,CHE,3,2
2007,MANU,4,2
2007,MID,5,2
2007,TOT,6,2
2007,AVL,7,2
2007,BLBN,8,2
2007,LIVP,9,2
2007,WHU,10,2
2007,DER,11,2
2007,REA,12,2
2007,NEW,13,2
2007,EVE,14,2
2007,BIR,15,2
2007,BOLN,16,2
2007,WIG,17,2
2007,FUL,18,2
2007,SUN,19,2
2007,POR,20,2
2008,ARS,1,2
2008,EVE,2,2
2008,FUL,3,2
2008,MANU,4,2
2008,TOT,5,2
2008,LIVP,6,2
2008,MID,7,2
2008,BOLN,8,2
2008,POR,9,2
2008,BLBN,10,2
2008,HUL,11,2
2008,MANC,12,2
2008,SUN,13,2
2008,NEW,14,2
2008,WIG,15,2
2008,WBA,16,2
2008,STO,17,2
2008,CHE,18,2
2008,WHU,19,2
2008,AVL,20,2
2009,MANU,1,2
2009,BLBN,2,2
2009,EVE,3,2
2009,LIVP,4,2
2009,CHE,5,2
2009,MANC,6,2
2009,FUL,7,2
2009,AVL,8,2
2009,TOT,9,2
2009,WIG,10,2
2009,POR,11,2
2009,WOLV,12,2
2009,BOLN,13,2
2009,ARS,14,2
2009,BUR,15,2
2009,BIR,16,2
2009,SUN,17,2
2009,HUL,18,2
2009,WHU,19,2
2009,STO,20,2
2010,WOLV,1,2
2010,MANU,2,2
2010,AVL,3,2
2010,BIR,4,2
2010,WHU,5,2
2010,WIG,6,2
2010,EVE,7,2
2010,NEW,8,2
2010,BLPL,9,2
2010,BLBN,10,2
2010,ARS,11,2
2010,MANC,12,2
2010,FUL,13,2
2010,BOLN,14,2
2010,LIVP,15,2
2010,TOT,16,2
2010,CHE,17,2
2010,SUN,18,2
2010,WBA,19,2
2010,STO,20,2
2011,AVL,1,2
2011,MANC,2,2
2011,CHE,3,2
2011,NEW,4,2
2011,BOLN,5,2
2011,WBA,6,2
2011,STO,7,2
2011,QPR,8,2
2011,TOT,9,2
2011,FUL,10,2
2011,NOR,11,2
2011,WIG,12,2
2011,EVE,13,2
2011,LIVP,14,2
2011,WOLV,15,2
2011,ARS,16,2
2011,SUN,17,2
2011,MANU,18,2
2011,BLBN,19,2
2011,SWA,20,2
2012,NOR,1,2
2012,MANU,2,2
2012,SUN,3,2
2012,SOU,4,2
2012,EVE,5,2
2012,FUL,6,2
2012,WHU,7,2
2012,ARS,8,2
2012,CHE,9,2
2012,WIG,10,2
2012,AVL,11,2
2012,LIVP,12,2
2012,NEW,13,2
2012,STO,14,2
2012,MANC,15,2
2012,REA,16,2
2012,SWA,17,2
2012,TOT,18,2
2012,WBA,19,2
2012,QPR,20,2
2013,EVE,1,2
2013,MANU,2,2
2013,SUN,3,2
2013,AVL,4,2
2013,NEW,5,2
2013,CARD,6,2
2013,MANC,7,2
2013,WBA,8,2
2013,CRY,9,2
2013,WHU,10,2
2013,TOT,11,2
2013,FUL,12,2
2013,NOR,13,2
2013,LIVP,14,2
2013,ARS,15,2
2013,HUL,16,2
2013,SOU,17,2
2013,CHE,18,2
2013,SWA,19,2
2013,STO,20,2
2014,LEIC,1,2
2014,MANU,2,2
2014,WHU,3,2
2014,CHE,4,2
2014,ARS,5,2
2014,EVE,6,2
2014,CRY,7,2
2014,BUR,8,2
2014,MANC,9,2
2014,HUL,10,2
2014,LIVP,11,2
2014,STO,12,2
2014,SOU,13,2
2014,SWA,14,2
2014,SUN,15,2
2014,AVL,16,2
2014,NEW,17,2
2014,QPR,18,2
2014,WBA,19,2
2014,TOT,20,2
2015,WBA,1,2
2015,CRY,2,2
2015,WHU,3,2
2015,MANU,4,2
2015,BOU,5,2
2015,SUN,6,2
2015,LIVP,7,2
2015,SWA,8,2
2015,TOT,9,2
2015,MANC,10,2
2015,STO,11,2
2015,AVL,12,2
2015,LEIC,13,2
2015,WAT,14,2
2015,CHE,15,2
2015,NEW,16,2
2015,SOU,17,2
2015,EVE,18,2
2015,NOR,19,2
2015,ARS,20,2
2016,EVE,1,2
2016,WAT,2,2
2016,SUN,3,2
2016,WBA,4,2
2016,CRY,5,2
2016,LIVP,6,2
2016,STO,7,2
2016,WHU,8,2
2016,ARS,9,2
2016,SWA,10,2
2016,MANU,11,2
2016,MID,12,2
2016,LEIC,13,2
2016,MANC,14,2
2016,BOU,15,2
2016,SOU,16,2
2016,CHE,17,2
2016,HUL,18,2
2016,BUR,19,2
2016,TOT,20,2
2017,STO,1,2
2017,HUD,2,2
2017,BUR,3,2
2017,NEW,4,2
2017,CRY,5,2
2017,BHA,6,2
2017,SOU,7,2
2017,SWA,8,2
2017,WBA,9,2
2017,ARS,10,2
2017,WHU,11,2
2017,MANC,12,2
2017,LEIC,13,2
2017,BOU,14,2
2017,MANU,15,2
2017,LIVP,16,2
2017,EVE,17,2
2017,TOT,18,2
2017,CHE,19,2
2017,WAT,20,2
2018,TOT,1,2
2018,WOLV,2,2
2018,LEIC,3,2
2018,WHU,4,2
2018,CARD,5,2
2018,MANU,6,2
2018,MANC,7,2
2018,HUD,8,2
2018,NEW,9,2
2018,BUR,10,2
2018,CRY,11,2
2018,EVE,12,2
2018,ARS,13,2
2018,SOU,14,2
2018,CHE,15,2
2018,BOU,16,2
2018,WAT,17,2
2018,BHA,18,2
2018,LIVP,19,2
2018,FUL,20,2
2019,BHA,1,2
2019,SOU,2,2
2019,SHU,3,2
2019,ARS,4,2
2019,TOT,5,2
2019,WOLV,6,2
2019,LEIC,7,2
2019,LIVP,8,2
2019,CHE,9,2
2019,AVL,10,2
2019,WHU,11,2
2019,MANU,12,2
2019,NEW,13,2
2019,WAT,14,2
2019,BOU,15,2
2019,CRY,16,2
2019,BUR,17,2
2019,NOR,18,2
2019,EVE,19,2
2019,MANC,20,2
2020,LEE,1,2
2020,SOU,2,2
2020,EVE,3,2
2020,TOT,4,2
2020,MANC,5,2
2020,CHE,6,2
2020,WBA,7,2
2020,BUR,8,2
2020,MANU,9,2
2020,BHA,10,2
2020,CRY,11,2
2020,SHU,12,2
2020,LIVP,13,2
2020,LEIC,14,2
2020,ARS,15,2
2020,NEW,16,2
2020,AVL,17,2
2020,WOLV,18,2
2020,WHU,19,2
2020,FUL,20,2
2021,MANC,1,2
2021,EVE,2,2
2021,MANU,3,2
2021,BRNT,4,2
2021,LIVP,5,2
2021,NOR,6,2
2021,BUR,7,2
2021,ARS,8,2
2021,BHA,9,2
2021,WHU,10,2
2021,WAT,11,2
2021,AVL,12,2
2021,LEIC,13,2
2021,TOT,14,2
2021,NEW,15,2
2021,SOU,16,2
2021,WOLV,17,2
2021,CRY,18,2
2021,LEE,19,2
2021,CHE,20,2
2022,CHE,1,2
2022,WOLV,2,2
2022,LIVP,3,2
2022,MANC,4,2
2022,BHA,5,2
2022,BRNT,6,2
2022,SOU,7,2
2022,NOTF,8,2
2022,FUL,9,2
2022,TOT,10,2
2022,EVE,11,2
2022,BOU,12,2
2022,MANU,13,2
2022,ARS,14,2
2022,WHU,15,2
2022,LEE,16,2
2022,NEW,17,2
2022,LEIC,18,2
2022,AVL,19,2
2022,CRY,20,2
2023,MANU,1,2
2023,FUL,2,2
2023,BOU,3,2
2023,EVE,4,2
2023,CRY,5,2
2023,WHU,6,2
2023,BRNT,7,2
2023,BHA,8,2
2023,SHU,9,2
2023,AVL,10,2
2023,NOTF,11,2
2023,LIVP,12,2
2023,BUR,13,2
2023,CHE,14,2
2023,WOLV,15,2
2023,LUT,16,2
2023,ARS,17,2
2023,NEW,18,2
2023,TOT,19,2
2023,MANC,20,2
2024,LIVP,1,2
2024,EVE,2,2
2024,FUL,3,2
2024,ARS,4,2
2024,CHE,5,2
2024,CRY,6,2
2024,BOU,7,2
2024,WOLV,8,2
2024,MANU,9,2
2024,LEIC,10,2
2024,TOT,11,2
2024,WHU,12,2
2024,NOTF,13,2
2024,BRNT,14,2
2024,BHA,15,2
2024,IPS,16,2
2024,AVL,17,2
2024,MANC,18,2
2024,SOU,19,2
2024,NEW,20,2
2001,LEE,1,3
2001,TOT,2,3
2001,CHE,3,3
2001,LIVP,4,3
2001,SOU,5,3
2001,FUL,6,3
2001,NEW,7,3
2001,IPS,8,3
2001,EVE,9,3
2001,WHU,10,3
2001,MID,11,3
2001,MANU,12,3
2001,ARS,13,3
2001,LEIC,14,3
2001,BOLN,15,3
2001,DER,16,3
2001,AVL,17,3
2001,BLBN,18,3
2001,SUN,19,3
2001,CHA,20,3
2002,NEW,1,3
2002,BLBN,2,3
2002,AVL,3,3
2002,SUN,4,3
2002,BOLN,5,3
2002,LEE,6,3
2002,MANU,7,3
2002,FUL,8,3
2002,BIR,9,3
2002,MID,10,3
2002,SOU,11,3
2002,CHE,12,3
2002,EVE,13,3
2002,WHU,14,3
2002,TOT,15,3
2002,CHA,16,3
2002,LIVP,17,3
2002,MANC,18,3
2002,ARS,19,3
2002,WBA,20,3
2005,NEW,1,3
2005,BLBN,2,3
2005,SUN,3,3
2005,CHE,4,3
2005,BOLN,5,3
2005,WIG,6,3
2005,ARS,7,3
2005,LIVP,8,3
2005,CHA,9,3
2005,WHU,10,3
2005,TOT,11,3
2005,WBA,12,3
2005,AVL,13,3
2005,FUL,14,3
2005,MANU,15,3
2005,BIR,16,3
2005,MANC,17,3
2005,POR,18,3
2005,MID,19,3
2005,EVE,20,3
2006,SHU,1,3
2006,MID,2,3
2006,CHA,3,3
2006,FUL,4,3
2006,BOLN,5,3
2006,NEW,6,3
2006,ARS,7,3
2006,POR,8,3
2006,CHE,9,3
2006,WIG,10,3
2006,EVE,11,3
2006,LIVP,12,3
2006,MANC,13,3
2006,WAT,14,3
2006,MANU,15,3
2006,REA,16,3
2006,BLBN,17,3
2006,TOT,18,3
2006,AVL,19,3
2006,WHU,20,3
2007,CHE,1,3
2007,BIR,2,3
2007,TOT,3,3
2007,WHU,4,3
2007,MID,5,3
2007,SUN,6,3
2007,EVE,7,3
2007,MANU,8,3
2007,DER,9,3
2007,BOLN,10,3
2007,MANC,11,3
2007,REA,12,3
2007,FUL,13,3
2007,ARS,14,3
2007,AVL,15,3
2007,POR,16,3
2007,LIVP,17,3
2007,WIG,18,3
2007,BLBN,19,3
2007,NEW,20,3
2008,TOT,1,3
2008,NEW,2,3
2008,FUL,3,3
2008,HUL,4,3
2008,LIVP,5,3
2008,MANC,6,3
2008,MANU,7,3
2008,EVE,8,3
2008,BOLN,9,3
2008,WIG,10,3
2008,ARS,11,3
2008,BLBN,12,3
2008,WHU,13,3
2008,CHE,14,3
2008,SUN,15,3
2008,MID,16,3
2008,POR,17,3
2008,WBA,18,3
2008,STO,19,3
2008,AVL,20,3
2009,LIVP,1,3
2009,FUL,2,3
2009,BUR,3,3
2009,TOT,4,3
2009,POR,5,3
2009,HUL,6,3
2009,CHE,7,3
2009,BIR,8,3
2009,WOLV,9,3
2009,BLBN,10,3
2009,EVE,11,3
2009,AVL,12,3
2009,WIG,13,3
2009,MANC,14,3
2009,BOLN,15,3
2009,SUN,16,3
2009,ARS,17,3
2009,WHU,18,3
2009,STO,19,3
2009,MANU,20,3
2010,AVL,1,3
2010,WOLV,2,3
2010,WHU,3,3
2010,MANC,4,3
2010,BOLN,5,3
2010,MANU,6,3
2010,TOT,7,3
2010,FUL,8,3
2010,BLBN,9,3
2010,ARS,10,3
2010,BIR,11,3
2010,EVE,12,3
2010,WBA,13,3
2010,NEW,14,3
2010,CHE,15,3
2010,WIG,16,3
2010,BLPL,17,3
2010,SUN,18,3
2010,LIVP,19,3
2010,STO,20,3
2011,WOLV,1,3
2011,ARS,2,3
2011,FUL,3,3
2011,QPR,4,3
2011,MANU,5,3
2011,WIG,6,3
2011,CHE,7,3
2011,EVE,8,3
2011,MANC,9,3
2011,WBA,10,3
2011,AVL,11,3
2011,SUN,12,3
2011,NEW,13,3
2011,LIVP,14,3
2011,STO,15,3
2011,BOLN,16,3
2011,BLBN,17,3
2011,SWA,18,3
2011,TOT,19,3
2011,NOR,20,3
2012,SWA,1,3
2012,MANU,2,3
2012,QPR,3,3
2012,NOR,4,3
2012,NEW,5,3
2012,MANC,6,3
2012,SOU,7,3
2012,FUL,8,3
2012,LIVP,9,3
2012,ARS,10,3
2012,AVL,11,3
2012,TOT,12,3
2012,CHE,13,3
2012,WBA,14,3
2012,REA,15,3
2012,SUN,16,3
2012,WHU,17,3
2012,EVE,18,3
2012,STO,19,3
2012,WIG,20,3
2013,NEW,1,3
2013,SUN,2,3
2013,FUL,3,3
2013,NOR,4,3
2013,WBA,5,3
2013,EVE,6,3
2013,CARD,7,3
2013,SOU,8,3
2013,SWA,9,3
2013,STO,10,3
2013,HUL,11,3
2013,MANU,12,3
2013,CRY,13,3
2013,WHU,14,3
2013,AVL,15,3
2013,MANC,16,3
2013,LIVP,17,3
2013,TOT,18,3
2013,CHE,19,3
2013,ARS,20,3
2014,SOU,1,3
2014,QPR,2,3
2014,HUL,3,3
2014,SWA,4,3
2014,LEIC,5,3
2014,LIVP,6,3
2014,STO,7,3
2014,BUR,8,3
2014,WBA,9,3
2014,WHU,10,3
2014,NEW,11,3
2014,TOT,12,3
2014,MANU,13,3
2014,EVE,14,3
2014,CRY,15,3
2014,SUN,16,3
2014,CHE,17,3
2014,ARS,18,3
2014,AVL,19,3
2014,MANC,20,3
2015,WAT,1,3
2015,MANC,2,3
2015,NEW,3,3
2015,WBA,4,3
2015,LIVP,5,3
2015,ARS,6,3
2015,WHU,7,3
2015,STO,8,3
2015,SWA,9,3
2015,TOT,10,3
2015,BOU,11,3
2015,MANU,12,3
2015,CRY,13,3
2015,SUN,14,3
2015,EVE,15,3
2015,AVL,16,3
2015,CHE,17,3
2015,SOU,18,3
2015,NOR,19,3
2015,LEIC,20,3
2016,SOU,1,3
2016,SWA,2,3
2016,ARS,3,3
2016,CRY,4,3
2016,MID,5,3
2016,BOU,6,3
2016,TOT,7,3
2016,LEIC,8,3
2016,MANC,9,3
2016,STO,10,3
2016,SUN,11,3
2016,BUR,12,3
2016,WAT,13,3
2016,CHE,14,3
2016,LIVP,15,3
2016,EVE,16,3
2016,WHU,17,3
2016,HUL,18,3
2016,MANU,19,3
2016,WBA,20,3
2017,BUR,1,3
2017,NEW,2,3
2017,BHA,3,3
2017,HUD,4,3
2017,SWA,5,3
2017,ARS,6,3
2017,WAT,7,3
2017,CRY,8,3
2017,MANC,9,3
2017,WBA,10,3
2017,STO,11,3
2017,LEIC,12,3
2017,BOU,13,3
2017,EVE,14,3
2017,CHE,15,3
2017,LIVP,16,3
2017,SOU,17,3
2017,WHU,18,3
2017,TOT,19,3
2017,MANU,20,3
2018,FUL,1,3
2018,BOU,2,3
2018,TOT,3,3
2018,BUR,4,3
2018,MANU,5,3
2018,BHA,6,3
2018,EVE,7,3
2018,CARD,8,3
2018,LIVP,9,3
2018,HUD,10,3
2018,NEW,11,3
2018,WOLV,12,3
2018,WAT,13,3
2018,LEIC,14,3
2018,CHE,15,3
2018,SOU,16,3
2018,ARS,17,3
2018,CRY,18,3
2018,MANC,19,3
2018,WHU,20,3
2019,WHU,1,3
2019,WOLV,2,3
2019,MANU,3,3
2019,CRY,4,3
2019,MANC,5,3
2019,LIVP,6,3
2019,EVE,7,3
2019,ARS,8,3
2019,BHA,9,3
2019,SHU,10,3
2019,BUR,11,3
2019,TOT,12,3
2019,NOR,13,3
2019,NEW,14,3
2019,CHE,15,3
2019,LEIC,16,3
2019,WAT,17,3
2019,BOU,18,3
2019,SOU,19,3
2019,AVL,20,3
2020,NEW,1,3
2020,LIVP,2,3
2020,LEIC,3,3
2020,SOU,4,3
2020,AVL,5,3
2020,WOLV,6,3
2020,CRY,7,3
2020,WBA,8,3
2020,MANU,9,3
2020,LEE,10,3
2020,SHU,11,3
2020,FUL,12,3
2020,TOT,13,3
2020,ARS,14,3
2020,WHU,15,3
2020,EVE,16,3
2020,BUR,17,3
2020,BHA,18,3
2020,MANC,19,3
2020,CHE,20,3
2021,BRNT,1,3
2021,BHA,2,3
2021,MANC,3,3
2021,ARS,4,3
2021,NEW,5,3
2021,LEE,6,3
2021,EVE,7,3
2021,BUR,8,3
2021,WHU,9,3
2021,LEIC,10,3
2021,CRY,11,3
2021,AVL,12,3
2021,CHE,13,3
2021,WOLV,14,3
2021,MANU,15,3
2021,NOR,16,3
2021,SOU,17,3
2021,WAT,18,3
2021,LIVP,19,3
2021,TOT,20,3
