season,team,rank,simulation_seed
2015,CEL,2,1
2015,SEV,3,1
2015,GET,4,1
2015,LAC,5,1
2015,RMA,6,1
2015,ATHM,7,1
2015,LEVA,8,1
2015,RSO,9,1
2015,MLG,10,1
2015,SPG,11,1
2015,VIL,12,1
2015,VLC,13,1
2015,GRA,14,1
2015,BARC,15,1
2015,EIB,16,1
2015,LASP,17,1
2015,RAYO,18,1
2015,ESP,19,1
2015,BET,20,1
2016,LASP,1,1
2016,OSA,2,1
2016,CEL,3,1
2016,ATHM,4,1
2016,GRA,5,1
2016,ATHB,6,1
2016,EIB,7,1
2016,SPG,8,1
2016,MLG,9,1
2016,VIL,10,1
2016,VLC,11,1
2016,ALA,12,1
2016,BET,13,1
2016,SEV,14,1
2016,LEG,15,1
2016,BARC,16,1
2016,LAC,17,1
2016,ESP,18,1
2016,RSO,19,1
2016,RMA,20,1
2017,RMA,1,1
2017,VLC,2,1
2017,BARC,3,1
2017,GIR,4,1
2017,GET,5,1
2017,EIB,6,1
2017,BET,7,1
2017,MLG,8,1
2017,ATHM,9,1
2017,LASP,10,1
2017,ATHB,11,1
2017,ESP,12,1
2017,ALA,13,1
2017,LEVA,14,1
2017,VIL,15,1
2017,LAC,16,1
2017,CEL,17,1
2017,LEG,18,1
2017,RSO,19,1
2017,SEV,20,1
2018,ATHB,1,1
2018,HUE,2,1
2018,RMA,3,1
2018,ATHM,4,1
2018,LEVA,5,1
2018,RSO,6,1
2018,GIR,7,1
2018,ALA,8,1
2018,ESP,9,1
2018,VLLD,10,1
2018,VIL,11,1
2018,GET,12,1
2018,BET,13,1
2018,RAYO,14,1
2018,BARC,15,1
2018,VLC,16,1
2018,EIB,17,1
2018,SEV,18,1
2018,LEG,19,1
2018,CEL,20,1
2019,ALA,1,1
2019,EIB,2,1
2019,OSA,3,1
2019,ESP,4,1
2019,LEVA,5,1
2019,GET,6,1
2019,BARC,7,1
2019,CEL,8,1
2019,ATHM,9,1
2019,VIL,10,1
2019,RSO,11,1
2019,RMA,12,1
2019,MALL,13,1
2019,VLLD,14,1
2019,LEG,15,1
2019,GRA,16,1
2019,ATHB,17,1
2019,VLC,18,1
2019,BET,19,1
2019,SEV,20,1
2020,CEL,1,1
2020,GRA,2,1
2020,ELC,3,1
2020,ALA,4,1
2020,HUE,5,1
2020,EIB,6,1
2020,OSA,7,1
2020,VLC,8,1
2020,ATHB,9,1
2020,RSO,10,1
2020,RMA,11,1
2020,GET,12,1
2020,CAD,13,1
2020,BARC,14,1
2020,BET,15,1
2020,SEV,16,1
2020,VIL,17,1
2020,ATHM,18,1
2020,LEVA,19,1
2020,VLLD,20,1
2021,BARC,1,1
2021,OSA,2,1
2021,RMA,3,1
2021,SEV,4,1
2021,CEL,5,1
2021,LEVA,6,1
2021,VIL,7,1
2021,GRA,8,1
2021,RSO,9,1
2021,CAD,10,1
2021,RAYO,11,1
2021,MALL,12,1
2021,ESP,13,1
2021,GET,14,1
2021,ATHB,15,1
2021,ALA,16,1
2021,VLC,17,1
2021,ELC,18,1
2021,BET,19,1
2021,ATHM,20,1
2022,GET,1,1
2022,ELC,2,1
2022,ALM,3,1
2022,VLLD,4,1
2022,ATHB,5,1
2022,SEV,6,1
2022,RMA,7,1
2022,CEL,8,1
2022,OSA,9,1
2022,GIR,10,1
2022,VLC,11,1
2022,RAYO,12,1
2022,RSO,13,1
2022,BET,14,1
2022,ESP,15,1
2022,MALL,16,1
2022,VIL,17,1
2022,BARC,18,1
2022,CAD,19,1
2022,ATHM,20,1
2023,ALA,1,1
2023,GIR,2,1
2023,LASP,3,1
2023,ALM,4,1
2023,OSA,5,1
2023,GET,6,1
2023,VIL,7,1
2023,RAYO,8,1
2023,GRA,9,1
2023,BET,10,1
2023,ATHB,11,1
2023,CEL,12,1
2023,CAD,13,1
2023,ATHM,14,1
2023,VLC,15,1
2023,MALL,16,1
2023,RSO,17,1
2023,SEV,18,1
2023,RMA,19,1
2023,BARC,20,1
2024,LEG,1,1
2024,BARC,2,1
2024,VIL,3,1
2024,CEL,4,1
2024,RAYO,5,1
2024,RMA,6,1
2024,SEV,7,1
2024,ATHB,8,1
2024,VLC,9,1
2024,OSA,10,1
2024,MALL,11,1
2024,GET,12,1
2024,VLLD,13,1
2024,LASP,14,1
2024,RSO,15,1
2024,ALA,16,1
2024,ESP,17,1
2024,ATHM,18,1
2024,GIR,19,1
2024,BET,20,1
2000,MLG,1,2
2000,NUM,2,2
2000,ESP,3,2
2000,VLLD,4,2
2000,MALL,5,2
2000,VLC,6,2
2000,CEL,7,2
2000,LASP,8,2
2000,ATHB,9,2
2000,SAN,10,2
2000,ALA,11,2
2000,LAC,12,2
2000,OVI,13,2
2000,RMA,14,2
2000,BARC,15,2
2000,RSO,16,2
2000,ZAR,17,2
2000,RAYO,18,2
2000,OSA,19,2
2000,VIL,20,2
2001,ZAR,1,2
2001,CEL,2,2
2001,BARC,3,2
2001,LAC,4,2
2001,BET,5,2
2001,VLC,6,2
2001,VLLD,7,2
2001,VIL,8,2
2001,RSO,9,2
2001,SEV,10,2
2001,ESP,11,2
2001,LASP,12,2
2001,OSA,13,2
2001,ATHB,14,2
2001,RAYO,15,2
2001,RMA,16,2
2001,ALA,17,2
2001,MALL,18,2
2001,MLG,19,2
2001,TEN,20,2
2002,LAC,1,2
2002,RSO,2,2
2002,REC,3,2
2002,VLC,4,2
2002,ESP,5,2
2002,OSA,6,2
2002,SEV,7,2
2002,ALA,8,2
2002,ATHB,9,2
2002,MALL,10,2
2002,MLG,11,2
2002,SAN,12,2
2002,BARC,13,2
2002,ATHM,14,2
2002,BET,15,2
2002,RMA,16,2
2002,VIL,17,2
2002,RAYO,18,2
2002,VLLD,19,2
2002,CEL,20,2
2003,ATHB,1,2
2003,ALB,2,2
2003,ESP,3,2
2003,RSO,4,2
2003,SEV,5,2
2003,VIL,6,2
2003,CEL,7,2
2003,VLC,8,2
2003,MALL,9,2
2003,VLLD,10,2
2003,SAN,11,2
2003,BET,12,2
2003,ZAR,13,2
2003,RMA,14,2
2003,LAC,15,2
2003,OSA,16,2
2003,MUR,17,2
2003,ATHM,18,2
2003,BARC,19,2
2003,MLG,20,2
2005,BARC,1,2
2005,CAD,2,2
2005,MLG,3,2
2005,BET,4,2
2005,OSA,5,2
2005,LAC,6,2
2005,SAN,7,2
2005,ATHM,8,2
2005,GET,9,2
2005,ALA,10,2
2005,ATHB,11,2
2005,ZAR,12,2
2005,SEV,13,2
2005,RMA,14,2
2005,CEL,15,2
2005,VLC,16,2
2005,MALL,17,2
2005,RSO,18,2
2005,ESP,19,2
2005,VIL,20,2
2007,MALL,1,2
2007,VIL,2,2
2007,ATHM,3,2
2007,SEV,4,2
2007,VLLD,5,2
2007,ESP,6,2
2007,MUR,7,2
2007,ATHB,8,2
2007,ALM,9,2
2007,RMA,10,2
2007,ZAR,11,2
2007,BET,12,2
2007,REC,13,2
2007,LEVA,14,2
2007,LAC,15,2
2007,SAN,16,2
2007,BARC,17,2
2007,VLC,18,2
2007,OSA,19,2
2007,GET,20,2
2008,MALL,1,2
2008,SPG,2,2
2008,REC,3,2
2008,VLLD,4,2
2008,GET,5,2
2008,VLC,6,2
2008,ESP,7,2
2008,SAN,8,2
2008,BET,9,2
2008,VIL,10,2
2008,ALM,11,2
2008,ATHB,12,2
2008,NUM,13,2
2008,OSA,14,2
2008,MLG,15,2
2008,BARC,16,2
2008,RMA,17,2
2008,SEV,18,2
2008,ATHM,19,2
2008,LAC,20,2
2009,ESP,1,2
2009,MLG,2,2
2009,VIL,3,2
2009,SAN,4,2
2009,VLLD,5,2
2009,LAC,6,2
2009,VLC,7,2
2009,GET,8,2
2009,ZAR,9,2
2009,ALM,10,2
2009,ATHM,11,2
2009,OSA,12,2
2009,BARC,13,2
2009,XER,14,2
2009,TEN,15,2
2009,RMA,16,2
2009,SEV,17,2
2009,ATHB,18,2
2009,SPG,19,2
2009,MALL,20,2
2010,SPG,1,2
2010,HERC,2,2
2010,ALM,3,2
2010,RMA,4,2
2010,LEVA,5,2
2010,ATHM,6,2
2010,ESP,7,2
2010,MLG,8,2
2010,MALL,9,2
2010,BARC,10,2
2010,GET,11,2
2010,OSA,12,2
2010,SAN,13,2
2010,VIL,14,2
2010,ZAR,15,2
2010,RSO,16,2
2010,LAC,17,2
2010,VLC,18,2
2010,ATHB,19,2
2010,SEV,20,2
2011,VIL,1,2
2011,GRA,2,2
2011,ESP,3,2
2011,ATHM,4,2
2011,MALL,5,2
2011,VLC,6,2
2011,RSO,7,2
2011,MLG,8,2
2011,SPG,9,2
2011,GET,10,2
2011,BARC,11,2
2011,LEVA,12,2
2011,RMA,13,2
2011,OSA,14,2
2011,RAYO,15,2
2011,SAN,16,2
2011,ZAR,17,2
2011,ATHB,18,2
2011,SEV,19,2
2011,BET,20,2
2012,SEV,1,2
2012,ZAR,2,2
2012,VLLD,3,2
2012,GET,4,2
2012,RMA,5,2
2012,BET,6,2
2012,LAC,7,2
2012,MALL,8,2
2012,LEVA,9,2
2012,GRA,10,2
2012,VLC,11,2
2012,MLG,12,2
2012,ATHB,13,2
2012,OSA,14,2
2012,CEL,15,2
2012,BARC,16,2
2012,ATHM,17,2
2012,ESP,18,2
2012,RSO,19,2
2012,RAYO,20,2
2013,SEV,1,2
2013,VLC,2,2
2013,GET,3,2
2013,BARC,4,2
2013,ATHM,5,2
2013,ALM,6,2
2013,LEVA,7,2
2013,VIL,8,2
2013,ESP,9,2
2013,RSO,10,2
2013,BET,11,2
2013,VLLD,12,2
2013,ELC,13,2
2013,CEL,14,2
2013,OSA,15,2
2013,RMA,16,2
2013,MLG,17,2
2013,RAYO,18,2
2013,ATHB,19,2
2013,GRA,20,2
2014,LEVA,1,2
2014,BARC,2,2
2014,VIL,3,2
2014,ATHB,4,2
2014,CEL,5,2
2014,ALM,6,2
2014,MLG,7,2
2014,EIB,8,2
2014,LAC,9,2
2014,VLC,10,2
2014,RMA,11,2
2014,GET,12,2
2014,COR,13,2
2014,ESP,14,2
2014,ATHM,15,2
2014,GRA,16,2
2014,ELC,17,2
2014,RAYO,18,2
2014,SEV,19,2
2014,RSO,20,2
2015,LASP,1,2
2015,MLG,2,2
2015,VLC,3,2
2015,ATHM,4,2
2015,LAC,5,2
2015,RAYO,6,2
2015,LEVA,7,2
2015,BET,8,2
2015,EIB,9,2
2015,GRA,10,2
2015,SEV,11,2
2015,CEL,12,2
2015,RSO,13,2
2015,ATHB,14,2
2015,SPG,15,2
2015,GET,16,2
2015,VIL,17,2
2015,BARC,18,2
2015,ESP,19,2
2015,RMA,20,2
2016,GRA,1,2
2016,LAC,2,2
2016,ALA,3,2
2016,BARC,4,2
2016,BET,5,2
2016,EIB,6,2
2016,RMA,7,2
2016,ATHM,8,2
2016,MLG,9,2
2016,VIL,10,2
2016,OSA,11,2
2016,SPG,12,2
2016,ESP,13,2
2016,VLC,14,2
2016,RSO,15,2
2016,LEG,16,2
2016,CEL,17,2
2016,SEV,18,2
2016,ATHB,19,2
2016,LASP,20,2
2017,BET,1,2
2017,EIB,2,2
2017,LEVA,3,2
2017,CEL,4,2
2017,ESP,5,2
2017,LASP,6,2
2017,VLC,7,2
2017,GIR,8,2
2017,VIL,9,2
2017,SEV,10,2
2017,ATHB,11,2
2017,RSO,12,2
2017,MLG,13,2
2017,ATHM,14,2
2017,LAC,15,2
2017,BARC,16,2
2017,GET,17,2
2017,RMA,18,2
2017,LEG,19,2
2017,ALA,20,2
2018,RMA,1,2
2018,ESP,2,2
2018,BARC,3,2
2018,HUE,4,2
2018,SEV,5,2
2018,VLC,6,2
2018,EIB,7,2
2018,BET,8,2
2018,RAYO,9,2
2018,GIR,10,2
2018,RSO,11,2
2018,ALA,12,2
2018,GET,13,2
2018,ATHB,14,2
2018,VIL,15,2
2018,VLLD,16,2
2018,LEVA,17,2
2018,CEL,18,2
2018,ATHM,19,2
2018,LEG,20,2
2019,CEL,1,2
2019,EIB,2,2
2019,SEV,3,2
2019,VIL,4,2
2019,GET,5,2
2019,RSO,6,2
2019,BARC,7,2
2019,MALL,8,2
2019,ATHB,9,2
2019,VLC,10,2
2019,ATHM,11,2
2019,OSA,12,2
2019,ESP,13,2
2019,GRA,14,2
2019,LEVA,15,2
2019,LEG,16,2
2019,VLLD,17,2
2019,BET,18,2
2019,RMA,19,2
2019,ALA,20,2
2020,OSA,1,2
2020,BET,2,2
2020,ALA,3,2
2020,HUE,4,2
2020,RMA,5,2
2020,GRA,6,2
2020,VLLD,7,2
2020,RSO,8,2
2020,ATHM,9,2
2020,GET,10,2
2020,VLC,11,2
2020,CEL,12,2
2020,ELC,13,2
2020,ATHB,14,2
2020,CAD,15,2
2020,LEVA,16,2
2020,EIB,17,2
2020,VIL,18,2
2020,SEV,19,2
2020,BARC,20,2
2021,ESP,1,2
2021,VIL,2,2
2021,RAYO,3,2
2021,RSO,4,2
2021,GRA,5,2
2021,MALL,6,2
2021,OSA,7,2
2021,BARC,8,2
2021,ATHM,9,2
2021,CEL,10,2
2021,ALA,11,2
2021,VLC,12,2
2021,LEVA,13,2
2021,RMA,14,2
2021,ATHB,15,2
2021,BET,16,2
2021,CAD,17,2
2021,ELC,18,2
2021,GET,19,2
2021,SEV,20,2
2022,VIL,1,2
2022,ELC,2,2
2022,VLC,3,2
2022,GIR,4,2
2022,RSO,5,2
2022,CAD,6,2
2022,BET,7,2
2022,SEV,8,2
2022,OSA,9,2
2022,RAYO,10,2
2022,CEL,11,2
2022,VLLD,12,2
2022,ESP,13,2
2022,RMA,14,2
2022,BARC,15,2
2022,ALM,16,2
2022,ATHM,17,2
2022,ATHB,18,2
2022,GET,19,2
2022,MALL,20,2
2023,GIR,1,2
2023,RAYO,2,2
2023,ATHB,3,2
2023,GET,4,2
2023,RSO,5,2
2023,CEL,6,2
2023,RMA,7,2
2023,VLC,8,2
2023,VIL,9,2
2023,OSA,10,2
2023,ALA,11,2
2023,SEV,12,2
2023,ATHM,13,2
2023,CAD,14,2
2023,LASP,15,2
2023,GRA,16,2
2023,BET,17,2
2023,ALM,18,2
2023,MALL,19,2
2023,BARC,20,2
2024,ATHB,1,2
2024,BET,2,2
2024,ESP,3,2
2024,ATHM,4,2
2024,BARC,5,2
2024,LASP,6,2
2024,VLC,7,2
2024,CEL,8,2
2024,OSA,9,2
2024,MALL,10,2
2024,VIL,11,2
2024,GIR,12,2
2024,VLLD,13,2
2024,LEG,14,2
2024,RAYO,15,2
2024,GET,16,2
2024,SEV,17,2
2024,ALA,18,2
2024,RSO,19,2
2024,RMA,20,2
2000,MLG,1,3
2000,LASP,2,3
2000,OVI,3,3
2000,MALL,4,3
2000,CEL,5,3
2000,VLC,6,3
2000,ALA,7,3
2000,RMA,8,3
2000,RSO,9,3
2000,OSA,10,3
2000,ZAR,11,3
2000,RAYO,12,3
2000,NUM,13,3
2000,SAN,14,3
2000,ATHB,15,3
2000,VLLD,16,3
2000,LAC,17,3
2000,BARC,18,3
2000,ESP,19,3
2000,VIL,20,3
2001,CEL,1,3
2001,TEN,2,3
2001,LASP,3,3
2001,ATHB,4,3
2001,BARC,5,3
2001,RSO,6,3
2001,VLC,7,3
2001,ALA,8,3
2001,BET,9,3
2001,RAYO,10,3
2001,VIL,11,3
2001,VLLD,12,3
2001,ESP,13,3
2001,MLG,14,3
2001,OSA,15,3
2001,RMA,16,3
2001,LAC,17,3
2001,ZAR,18,3
2001,MALL,19,3
2001,SEV,20,3
2002,OSA,1,3
2002,REC,2,3
2002,SAN,3,3
2002,MALL,4,3
2002,ATHM,5,3
2002,CEL,6,3
2002,RAYO,7,3
2002,SEV,8,3
2002,RSO,9,3
2002,ESP,10,3
2002,ALA,11,3
2002,MLG,12,3
2002,VIL,13,3
2002,RMA,14,3
2002,ATHB,15,3
2002,VLC,16,3
2002,VLLD,17,3
2002,LAC,18,3
2002,BARC,19,3
2002,BET,20,3
2003,VLLD,1,3
2003,ALB,2,3
2003,CEL,3,3
2003,MUR,4,3
2003,RSO,5,3
2003,LAC,6,3
2003,ATHB,7,3
2003,ATHM,8,3
2003,RMA,9,3
2003,SAN,10,3
2003,MLG,11,3
2003,ZAR,12,3
2003,ESP,13,3
2003,OSA,14,3
2003,MALL,15,3
2003,BARC,16,3
2003,VIL,17,3
2003,SEV,18,3
2003,BET,19,3
2003,VLC,20,3
2005,OSA,1,3
2005,GET,2,3
2005,MALL,3,3
2005,CAD,4,3
2005,RMA,5,3
2005,LAC,6,3
2005,ZAR,7,3
2005,ATHB,8,3
2005,MLG,9,3
2005,BET,10,3
2005,RSO,11,3
2005,ESP,12,3
2005,ALA,13,3
2005,VLC,14,3
2005,VIL,15,3
2005,BARC,16,3
2005,SAN,17,3
2005,CEL,18,3
2005,ATHM,19,3
2005,SEV,20,3
2007,MUR,1,3
2007,ESP,2,3
2007,VIL,3,3
2007,REC,4,3
2007,GET,5,3
2007,BET,6,3
2007,ATHM,7,3
2007,SAN,8,3
2007,VLLD,9,3
2007,SEV,10,3
2007,OSA,11,3
2007,RMA,12,3
2007,ATHB,13,3
2007,MALL,14,3
2007,ZAR,15,3
2007,LAC,16,3
2007,BARC,17,3
2007,VLC,18,3
2007,LEVA,19,3
2007,ALM,20,3
2008,ALM,1,3
2008,ATHM,2,3
2008,VLC,3,3
2008,SAN,4,3
2008,VLLD,5,3
2008,MALL,6,3
2008,BARC,7,3
2008,SPG,8,3
2008,LAC,9,3
2008,ATHB,10,3
2008,MLG,11,3
2008,BET,12,3
2008,REC,13,3
2008,RMA,14,3
2008,GET,15,3
2008,SEV,16,3
2008,OSA,17,3
2008,VIL,18,3
2008,ESP,19,3
2008,NUM,20,3
2009,ATHM,1,3
2009,ZAR,2,3
2009,SAN,3,3
2009,VIL,4,3
2009,ALM,5,3
2009,GET,6,3
2009,RMA,7,3
2009,MALL,8,3
2009,ESP,9,3
2009,OSA,10,3
2009,LAC,11,3
2009,BARC,12,3
2009,XER,13,3
2009,SEV,14,3
2009,VLLD,15,3
2009,ATHB,16,3
2009,TEN,17,3
2009,VLC,18,3
2009,SPG,19,3
2009,MLG,20,3
2010,OSA,1,3
2010,LAC,2,3
2010,LEVA,3,3
2010,RSO,4,3
2010,HERC,5,3
2010,SPG,6,3
2010,ATHM,7,3
2010,MLG,8,3
2010,MALL,9,3
2010,ZAR,10,3
2010,BARC,11,3
2010,SAN,12,3
2010,SEV,13,3
2010,GET,14,3
2010,VLC,15,3
2010,VIL,16,3
2010,ALM,17,3
2010,RMA,18,3
2010,ESP,19,3
2010,ATHB,20,3
2011,ATHM,1,3
2011,SAN,2,3
2011,ATHB,3,3
2011,SEV,4,3
2011,MALL,5,3
2011,LEVA,6,3
2011,RAYO,7,3
2011,GET,8,3
2011,MLG,9,3
2011,VIL,10,3
2011,RSO,11,3
2011,BARC,12,3
2011,ESP,13,3
2011,BET,14,3
2011,RMA,15,3
2011,VLC,16,3
2011,SPG,17,3
2011,GRA,18,3
2011,ZAR,19,3
2011,OSA,20,3
2012,ESP,1,3
2012,ATHB,2,3
2012,BARC,3,3
2012,ATHM,4,3
2012,OSA,5,3
2012,MLG,6,3
2012,GET,7,3
2012,RAYO,8,3
2012,LAC,9,3
2012,VLC,10,3
2012,LEVA,11,3
2012,RSO,12,3
2012,VLLD,13,3
2012,SEV,14,3
2012,ZAR,15,3
2012,BET,16,3
2012,RMA,17,3
2012,GRA,18,3
2012,CEL,19,3
2012,MALL,20,3
2013,VLLD,1,3
2013,OSA,2,3
2013,ATHB,3,3
2013,ELC,4,3
2013,VIL,5,3
2013,SEV,6,3
2013,GRA,7,3
2013,BARC,8,3
2013,CEL,9,3
2013,ESP,10,3
2013,MLG,11,3
2013,GET,12,3
2013,RSO,13,3
2013,ALM,14,3
2013,BET,15,3
2013,LEVA,16,3
2013,RAYO,17,3
2013,VLC,18,3
2013,RMA,19,3
2013,ATHM,20,3
2014,LAC,1,3
2014,ATHM,2,3
2014,ESP,3,3
2014,RMA,4,3
2014,RAYO,5,3
2014,LEVA,6,3
2014,EIB,7,3
2014,CEL,8,3
2014,VLC,9,3
2014,GRA,10,3
2014,ELC,11,3
2014,BARC,12,3
2014,RSO,13,3
2014,SEV,14,3
2014,MLG,15,3
2014,ATHB,16,3
2014,COR,17,3
2014,GET,18,3
2014,ALM,19,3
2014,VIL,20,3
2015,EIB,1,3
2015,ESP,2,3
2015,RAYO,3,3
2015,LAC,4,3
2015,BARC,5,3
2015,GRA,6,3
2015,GET,7,3
2015,MLG,8,3
2015,LASP,9,3
2015,ATHB,10,3
2015,ATHM,11,3
2015,VLC,12,3
2015,RMA,13,3
2015,CEL,14,3
2015,SPG,15,3
2015,VIL,16,3
2015,LEVA,17,3
2015,SEV,18,3
2015,RSO,19,3
2015,BET,20,3
2016,BARC,1,3
2016,SEV,2,3
2016,BET,3,3
2016,ATHB,4,3
2016,ATHM,5,3
2016,GRA,6,3
2016,VLC,7,3
2016,RMA,8,3
2016,SPG,9,3
2016,EIB,10,3
2016,ESP,11,3
2016,LAC,12,3
2016,LEG,13,3
2016,VIL,14,3
2016,CEL,15,3
2016,ALA,16,3
2016,LASP,17,3
2016,OSA,18,3
2016,MLG,19,3
2016,RSO,20,3
2017,BARC,1,3
2017,ESP,2,3
2017,LEG,3,3
2017,ALA,4,3
2017,LASP,5,3
2017,LEVA,6,3
2017,VLC,7,3
2017,BET,8,3
2017,EIB,9,3
2017,SEV,10,3
2017,GET,11,3
2017,MLG,12,3
2017,VIL,13,3
2017,LAC,14,3
2017,ATHB,15,3
2017,GIR,16,3
2017,ATHM,17,3
2017,CEL,18,3
2017,RMA,19,3
2017,RSO,20,3
2018,VIL,1,3
2018,RMA,2,3
2018,GIR,3,3
2018,BARC,4,3
2018,ATHB,5,3
2018,GET,6,3
2018,ALA,7,3
2018,BET,8,3
2018,ESP,9,3
2018,RAYO,10,3
2018,CEL,11,3
2018,LEG,12,3
2018,EIB,13,3
2018,HUE,14,3
2018,ATHM,15,3
2018,VLC,16,3
2018,VLLD,17,3
