season,team,rank,simulation_seed
2007,MIL,18,1
2007,NAP,19,1
2007,FIO,20,1
2008,INT,1,1
2008,SAM,2,1
2008,TOR,3,1
2008,ATA,4,1
2008,CAT,5,1
2008,FIO,6,1
2008,LEC,7,1
2008,GEN,8,1
2008,SIE,9,1
2008,REG,10,1
2008,UDI,11,1
2008,PAL,12,1
2008,LAZ,13,1
2008,JUV,14,1
2008,NAP,15,1
2008,CHI,16,1
2008,ROM,17,1
2008,BOLG,18,1
2008,MIL,19,1
2008,CAG,20,1
2009,UDI,1,1
2009,CAT,2,1
2009,PAR,3,1
2009,ATA,4,1
2009,ROM,5,1
2009,PAL,6,1
2009,GEN,7,1
2009,SIE,8,1
2009,SAM,9,1
2009,CAG,10,1
2009,MIL,11,1
2009,BARI,12,1
2009,FIO,13,1
2009,INT,14,1
2009,CHI,15,1
2009,BOLG,16,1
2009,NAP,17,1
2009,LAZ,18,1
2009,LIVO,19,1
2009,JUV,20,1
2010,BOLG,1,1
2010,SAM,2,1
2010,CHI,3,1
2010,NAP,4,1
2010,ROM,5,1
2010,PAL,6,1
2010,CAT,7,1
2010,PAR,8,1
2010,FIO,9,1
2010,LAZ,10,1
2010,CES,11,1
2010,JUV,12,1
2010,BARI,13,1
2010,GEN,14,1
2010,CAG,15,1
2010,UDI,16,1
2010,MIL,17,1
2010,LEC,18,1
2010,INT,19,1
2010,BRES,20,1
2011,ROM,1,1
2011,BOLG,2,1
2011,PAL,3,1
2011,LEC,4,1
2011,PAR,5,1
2011,CES,6,1
2011,SIE,7,1
2011,NAP,8,1
2011,CAT,9,1
2011,NOV,10,1
2011,FIO,11,1
2011,LAZ,12,1
2011,GEN,13,1
2011,UDI,14,1
2011,CAG,15,1
2011,CHI,16,1
2011,MIL,17,1
2011,ATA,18,1
2011,JUV,19,1
2011,INT,20,1
2012,FIO,1,1
2012,TOR,2,1
2012,CAT,3,1
2012,NAP,4,1
2012,JUV,5,1
2012,SAM,6,1
2012,CHI,7,1
2012,PES,8,1
2012,BOLG,9,1
2012,MIL,10,1
2012,INT,11,1
2012,ROM,12,1
2012,SIE,13,1
2012,ATA,14,1
2012,PAL,15,1
2012,PAR,16,1
2012,GEN,17,1
2012,CAG,18,1
2012,UDI,19,1
2012,LAZ,20,1
2013,LAZ,1,1
2013,SAM,2,1
2013,INT,3,1
2013,TOR,4,1
2013,SAS,5,1
2013,PAR,6,1
2013,MIL,7,1
2013,ATA,8,1
2013,GEN,9,1
2013,CAG,10,1
2013,NAP,11,1
2013,FIO,12,1
2013,UDI,13,1
2013,CAT,14,1
2013,VER,15,1
2013,CHI,16,1
2013,ROM,17,1
2013,JUV,18,1
2013,LIVO,19,1
2013,BOLG,20,1
2014,UDI,1,1
2014,TOR,2,1
2014,ATA,3,1
2014,CES,4,1
2014,ROM,5,1
2014,FIO,6,1
2014,JUV,7,1
2014,EMP,8,1
2014,CHI,9,1
2014,SAS,10,1
2014,PAL,11,1
2014,SAM,12,1
2014,GEN,13,1
2014,VER,14,1
2014,CAG,15,1
2014,MIL,16,1
2014,PAR,17,1
2014,LAZ,18,1
2014,INT,19,1
2014,NAP,20,1
2015,TOR,1,1
2015,LAZ,2,1
2015,INT,3,1
2015,FIO,4,1
2015,CHI,5,1
2015,PAL,6,1
2015,JUV,7,1
2015,ROM,8,1
2015,CARP,9,1
2015,VER,10,1
2015,BOLG,11,1
2015,FRO,12,1
2015,ATA,13,1
2015,MIL,14,1
2015,EMP,15,1
2015,NAP,16,1
2015,SAS,17,1
2015,UDI,18,1
2015,GEN,19,1
2015,SAM,20,1
2016,JUV,1,1
2016,SAM,2,1
2016,ROM,3,1
2016,LAZ,4,1
2016,PAL,5,1
2016,MIL,6,1
2016,CRO,7,1
2016,CAG,8,1
2016,EMP,9,1
2016,ATA,10,1
2016,NAP,11,1
2016,BOLG,12,1
2016,TOR,13,1
2016,INT,14,1
2016,PES,15,1
2016,SAS,16,1
2016,CHI,17,1
2016,GEN,18,1
2016,FIO,19,1
2016,UDI,20,1
2017,CAG,1,1
2017,SAS,2,1
2017,ROM,3,1
2017,BEN,4,1
2017,ATA,5,1
2017,INT,6,1
2017,SPA,7,1
2017,NAP,8,1
2017,CHI,9,1
2017,BOLG,10,1
2017,SAM,11,1
2017,LAZ,12,1
2017,MIL,13,1
2017,TOR,14,1
2017,UDI,15,1
2017,CRO,16,1
2017,VER,17,1
2017,FIO,18,1
2017,GEN,19,1
2017,JUV,20,1
2018,EMP,1,1
2018,JUV,2,1
2018,ATA,3,1
2018,SPA,4,1
2018,INT,5,1
2018,CHI,6,1
2018,SAM,7,1
2018,PAR,8,1
2018,BOLG,9,1
2018,FRO,10,1
2018,UDI,11,1
2018,NAP,12,1
2018,FIO,13,1
2018,GEN,14,1
2018,SAS,15,1
2018,CAG,16,1
2018,LAZ,17,1
2018,ROM,18,1
2018,MIL,19,1
2018,TOR,20,1
2019,CAG,1,1
2019,ATA,2,1
2019,BRES,3,1
2019,INT,4,1
2019,LAZ,5,1
2019,LEC,6,1
2019,SAM,7,1
2019,GEN,8,1
2019,VER,9,1
2019,FIO,10,1
2019,MIL,11,1
2019,PAR,12,1
2019,SPA,13,1
2019,UDI,14,1
2019,JUV,15,1
2019,ROM,16,1
2019,BOLG,17,1
2019,NAP,18,1
2019,TOR,19,1
2019,SAS,20,1
2020,SAM,1,1
2020,ROM,2,1
2020,LAZ,3,1
2020,VER,4,1
2020,GEN,5,1
2020,BEN,6,1
2020,BOLG,7,1
2020,NAP,8,1
2020,TOR,9,1
2020,ATA,10,1
2020,FIO,11,1
2020,CRO,12,1
2020,JUV,13,1
2020,MIL,14,1
2020,UDI,15,1
2020,CAG,16,1
2020,INT,17,1
2020,PAR,18,1
2020,SPE,19,1
2020,SAS,20,1
2021,SAS,1,1
2021,UDI,2,1
2021,INT,3,1
2021,TOR,4,1
2021,NAP,5,1
2021,ROM,6,1
2021,GEN,7,1
2021,FIO,8,1
2021,BOLG,9,1
2021,CAG,10,1
2021,EMP,11,1
2021,VEN,12,1
2021,VER,13,1
2021,LAZ,14,1
2021,SPE,15,1
2021,MIL,16,1
2021,SAL,17,1
2021,SAM,18,1
2021,JUV,19,1
2021,ATA,20,1
2022,TOR,1,1
2022,LEC,2,1
2022,SPE,3,1
2022,LAZ,4,1
2022,FIO,5,1
2022,ATA,6,1
2022,VER,7,1
2022,SAS,8,1
2022,BOLG,9,1
2022,INT,10,1
2022,NAP,11,1
2022,ROM,12,1
2022,SAM,13,1
2022,CRE,14,1
2022,JUV,15,1
2022,SAL,16,1
2022,MON,17,1
2022,UDI,18,1
2022,MIL,19,1
2022,EMP,20,1
2023,LEC,1,1
2023,TOR,2,1
2023,FIO,3,1
2023,MON,4,1
2023,ATA,5,1
2023,FRO,6,1
2023,GEN,7,1
2023,JUV,8,1
2023,MIL,9,1
2023,NAP,10,1
2023,INT,11,1
2023,UDI,12,1
2023,LAZ,13,1
2023,SAS,14,1
2023,ROM,15,1
2023,EMP,16,1
2023,SAL,17,1
2023,VER,18,1
2023,BOLG,19,1
2023,CAG,20,1
2024,VEN,1,1
2024,FIO,2,1
2024,TOR,3,1
2024,BOLG,4,1
2024,ATA,5,1
2024,NAP,6,1
2024,LAZ,7,1
2024,INT,8,1
2024,VER,9,1
2024,GEN,10,1
2024,CAG,11,1
2024,COM,12,1
2024,JUV,13,1
2024,MON,14,1
2024,ROM,15,1
2024,EMP,16,1
2024,UDI,17,1
2024,PAR,18,1
2024,LEC,19,1
2024,MIL,20,1
2000,PAR,1,2
2000,ROM,2,2
2000,VIC,3,2
2000,BOLG,4,2
2000,BRES,5,2
2000,NAP,6,2
2000,ATA,7,2
2000,VER,8,2
2000,FIO,9,2
2000,BARI,10,2
2000,PER,11,2
2000,LAZ,12,2
2000,UDI,13,2
2000,JUV,14,2
2000,LEC,15,2
2000,INT,16,2
2000,MIL,17,2
2000,REG,18,2
2001,TOR,1,2
2001,ATA,2,2
2001,UDI,3,2
2001,BRES,4,2
2001,LAZ,5,2
2001,BOLG,6,2
2001,LEC,7,2
2001,JUV,8,2
2001,PIA,9,2
2001,MIL,10,2
2001,CHI,11,2
2001,VER,12,2
2001,ROM,13,2
2001,VEN,14,2
2001,PAR,15,2
2001,FIO,16,2
2001,INT,17,2
2001,PER,18,2
2002,PIA,1,2
2002,MOD,2,2
2002,COM,3,2
2002,TOR,4,2
2002,LAZ,5,2
2002,EMP,6,2
2002,PER,7,2
2002,BRES,8,2
2002,ROM,9,2
2002,JUV,10,2
2002,ATA,11,2
2002,REG,12,2
2002,CHI,13,2
2002,INT,14,2
2002,BOLG,15,2
2002,UDI,16,2
2002,PAR,17,2
2002,MIL,18,2
2005,SIE,1,2
2005,REG,2,2
2005,CHI,3,2
2005,SAM,4,2
2005,TRE,5,2
2005,LIVO,6,2
2005,ASC,7,2
2005,LAZ,8,2
2005,UDI,9,2
2005,INT,10,2
2005,PAL,11,2
2005,MIL,12,2
2005,PAR,13,2
2005,CAG,14,2
2005,JUV,15,2
2005,MES,16,2
2005,ROM,17,2
2005,FIO,18,2
2005,LEC,19,2
2005,EMP,20,2
2006,SAM,1,2
2006,SIE,2,2
2006,CAG,3,2
2006,TOR,4,2
2006,LIVO,5,2
2006,PAR,6,2
2006,UDI,7,2
2006,MIL,8,2
2006,PAL,9,2
2006,CHI,10,2
2006,FIO,11,2
2006,CAT,12,2
2006,ASC,13,2
2006,EMP,14,2
2006,REG,15,2
2006,LAZ,16,2
2006,ATA,17,2
2006,MES,18,2
2006,ROM,19,2
2006,INT,20,2
2007,SIE,1,2
2007,SAM,2,2
2007,PAL,3,2
2007,UDI,4,2
2007,TOR,5,2
2007,LIVO,6,2
2007,CAT,7,2
2007,FIO,8,2
2007,MIL,9,2
2007,NAP,10,2
2007,INT,11,2
2007,EMP,12,2
2007,ATA,13,2
2007,PAR,14,2
2007,REG,15,2
2007,JUV,16,2
2007,CAG,17,2
2007,ROM,18,2
2007,LAZ,19,2
2007,GEN,20,2
2008,UDI,1,2
2008,ATA,2,2
2008,LAZ,3,2
2008,SAM,4,2
2008,BOLG,5,2
2008,CHI,6,2
2008,INT,7,2
2008,SIE,8,2
2008,MIL,9,2
2008,NAP,10,2
2008,LEC,11,2
2008,REG,12,2
2008,ROM,13,2
2008,GEN,14,2
2008,JUV,15,2
2008,TOR,16,2
2008,FIO,17,2
2008,PAL,18,2
2008,CAG,19,2
2008,CAT,20,2
2009,CAG,1,2
2009,UDI,2,2
2009,FIO,3,2
2009,INT,4,2
2009,PAR,5,2
2009,NAP,6,2
2009,SIE,7,2
2009,PAL,8,2
2009,GEN,9,2
2009,CHI,10,2
2009,SAM,11,2
2009,BOLG,12,2
2009,BARI,13,2
2009,CAT,14,2
2009,MIL,15,2
2009,ATA,16,2
2009,ROM,17,2
2009,LAZ,18,2
2009,LIVO,19,2
2009,JUV,20,2
2010,JUV,1,2
2010,MIL,2,2
2010,FIO,3,2
2010,CAG,4,2
2010,CES,5,2
2010,CAT,6,2
2010,INT,7,2
2010,GEN,8,2
2010,CHI,9,2
2010,SAM,10,2
2010,BOLG,11,2
2010,BARI,12,2
2010,PAL,13,2
2010,PAR,14,2
2010,BRES,15,2
2010,NAP,16,2
2010,UDI,17,2
2010,LAZ,18,2
2010,ROM,19,2
2010,LEC,20,2
2011,GEN,1,2
2011,NOV,2,2
2011,SIE,3,2
2011,CAT,4,2
2011,ROM,5,2
2011,FIO,6,2
2011,ATA,7,2
2011,LEC,8,2
2011,PAL,9,2
2011,UDI,10,2
2011,CHI,11,2
2011,INT,12,2
2011,BOLG,13,2
2011,MIL,14,2
2011,CES,15,2
2011,JUV,16,2
2011,NAP,17,2
2011,LAZ,18,2
2011,CAG,19,2
2011,PAR,20,2
2012,TOR,1,2
2012,ATA,2,2
2012,JUV,3,2
2012,SAM,4,2
2012,UDI,5,2
2012,NAP,6,2
2012,ROM,7,2
2012,INT,8,2
2012,PAR,9,2
2012,CAG,10,2
2012,MIL,11,2
2012,BOLG,12,2
2012,CHI,13,2
2012,FIO,14,2
2012,SIE,15,2
2012,LAZ,16,2
2012,PAL,17,2
2012,PES,18,2
2012,GEN,19,2
2012,CAT,20,2
2013,TOR,1,2
2013,GEN,2,2
2013,UDI,3,2
2013,BOLG,4,2
2013,CHI,5,2
2013,ROM,6,2
2013,LIVO,7,2
2013,SAS,8,2
2013,CAG,9,2
2013,LAZ,10,2
2013,MIL,11,2
2013,INT,12,2
2013,SAM,13,2
2013,PAR,14,2
2013,CAT,15,2
2013,JUV,16,2
2013,ATA,17,2
2013,NAP,18,2
2013,VER,19,2
2013,FIO,20,2
2014,INT,1,2
2014,UDI,2,2
2014,SAS,3,2
2014,TOR,4,2
2014,MIL,5,2
2014,VER,6,2
2014,CES,7,2
2014,ROM,8,2
2014,ATA,9,2
2014,EMP,10,2
2014,JUV,11,2
2014,LAZ,12,2
2014,NAP,13,2
2014,GEN,14,2
2014,FIO,15,2
2014,PAL,16,2
2014,CHI,17,2
2014,PAR,18,2
2014,SAM,19,2
2014,CAG,20,2
2015,JUV,1,2
2015,CHI,2,2
2015,LAZ,3,2
2015,SAM,4,2
2015,ATA,5,2
2015,MIL,6,2
2015,FRO,7,2
2015,TOR,8,2
2015,INT,9,2
2015,UDI,10,2
2015,EMP,11,2
2015,NAP,12,2
2015,VER,13,2
2015,ROM,14,2
2015,PAL,15,2
2015,SAS,16,2
2015,CARP,17,2
2015,GEN,18,2
2015,BOLG,19,2
2015,FIO,20,2
2016,CAG,1,2
2016,CHI,2,2
2016,PES,3,2
2016,FIO,4,2
2016,ROM,5,2
2016,INT,6,2
2016,CRO,7,2
2016,MIL,8,2
2016,PAL,9,2
2016,UDI,10,2
2016,JUV,11,2
2016,EMP,12,2
2016,SAM,13,2
2016,NAP,14,2
2016,SAS,15,2
2016,BOLG,16,2
2016,LAZ,17,2
2016,GEN,18,2
2016,ATA,19,2
2016,TOR,20,2
2017,NAP,1,2
2017,SAM,2,2
2017,ATA,3,2
2017,GEN,4,2
2017,MIL,5,2
2017,SPA,6,2
2017,TOR,7,2
2017,CHI,8,2
2017,FIO,9,2
2017,VER,10,2
2017,INT,11,2
2017,LAZ,12,2
2017,BOLG,13,2
2017,ROM,14,2
2017,JUV,15,2
2017,BEN,16,2
2017,CRO,17,2
2017,SAS,18,2
2017,UDI,19,2
2017,CAG,20,2
2018,FIO,1,2
2018,ROM,2,2
2018,PAR,3,2
2018,CHI,4,2
2018,ATA,5,2
2018,EMP,6,2
2018,SAS,7,2
2018,TOR,8,2
2018,SAM,9,2
2018,UDI,10,2
2018,SPA,11,2
2018,JUV,12,2
2018,FRO,13,2
2018,BOLG,14,2
2018,INT,15,2
2018,MIL,16,2
2018,LAZ,17,2
2018,CAG,18,2
2018,GEN,19,2
2018,NAP,20,2
2019,TOR,1,2
2019,SAM,2,2
2019,LEC,3,2
2019,UDI,4,2
2019,SAS,5,2
2019,ATA,6,2
2019,BOLG,7,2
2019,ROM,8,2
2019,NAP,9,2
2019,VER,10,2
2019,CAG,11,2
2019,FIO,12,2
2019,INT,13,2
2019,GEN,14,2
2019,BRES,15,2
2019,LAZ,16,2
2019,PAR,17,2
2019,JUV,18,2
2019,SPA,19,2
2019,MIL,20,2
2020,SAM,1,2
2020,TOR,2,2
2020,INT,3,2
2020,BOLG,4,2
2020,NAP,5,2
2020,GEN,6,2
2020,SAS,7,2
2020,VER,8,2
2020,SPE,9,2
2020,CRO,10,2
2020,CAG,11,2
2020,MIL,12,2
2020,JUV,13,2
2020,FIO,14,2
2020,UDI,15,2
2020,ROM,16,2
2020,BEN,17,2
2020,ATA,18,2
2020,LAZ,19,2
2020,PAR,20,2
2021,VEN,1,2
2021,TOR,2,2
2021,MIL,3,2
2021,SPE,4,2
2021,EMP,5,2
2021,INT,6,2
2021,ATA,7,2
2021,BOLG,8,2
2021,GEN,9,2
2021,VER,10,2
2021,CAG,11,2
2021,UDI,12,2
2021,SAL,13,2
2021,LAZ,14,2
2021,SAM,15,2
2021,ROM,16,2
2021,SAS,17,2
2021,NAP,18,2
2021,JUV,19,2
2021,FIO,20,2
2022,NAP,1,2
2022,CRE,2,2
2022,ROM,3,2
2022,SAM,4,2
2022,MIL,5,2
2022,ATA,6,2
2022,UDI,7,2
2022,MON,8,2
2022,LAZ,9,2
2022,SPE,10,2
2022,BOLG,11,2
2022,TOR,12,2
2022,EMP,13,2
2022,FIO,14,2
2022,VER,15,2
2022,INT,16,2
2022,JUV,17,2
2022,SAL,18,2
2022,LEC,19,2
2022,SAS,20,2
2023,CAG,1,2
2023,BOLG,2,2
2023,LAZ,3,2
2023,SAL,4,2
2023,MIL,5,2
2023,FRO,6,2
2023,GEN,7,2
2023,UDI,8,2
2023,MON,9,2
2023,INT,10,2
2023,JUV,11,2
2023,ATA,12,2
2023,SAS,13,2
2023,EMP,14,2
2023,ROM,15,2
2023,FIO,16,2
2023,LEC,17,2
2023,NAP,18,2
2023,TOR,19,2
2023,VER,20,2
2024,COM,1,2
2024,ROM,2,2
2024,GEN,3,2
2024,UDI,4,2
2024,MON,5,2
2024,TOR,6,2
2024,MIL,7,2
2024,INT,8,2
2024,JUV,9,2
2024,ATA,10,2
2024,CAG,11,2
2024,NAP,12,2
2024,EMP,13,2
2024,PAR,14,2
2024,VER,15,2
2024,FIO,16,2
2024,LAZ,17,2
2024,LEC,18,2
2024,BOLG,19,2
2024,VEN,20,2
2000,ATA,1,3
2000,ROM,2,3
2000,VER,3,3
2000,JUV,4,3
2000,LAZ,5,3
2000,LEC,6,3
2000,UDI,7,3
2000,INT,8,3
2000,VIC,9,3
2000,BRES,10,3
2000,REG,11,3
2000,MIL,12,3
2000,PER,13,3
2000,PAR,14,3
2000,BOLG,15,3
2000,NAP,16,3
2000,BARI,17,3
2000,FIO,18,3
2001,PER,1,3
2001,JUV,2,3
2001,ROM,3,3
2001,MIL,4,3
2001,TOR,5,3
2001,VER,6,3
2001,PAR,7,3
2001,ATA,8,3
2001,LAZ,9,3
2001,BOLG,10,3
2001,CHI,11,3
2001,BRES,12,3
2001,FIO,13,3
2001,VEN,14,3
2001,UDI,15,3
2001,LEC,16,3
2001,PIA,17,3
2001,INT,18,3
2002,CHI,1,3
2002,PIA,2,3
2002,EMP,3,3
2002,BRES,4,3
2002,BOLG,5,3
2002,MOD,6,3
2002,TOR,7,3
2002,COM,8,3
2002,PAR,9,3
2002,INT,10,3
2002,PER,11,3
2002,UDI,12,3
2002,JUV,13,3
2002,REG,14,3
2002,LAZ,15,3
2002,ROM,16,3
2002,ATA,17,3
2002,MIL,18,3
2005,CHI,1,3
2005,FIO,2,3
2005,LEC,3,3
2005,MIL,4,3
2005,SIE,5,3
2005,ASC,6,3
2005,INT,7,3
2005,LIVO,8,3
2005,JUV,9,3
2005,REG,10,3
2005,LAZ,11,3
2005,PAL,12,3
2005,UDI,13,3
2005,CAG,14,3
2005,SAM,15,3
2005,EMP,16,3
2005,ROM,17,3
2005,MES,18,3
2005,TRE,19,3
2005,PAR,20,3
2006,LAZ,1,3
2006,CHI,2,3
2006,TOR,3,3
2006,SIE,4,3
2006,ATA,5,3
2006,PAR,6,3
2006,PAL,7,3
2006,LIVO,8,3
2006,REG,9,3
2006,EMP,10,3
2006,CAT,11,3
2006,INT,12,3
2006,ROM,13,3
2006,FIO,14,3
2006,MES,15,3
2006,ASC,16,3
2006,UDI,17,3
2006,SAM,18,3
2006,CAG,19,3
2006,MIL,20,3
2007,SAM,1,3
2007,CAG,2,3
2007,SIE,3,3
2007,TOR,4,3
2007,ROM,5,3
2007,GEN,6,3
2007,LIVO,7,3
2007,INT,8,3
2007,ATA,9,3
2007,CAT,10,3
2007,JUV,11,3
2007,PAL,12,3
2007,UDI,13,3
2007,LAZ,14,3
2007,EMP,15,3
2007,REG,16,3
2007,NAP,17,3
2007,PAR,18,3
2007,FIO,19,3
2007,MIL,20,3
2008,REG,1,3
2008,TOR,2,3
2008,NAP,3,3
2008,GEN,4,3
2008,BOLG,5,3
2008,CHI,6,3
2008,UDI,7,3
2008,MIL,8,3
2008,JUV,9,3
2008,SAM,10,3
2008,PAL,11,3
2008,INT,12,3
2008,CAG,13,3
2008,LAZ,14,3
2008,ROM,15,3
2008,ATA,16,3
2008,FIO,17,3
2008,LEC,18,3
2008,CAT,19,3
2008,SIE,20,3
2009,GEN,1,3
2009,INT,2,3
2009,LAZ,3,3
2009,FIO,4,3
2009,SIE,5,3
2009,BOLG,6,3
2009,CAG,7,3
2009,SAM,8,3
2009,NAP,9,3
2009,LIVO,10,3
2009,MIL,11,3
2009,UDI,12,3
2009,CAT,13,3
2009,CHI,14,3
2009,ROM,15,3
2009,JUV,16,3
2009,BARI,17,3
2009,ATA,18,3
2009,PAL,19,3
2009,PAR,20,3
2010,ROM,1,3
2010,SAM,2,3
2010,BARI,3,3
2010,BOLG,4,3
2010,MIL,5,3
2010,NAP,6,3
2010,FIO,7,3
2010,BRES,8,3
2010,JUV,9,3
2010,PAL,10,3
2010,UDI,11,3
2010,INT,12,3
2010,CES,13,3
2010,LEC,14,3
2010,PAR,15,3
2010,CAG,16,3
2010,GEN,17,3
2010,LAZ,18,3
2010,CAT,19,3
2010,CHI,20,3
2011,GEN,1,3
2011,PAR,2,3
2011,JUV,3,3
2011,LEC,4,3
2011,INT,5,3
2011,NOV,6,3
2011,MIL,7,3
2011,BOLG,8,3
2011,UDI,9,3
2011,ROM,10,3
2011,CHI,11,3
2011,ATA,12,3
2011,CAT,13,3
2011,PAL,14,3
2011,SIE,15,3
2011,LAZ,16,3
2011,CES,17,3
2011,CAG,18,3
2011,NAP,19,3
2011,FIO,20,3
2012,PAL,1,3
2012,GEN,2,3
2012,SAM,3,3
2012,ROM,4,3
2012,NAP,5,3
2012,PES,6,3
2012,INT,7,3
2012,LAZ,8,3
2012,CAT,9,3
2012,PAR,10,3
2012,JUV,11,3
2012,BOLG,12,3
2012,ATA,13,3
2012,CHI,14,3
2012,TOR,15,3
2012,SIE,16,3
2012,MIL,17,3
2012,UDI,18,3
2012,CAG,19,3
2012,FIO,20,3
2013,TOR,1,3
2013,INT,2,3
2013,BOLG,3,3
2013,GEN,4,3
2013,CAT,5,3
2013,LIVO,6,3
2013,CAG,7,3
2013,CHI,8,3
2013,PAR,9,3
2013,ATA,10,3
2013,VER,11,3
2013,ROM,12,3
2013,NAP,13,3
2013,UDI,14,3
2013,SAM,15,3
2013,JUV,16,3
2013,LAZ,17,3
2013,FIO,18,3
2013,MIL,19,3
2013,SAS,20,3
2014,CAG,1,3
2014,FIO,2,3
2014,UDI,3,3
2014,TOR,4,3
2014,INT,5,3
2014,NAP,6,3
2014,LAZ,7,3
2014,SAM,8,3
2014,GEN,9,3
2014,PAR,10,3
2014,SAS,11,3
2014,VER,12,3
2014,PAL,13,3
2014,MIL,14,3
2014,CHI,15,3
2014,JUV,16,3
2014,ROM,17,3
2014,EMP,18,3
2014,ATA,19,3
2014,CES,20,3
2015,FIO,1,3
2015,MIL,2,3
2015,EMP,3,3
2015,ATA,4,3
2015,CHI,5,3
2015,FRO,6,3
2015,SAS,7,3
2015,BOLG,8,3
2015,LAZ,9,3
2015,SAM,10,3
2015,NAP,11,3
2015,INT,12,3
2015,UDI,13,3
2015,JUV,14,3
2015,VER,15,3
2015,PAL,16,3
2015,ROM,17,3
2015,CARP,18,3
2015,TOR,19,3
2015,GEN,20,3
2016,PES,1,3
2016,CHI,2,3
2016,CRO,3,3
2016,ROM,4,3
2016,GEN,5,3
2016,BOLG,6,3
2016,CAG,7,3
2016,TOR,8,3
2016,FIO,9,3
2016,UDI,10,3
2016,NAP,11,3
2016,LAZ,12,3
2016,ATA,13,3
2016,INT,14,3
2016,JUV,15,3
2016,EMP,16,3
2016,PAL,17,3
2016,SAS,18,3
2016,SAM,19,3
2016,MIL,20,3
2017,SPA,1,3
2017,BOLG,2,3
2017,CHI,3,3
2017,CRO,4,3
2017,JUV,5,3
2017,MIL,6,3
2017,CAG,7,3
2017,TOR,8,3
2017,NAP,9,3
2017,FIO,10,3
2017,GEN,11,3
2017,BEN,12,3
2017,ATA,13,3
2017,INT,14,3
2017,SAM,15,3
2017,UDI,16,3
2017,VER,17,3
2017,ROM,18,3
2017,SAS,19,3
2017,LAZ,20,3
2018,SAS,1,3
2018,UDI,2,3
2018,CHI,3,3
2018,BOLG,4,3
2018,JUV,5,3
2018,FRO,6,3
2018,INT,7,3
2018,SPA,8,3
2018,TOR,9,3
2018,NAP,10,3
2018,GEN,11,3
2018,EMP,12,3
2018,CAG,13,3
2018,SAM,14,3
2018,ATA,15,3
2018,FIO,16,3
2018,PAR,17,3
2018,ROM,18,3
2018,LAZ,19,3
2018,MIL,20,3
2019,ROM,1,3
2019,ATA,2,3
2019,LAZ,3,3
2019,SAS,4,3
2019,VER,5,3
2019,SAM,6,3
2019,GEN,7,3
2019,BOLG,8,3
2019,CAG,9,3
2019,FIO,10,3
2019,JUV,11,3
2019,INT,12,3
2019,TOR,13,3
2019,MIL,14,3
2019,SPA,15,3
2019,LEC,16,3
2019,NAP,17,3
2019,UDI,18,3
2019,PAR,19,3
2019,BRES,20,3
2020,UDI,1,3
2020,BOLG,2,3
2020,LAZ,3,3
2020,MIL,4,3
2020,BEN,5,3
2020,SAS,6,3
2020,GEN,7,3
2020,ROM,8,3
2020,TOR,9,3
2020,JUV,10,3
