season,team,actual_rank,simulated_rank_1,simulated_rank_2,simulated_rank_3,simulated_rank_4,simulated_rank_5,simulated_rank_6,simulated_rank_7,simulated_rank_8,simulated_rank_9,simulated_rank_10
2002,CEL,4,3,15,11,19,19,11,15,11,7,3
2002,VLC,5,17,8,9,3,7,12,19,7,20,16
2002,BARC,6,9,16,20,7,20,17,3,4,11,19
2002,ATHB,7,18,4,1,14,11,13,17,12,5,15
2002,BET,8,13,14,6,20,12,4,1,3,6,17
2002,MALL,9,2,2,10,9,16,16,9,10,4,8
2002,SEV,10,11,5,5,17,2,2,18,20,9,12
2002,ATHM,11,4,19,19,5,18,18,6,15,16,18
2002,OSA,12,15,12,7,11,9,10,16,2,12,20
2002,VLLD,13,10,13,15,8,10,6,8,8,18,9
2002,MLG,14,14,20,16,13,8,7,4,6,1,5
2002,VIL,15,20,6,2,15,17,19,10,18,3,14
2002,SAN,16,6,17,8,18,1,3,14,5,15,2
2002,ESP,17,19,1,18,4,4,1,5,1,2,11
2002,REC,18,8,9,12,6,5,5,7,14,14,6
2002,ALA,19,12,11,3,12,3,15,20,19,13,4
2002,RAYO,20,7,7,14,1,15,8,11,16,8,1
2003,VLC,1,13,13,1,10,4,2,16,12,8,6
2003,BARC,2,9,6,2,9,9,18,10,11,1,11
2003,LAC,3,17,7,12,1,15,12,2,7,9,4
2003,RMA,4,7,17,3,5,5,14,19,16,18,16
2003,ATHB,5,18,15,17,14,16,10,3,17,19,7
2003,SEV,6,12,4,5,12,14,11,12,4,4,13
2003,ATHM,7,15,20,20,16,2,15,20,19,13,20
2003,VIL,8,6,16,6,6,6,8,9,15,6,10
2003,BET,9,2,2,18,15,17,19,13,1,15,17
2003,MLG,10,5,8,9,20,12,4,6,2,20,12
2003,MALL,11,16,5,10,18,8,20,15,9,2,8
2003,OSA,12,20,11,4,17,10,7,1,5,7,1
2003,ZAR,13,8,9,14,4,11,5,8,14,5,15
2003,ALB,14,1,10,15,7,13,9,18,18,14,14
2003,RSO,15,4,14,8,11,3,1,7,20,17,5
2003,SAN,16,10,1,7,13,7,6,17,6,11,3
2003,ESP,17,11,18,16,8,20,13,5,8,3,9
2003,VLLD,18,14,3,19,3,19,17,14,10,10,18
2003,CEL,19,19,12,13,2,18,3,4,3,12,19
2003,MUR,20,3,19,11,19,1,16,11,13,16,2
2005,BARC,1,4,20,19,6,12,17,16,16,4,1
2005,RMA,2,14,14,15,17,18,16,8,13,18,11
2005,VLC,3,2,12,2,12,9,14,6,17,9,17
2005,SEV,4,20,1,14,11,17,4,2,1,13,5
2005,OSA,5,12,10,4,4,11,19,19,3,19,16
2005,CEL,6,6,9,18,16,8,13,17,11,15,6
2005,VIL,7,3,17,6,3,15,20,4,4,3,18
2005,LAC,8,15,7,1,13,2,6,5,5,17,3
2005,GET,9,13,15,3,15,7,12,3,9,6,10
2005,ATHM,10,10,11,17,1,6,10,20,8,7,8
2005,ZAR,11,8,2,11,8,14,2,15,20,12,12
2005,ATHB,12,11,5,8,7,20,18,18,14,2,14
2005,MALL,13,1,8,10,10,1,8,13,19,5,19
2005,BET,14,19,19,13,18,3,15,11,7,14,2
2005,ESP,15,7,16,12,14,10,5,14,18,11,20
2005,SAN,16,16,18,9,5,5,9,7,12,1,9
2005,RSO,17,9,3,16,2,16,1,1,6,8,15
2005,ALA,18,18,4,20,19,13,11,12,10,20,4
2005,CAD,19,5,13,7,9,4,7,9,15,16,13
2005,MLG,20,17,6,5,20,19,3,10,2,10,7
2007,RMA,1,16,16,4,17,6,17,9,16,2,14
2007,VIL,2,15,14,19,13,10,14,15,20,20,3
2007,BARC,3,19,3,1,6,2,2,4,17,10,4
2007,SEV,4,9,18,18,16,4,9,5,2,15,20
2007,ATHM,5,8,5,3,2,16,20,19,8,6,18
2007,SAN,6,5,17,17,8,20,7,1,15,4,2
2007,MALL,7,14,19,11,19,11,18,7,5,14,6
2007,LAC,8,20,11,13,15,14,19,18,1,9,12
2007,ALM,9,13,15,2,20,12,4,17,19,16,9
2007,VLC,10,11,8,12,11,19,10,10,7,5,16
2007,ATHB,11,2,13,10,10,18,5,11,6,11,10
2007,ESP,12,10,12,16,12,5,16,20,10,8,19
2007,GET,13,1,7,6,4,1,3,12,18,3,11
2007,BET,14,18,2,9,9,7,6,16,14,1,8
2007,VLLD,15,4,6,15,3,15,11,14,4,17,5
2007,REC,16,6,10,5,1,8,12,6,3,12,17
2007,OSA,17,17,9,7,7,17,13,8,12,19,7
2007,ZAR,18,7,1,14,14,9,15,3,13,7,15
2007,MUR,19,3,20,20,5,13,1,13,9,18,13
2007,LEVA,20,12,4,8,18,3,8,2,11,13,1
2008,BARC,1,7,15,5,11,19,13,7,10,9,13
2008,RMA,2,18,19,9,17,15,4,6,15,10,9
2008,SEV,3,17,3,2,1,4,1,4,18,13,20
2008,ATHM,4,9,4,17,10,17,9,1,9,14,19
2008,VIL,5,8,11,15,16,3,17,5,19,1,6
2008,VLC,6,2,14,12,7,20,19,10,17,5,3
2008,LAC,7,10,10,16,6,1,6,16,5,11,14
2008,MLG,8,12,6,14,5,10,3,13,12,8,8
2008,MALL,9,5,17,1,2,8,10,15,2,2,7
2008,ESP,10,19,20,11,15,6,16,8,6,18,2
2008,SAN,11,14,2,7,18,12,11,3,1,19,16
2008,ALM,12,6,16,20,19,18,5,18,20,3,17
2008,ATHB,13,11,5,13,8,13,12,17,7,15,4
2008,OSA,14,20,18,8,13,7,8,9,16,20,10
2008,VLLD,15,3,7,18,3,16,2,12,4,7,12
2008,SPG,16,4,9,6,14,2,18,20,11,12,18
2008,GET,17,15,8,3,20,9,7,19,8,17,1
2008,BET,18,13,1,4,9,14,20,2,3,4,15
2008,NUM,19,16,13,10,4,11,14,11,13,16,5
2008,REC,20,1,12,19,12,5,15,14,14,6,11
2009,BARC,1,13,10,11,8,5,4,20,11,5,11
2009,RMA,2,7,19,7,15,10,17,4,18,8,2
2009,VLC,3,19,6,17,1,14,7,8,12,6,1
2009,SEV,4,17,5,9,9,1,9,12,8,15,10
2009,MALL,5,15,15,18,16,16,3,11,6,9,7
2009,GET,6,5,14,14,20,3,12,17,13,7,3
2009,VIL,7,9,16,10,2,4,20,5,9,16,20
2009,ATHB,8,6,7,6,17,13,18,16,20,4,18
2009,ATHM,9,8,20,2,13,7,6,2,19,17,13
2009,LAC,10,16,12,3,5,8,1,14,4,13,9
2009,ESP,11,4,17,15,14,19,13,15,2,12,5
2009,OSA,12,20,9,5,19,17,15,1,15,3,17
2009,ALM,13,1,13,13,4,9,11,3,1,1,8
2009,ZAR,14,11,4,12,10,2,14,10,16,19,15
2009,SPG,15,3,2,16,12,20,10,6,5,2,19
2009,SAN,16,18,18,1,6,11,16,18,3,11,6
2009,MLG,17,2,3,19,3,18,19,13,14,20,16
2009,VLLD,18,12,1,20,7,12,2,9,7,18,12
2009,TEN,19,14,11,4,18,6,5,7,10,10,14
2009,XER,20,10,8,8,11,15,8,19,17,14,4
2010,BARC,1,14,12,12,9,18,19,20,20,9,5
2010,RMA,2,13,20,8,13,12,2,13,16,15,20
2010,VLC,3,12,10,19,18,11,13,9,14,8,13
2010,VIL,4,17,18,15,16,8,1,17,7,20,17
2010,ATHM,5,7,17,13,15,1,6,2,17,11,11
2010,ATHB,6,19,14,4,19,19,11,1,9,19,10
2010,SEV,7,16,7,17,2,2,9,11,10,16,4
2010,ESP,8,10,1,6,12,13,8,4,6,1,19
2010,OSA,9,4,3,2,3,7,12,5,19,3,1
2010,SPG,10,6,13,1,5,5,7,12,2,4,12
2010,MLG,11,20,15,14,10,17,14,3,18,5,14
2010,SAN,12,1,2,5,20,4,5,10,15,14,7
2010,LEVA,13,9,8,7,4,6,15,15,13,2,8
2010,ZAR,14,11,5,11,8,20,3,6,5,12,2
2010,RSO,15,8,9,3,1,3,17,19,11,18,6
2010,GET,16,2,6,16,14,16,10,16,1,6,15
2010,MALL,17,5,4,20,11,10,20,8,8,7,16
2010,LAC,18,3,11,10,17,15,16,14,12,17,9
2010,HERC,19,15,19,9,6,14,18,18,4,13,18
2010,ALM,20,18,16,18,7,9,4,7,3,10,3
2011,RMA,1,11,6,4,14,1,3,4,13,3,5
2011,BARC,2,19,7,12,7,10,13,11,4,6,13
2011,VLC,3,8,19,1,2,3,1,5,19,18,3
2011,MLG,4,9,8,10,20,17,6,2,8,17,2
2011,ATHM,5,6,1,17,18,16,12,10,9,12,19
2011,LEVA,6,20,9,9,4,20,9,13,11,15,8
2011,OSA,7,3,11,8,17,15,19,17,1,16,17
2011,MALL,8,18,16,3,19,7,17,8,14,7,7
2011,SEV,9,14,5,15,13,19,7,9,10,10,16
2011,ATHB,10,10,3,14,8,9,2,1,5,9,18
2011,RSO,11,1,18,7,10,11,5,16,7,5,6
2011,BET,12,2,4,19,5,14,15,3,6,11,10
2011,GET,13,12,14,13,16,18,10,19,18,8,9
2011,ESP,14,7,20,2,6,12,16,18,3,19,1
2011,RAYO,15,4,17,20,3,8,18,20,16,14,11
2011,ZAR,16,13,2,5,11,6,4,14,15,1,20
2011,GRA,17,17,13,16,15,2,11,15,2,13,12
2011,VIL,18,15,12,18,1,4,8,12,20,2,14
2011,SPG,19,16,15,6,12,13,14,6,17,20,15
2011,SAN,20,5,10,11,9,5,20,7,12,4,4
2012,BARC,1,6,11,6,4,4,4,1,20,3,18
2012,RMA,2,8,4,12,20,13,15,6,5,10,6
2012,ATHM,3,2,16,16,17,8,2,8,17,2,5
2012,RSO,4,18,19,17,18,1,16,20,6,13,15
2012,VLC,5,7,12,8,2,9,11,5,10,9,19
2012,MLG,6,20,18,15,1,2,9,18,12,15,1
2012,BET,7,14,14,4,6,16,7,19,2,1,2
2012,RAYO,8,11,2,14,10,14,10,2,7,6,7
2012,SEV,9,15,6,9,7,18,17,4,16,20,17
2012,GET,10,1,3,19,12,6,5,12,8,8,12
2012,LEVA,11,13,8,2,13,17,12,7,14,16,10
2012,ATHB,12,19,13,5,19,10,6,13,4,11,9
2012,ESP,13,17,15,18,14,5,8,14,9,19,11
2012,VLLD,14,9,7,3,5,7,20,3,15,5,8
2012,GRA,15,16,5,10,9,12,18,16,3,12,4
2012,OSA,16,5,10,11,11,3,14,17,1,14,16
2012,CEL,17,4,9,7,15,19,19,15,19,4,14
2012,MALL,18,3,20,1,16,11,13,10,18,17,3
2012,LAC,19,10,17,20,8,15,3,9,13,7,20
2012,ZAR,20,12,1,13,3,20,1,11,11,18,13
2013,ATHM,1,3,3,14,20,12,8,20,20,14,15
2013,BARC,2,8,5,12,5,7,9,8,17,20,20
2013,RMA,3,14,1,1,17,18,12,15,13,2,10
2013,ATHB,4,13,16,18,9,4,18,12,9,13,9
2013,SEV,5,4,12,17,8,14,15,11,12,18,14
2013,VIL,6,20,15,13,19,8,16,19,8,8,18
2013,RSO,7,11,7,9,4,11,10,4,2,9,17
2013,VLC,8,1,17,7,15,16,1,7,3,11,8
2013,CEL,9,6,11,19,6,1,17,18,5,16,7
2013,LEVA,10,7,14,6,18,15,11,17,14,15,16
2013,MLG,11,15,20,10,10,2,19,1,7,19,13
2013,RAYO,12,10,8,16,16,13,13,5,6,17,2
2013,ESP,13,5,10,5,14,19,5,16,10,4,4
2013,GET,14,18,9,3,1,5,3,2,1,5,11
2013,GRA,15,19,6,4,2,17,4,3,18,1,19
2013,ELC,16,17,19,20,12,3,6,6,4,10,5
2013,ALM,17,16,2,8,11,9,14,14,19,3,1
2013,OSA,18,12,18,2,3,20,2,13,16,7,3
2013,VLLD,19,2,13,11,7,6,20,9,15,6,12
2013,BET,20,9,4,15,13,10,7,10,11,12,6
2014,BARC,1,14,7,9,8,9,11,1,4,20,18
2014,RMA,2,13,9,17,1,7,18,12,11,9,1
2014,ATHM,3,2,16,5,11,3,2,5,15,2,8
2014,VLC,4,7,2,16,17,14,7,14,3,19,9
2014,SEV,5,8,1,12,4,8,9,8,2,4,10
2014,VIL,6,10,14,20,15,12,13,2,14,17,19
2014,ATHB,7,11,3,15,3,5,15,6,19,14,6
2014,CEL,8,20,6,3,14,2,19,10,18,10,12
2014,MLG,9,18,4,19,7,20,12,4,6,3,5
2014,ESP,10,3,10,6,6,1,20,3,7,7,13
2014,RAYO,11,6,5,2,10,11,10,16,17,12,16
2014,RSO,12,19,11,11,12,19,5,9,20,16,15
2014,ELC,13,4,13,8,9,17,17,20,10,18,3
2014,GET,14,17,17,7,18,16,4,17,16,1,17
2014,LEVA,15,9,19,13,13,6,16,19,5,6,4
2014,EIB,16,16,15,18,16,4,3,13,9,13,20
2014,LAC,17,15,20,1,19,15,14,15,8,5,7
2014,GRA,18,12,8,10,2,13,6,18,13,8,11
2014,ALM,19,5,12,4,20,18,8,7,12,15,14
2014,COR,20,1,18,14,5,10,1,11,1,11,2
2015,BARC,1,7,7,15,13,3,13,17,3,14,3
2015,RMA,2,19,1,11,5,9,4,14,11,15,19
2015,ATHM,3,3,13,16,15,1,8,8,15,2,15
2015,VIL,4,10,20,7,14,13,6,20,10,4,5
2015,ATHB,5,13,15,2,9,6,7,18,20,7,2
2015,CEL,6,6,3,20,16,19,3,19,5,5,12
2015,SEV,7,16,18,10,6,10,12,3,2,16,20
2015,MLG,8,18,17,8,19,11,10,1,14,11,16
2015,RSO,9,17,10,17,20,16,16,4,4,13,7
2015,BET,10,4,4,5,17,17,20,12,9,8,18
2015,VLC,11,11,9,9,1,12,2,2,1,20,11
2015,LASP,12,2,2,1,4,2,17,9,8,12,13
2015,EIB,13,5,16,12,3,14,9,16,7,19,1
2015,ESP,14,8,8,13,12,15,11,13,17,9,6
2015,LAC,15,15,14,4,7,4,19,15,16,1,8
2015,SPG,16,9,5,19,8,18,1,11,18,6,4
2015,GRA,17,20,11,18,2,20,15,10,6,3,9
2015,RAYO,18,14,19,14,10,8,5,6,12,17,17
2015,GET,19,12,6,6,18,7,18,7,19,10,10
2015,LEVA,20,1,12,3,11,5,14,5,13,18,14
2016,RMA,1,15,14,17,13,14,3,9,18,11,5
2016,BARC,2,19,15,1,18,11,7,12,3,13,11
2016,ATHM,3,10,8,7,16,3,16,15,5,10,19
2016,SEV,4,11,20,12,15,2,13,19,13,3,3
2016,VIL,5,12,11,16,19,10,4,5,10,6,2
2016,RSO,6,16,10,8,11,19,2,13,9,14,9
2016,ATHB,7,18,13,13,3,8,17,7,14,18,20
2016,ESP,8,20,9,5,6,5,14,4,2,19,15
2016,ALA,9,9,19,11,12,17,1,3,20,7,12
2016,EIB,10,3,16,19,9,7,6,17,17,8,7
2016,MLG,11,1,18,10,5,1,10,10,7,4,16
2016,VLC,12,17,5,4,17,6,9,16,1,16,13
2016,CEL,13,8,7,18,4,18,18,18,16,12,17
2016,LASP,14,14,17,2,1,20,20,6,6,9,18
2016,BET,15,6,12,20,2,12,15,11,8,20,14
2016,LAC,16,4,4,15,8,9,11,2,4,17,8
2016,LEG,17,5,2,3,14,15,19,8,15,5,4
2016,SPG,18,7,6,14,20,4,5,14,19,1,1
2016,OSA,19,13,1,6,10,16,12,1,11,2,10
2016,GRA,20,2,3,9,7,13,8,20,12,15,6
2017,BARC,1,8,4,9,7,9,3,8,19,4,9
2017,ATHM,2,10,10,17,5,14,8,11,3,5,7
2017,RMA,3,3,13,19,2,18,12,7,14,17,5
2017,VLC,4,4,18,12,9,5,14,5,15,8,8
2017,VIL,5,9,6,6,10,15,1,4,7,11,4
2017,BET,6,13,15,18,18,17,20,18,10,13,11
2017,SEV,7,11,11,4,16,20,16,16,6,10,12
2017,GET,8,16,1,1,4,19,11,17,5,16,14
2017,EIB,9,14,5,16,17,16,18,13,18,18,15
2017,GIR,10,7,12,20,1,11,19,1,16,19,3
2017,RSO,11,6,16,7,14,1,17,19,11,2,13
2017,CEL,12,2,8,15,19,13,6,12,8,15,18
2017,ESP,13,5,20,3,8,3,4,20,12,12,16
2017,ALA,14,12,7,5,6,10,15,14,20,1,17
2017,LEVA,15,20,14,14,15,4,2,9,4,7,20
2017,ATHB,16,18,17,8,11,6,10,15,9,20,6
2017,LEG,17,15,19,11,3,8,5,2,13,14,2
2017,LAC,18,17,9,13,20,7,7,3,17,3,19
2017,LASP,19,19,3,10,12,2,9,6,1,6,1
2017,MLG,20,1,2,2,13,12,13,10,2,9,10
2018,BARC,1,16,5,12,7,17,8,2,17,16,7
2018,ATHM,2,20,9,2,15,8,2,11,2,10,14
2018,RMA,3,17,6,14,14,4,13,17,12,3,9
2018,VLC,4,2,7,1,12,13,3,16,10,8,15
2018,SEV,5,5,3,6,4,15,1,20,19,14,4
2018,GET,6,9,17,20,11,9,15,9,11,13,8
2018,ESP,7,11,4,10,8,12,6,13,1,2,18
2018,ATHB,8,13,8,3,5,14,9,15,4,18,16
2018,RSO,9,18,18,7,1,16,18,5,9,11,12
2018,BET,10,4,2,9,3,3,7,18,5,7,19
2018,ALA,11,12,13,18,6,5,12,8,20,20,20
2018,EIB,12,10,11,11,13,7,20,12,3,4,1
2018,LEG,13,8,16,4,17,20,4,7,6,15,10
2018,VIL,14,1,20,13,9,10,17,19,16,19,5
2018,LEVA,15,15,1,19,20,6,11,4,13,5,11
2018,CEL,16,19,19,16,19,19,14,6,18,17,17
2018,VLLD,17,6,12,5,16,2,16,3,14,1,2
2018,GIR,18,3,14,8,18,11,10,1,15,6,6
2018,HUE,19,7,15,17,10,1,5,14,7,9,13
2018,RAYO,20,14,10,15,2,18,19,10,8,12,3
2019,RMA,1,14,18,19,9,12,20,13,14,11,5
2019,BARC,2,18,8,9,18,9,15,15,9,6,17
2019,ATHM,3,19,10,14,8,18,3,6,13,13,19
2019,SEV,4,5,11,6,16,17,2,1,12,5,1
2019,VIL,5,2,17,12,4,5,12,19,20,1,8
2019,RSO,6,7,14,5,5,6,4,20,18,8,3
2019,GRA,7,10,7,17,14,2,10,2,11,14,13
2019,GET,8,15,6,3,15,19,8,9,17,20,11
2019,VLC,9,11,1,15,13,8,13,5,16,3,10
2019,OSA,10,6,5,11,12,13,1,3,1,19,6
2019,ATHB,11,8,13,2,1,15,9,17,7,7,2
2019,LEVA,12,1,3,16,19,11,14,11,10,9,14
2019,VLLD,13,3,12,10,11,16,5,4,8,15,18
2019,EIB,14,17,4,7,20,7,7,10,3,2,16
2019,BET,15,9,19,18,3,20,18,16,2,16,7
2019,ALA,16,20,20,20,6,10,19,14,15,17,4
2019,CEL,17,4,16,13,2,4,17,8,4,12,15
2019,LEG,18,13,2,8,7,1,6,7,6,18,9
2019,MALL,19,16,9,4,10,3,11,12,5,10,12
2019,ESP,20,12,15,1,17,14,16,18,19,4,20
2020,ATHM,1,3,5,19,5,16,10,9,16,20,2
2020,RMA,2,9,13,14,15,13,7,8,12,4,8
2020,BARC,3,15,1,3,14,15,11,3,6,6,5
2020,SEV,4,13,4,16,19,9,17,16,17,16,17
2020,RSO,5,4,7,6,9,19,8,11,4,7,7
2020,BET,6,7,20,2,18,5,13,10,13,3,20
2020,VIL,7,14,11,12,1,2,6,1,14,9,11
2020,CEL,8,11,3,18,8,1,3,14,18,2,3
2020,ATHB,9,19,14,9,13,17,2,7,10,14,14
2020,GRA,10,10,12,13,6,14,16,19,8,18,9
2020,OSA,11,2,16,1,20,3,18,17,11,11,1
2020,CAD,12,17,10,10,16,8,5,18,2,13,6
2020,VLC,13,8,2,20,11,18,1,6,19,8,19
2020,LEVA,14,20,19,4,7,7,15,20,9,17,12
2020,GET,15,16,8,11,17,4,19,5,5,15,18
2020,ALA,16,1,6,15,2,20,12,12,7,12,10
2020,ELC,17,18,9,5,12,6,4,13,1,19,4
2020,HUE,18,5,17,17,4,12,9,2,15,5,15
2020,VLLD,19,6,15,8,10,10,20,4,20,1,13
2020,EIB,20,12,18,7,3,11,14,15,3,10,16
2021,RMA,1,8,9,9,15,1,11,6,17,9,20
2021,BARC,2,5,20,12,18,15,8,12,11,7,16
2021,ATHM,3,13,16,11,6,9,15,14,1,2,11
2021,SEV,4,9,6,2,2,4,16,16,2,15,9
2021,BET,5,4,18,8,1,14,12,20,3,16,4
2021,RSO,6,11,5,4,14,5,18,10,8,20,6
2021,VIL,7,10,14,6,7,20,4,11,10,12,8
2021,ATHB,8,16,4,18,16,13,2,17,16,13,18
2021,VLC,9,6,12,10,12,6,3,19,20,11,19
2021,OSA,10,7,15,19,17,12,13,13,12,1,2
2021,CEL,11,14,19,16,20,7,1,8,7,8,5
2021,RAYO,12,15,13,3,3,8,14,18,19,19,15
2021,ELC,13,3,8,13,5,11,19,15,6,18,10
2021,ESP,14,1,7,14,13,19,9,2,5,17,3
2021,GET,15,19,10,7,4,3,6,9,14,14,13
2021,CAD,16,12,17,5,19,17,20,1,9,5,7
2021,MALL,17,18,3,15,8,10,17,5,13,6,12
2021,GRA,18,17,11,20,10,18,10,7,4,4,1
2021,LEVA,19,2,2,17,9,16,5,4,15,10,17
2021,ALA,20,20,1,1,11,2,7,3,18,3,14
2022,BARC,1,1,19,10,17,5,2,15,20,19,4
2022,RMA,2,16,11,17,2,9,7,11,12,20,12
2022,ATHM,3,13,1,16,11,3,8,10,1,11,19
2022,RSO,4,7,6,12,1,20,6,7,18,9,5
2022,VIL,5,15,15,20,5,19,11,14,6,5,2
2022,BET,6,9,17,6,14,7,13,13,3,1,7
2022,OSA,7,2,7,3,10,10,10,9,9,16,1
2022,ATHB,8,19,14,13,6,17,9,5,14,17,11
2022,MALL,9,10,3,18,13,16,18,19,16,13,17
2022,GIR,10,3,12,14,18,4,1,12,7,14,3
2022,SEV,11,18,18,4,3,13,16,1,11,2,15
2022,RAYO,12,8,8,9,7,1,4,4,19,7,18
2022,CEL,13,12,5,8,12,11,14,20,2,6,16
2022,VLC,14,17,13,15,4,14,20,18,4,12,8
2022,GET,15,6,4,5,15,8,12,3,10,10,6
2022,CAD,16,20,10,19,16,15,19,2,8,3,20
2022,ALM,17,4,16,2,8,18,17,8,15,4,10
2022,VLLD,18,14,2,7,9,6,3,16,5,15,14
2022,ESP,19,5,20,11,20,12,15,6,13,8,9
2022,ELC,20,11,9,1,19,2,5,17,17,18,13
2023,RMA,1,13,9,3,10,10,17,5,10,12,1
2023,BARC,2,18,18,12,4,12,7,2,4,2,18
2023,GIR,3,15,10,13,19,1,11,10,8,15,6
2023,ATHM,4,3,3,5,13,19,14,18,17,3,14
2023,ATHB,5,11,1,7,9,14,12,11,2,14,12
2023,RSO,6,9,5,10,11,13,3,20,1,13,3
2023,BET,7,12,7,18,1,6,5,15,13,9,2
2023,VIL,8,17,6,4,15,16,13,3,5,6,5
2023,VLC,9,16,14,1,18,3,9,8,15,17,7
2023,ALA,10,7,8,17,12,8,18,16,14,16,10
2023,OSA,11,20,4,16,16,4,2,6,11,10,17
2023,GET,12,10,20,19,7,18,19,4,3,8,9
2023,SEV,13,1,11,14,2,11,8,13,16,1,15
2023,CEL,14,8,13,11,17,9,6,19,9,19,13
2023,MALL,15,5,17,8,6,20,1,17,12,18,11
2023,LASP,16,4,2,9,14,15,10,7,19,5,16
2023,RAYO,17,6,12,20,20,7,4,1,18,7,20
2023,CAD,18,19,19,6,5,2,16,14,6,11,4
2023,ALM,19,14,16,2,8,17,15,9,20,20,19
2023,GRA,20,2,15,15,3,5,20,12,7,4,8
2024,BARC,1,18,1,14,2,9,16,7,7,15,3
2024,RMA,2,8,12,17,13,13,14,2,10,4,5
2024,ATHM,3,11,17,20,1,2,10,14,15,2,17
2024,ATHB,4,6,10,9,12,18,2,20,16,20,6
2024,VIL,5,3,18,3,4,19,5,16,17,18,9
2024,BET,6,13,14,5,20,3,19,13,20,8,1
2024,CEL,7,17,11,10,5,6,17,10,5,11,13
2024,OSA,8,7,20,8,15,7,6,5,6,5,14
2024,RAYO,9,1,15,11,14,8,1,18,12,16,16
2024,MALL,10,15,3,1,7,1,9,11,18,13,7
2024,VLC,11,14,9,18,16,15,3,8,2,6,20
2024,RSO,12,12,7,2,3,17,4,19,1,12,10
2024,GET,13,16,16,15,10,4,13,4,13,17,4
2024,ALA,14,4,13,6,17,11,7,9,11,9,11
2024,ESP,15,19,2,16,18,20,15,6,9,19,2
2024,SEV,16,2,8,19,8,10,11,1,14,10,18
2024,GIR,17,5,6,4,6,14,8,3,4,3,12
2024,LEG,18,20,4,7,11,5,12,15,19,14,8
2024,LASP,19,9,19,13,9,12,20,17,8,1,15
2024,VLLD,20,10,5,12,19,16,18,12,3,7,19
