season,team,points,wins,draws,losses,rank
2009,VLLD,36,9,9,20,20
2010,MALL,62,16,14,8,1
2010,SAN,60,17,9,12,2
2010,ALM,59,16,11,11,3
2010,BARC,56,17,5,16,4
2010,ESP,56,15,11,12,5
2010,ZAR,56,15,11,12,6
2010,RSO,54,14,12,12,7
2010,LEVA,53,13,14,11,8
2010,ATHM,52,13,13,12,9
2010,VLC,52,13,13,12,10
2010,ATHB,51,12,15,11,11
2010,OSA,51,12,15,11,12
2010,MLG,47,11,14,13,13
2010,GET,46,11,13,14,14
2010,SPG,46,11,13,14,15
2010,VIL,46,10,16,12,16
2010,LAC,44,10,14,14,17
2010,HERC,42,9,15,14,18
2010,SEV,42,10,12,16,19
2010,RMA,39,9,12,17,20
2011,OSA,62,16,14,8,1
2011,ATHM,61,16,13,9,2
2011,MLG,59,16,11,11,3
2011,SAN,58,16,10,12,4
2011,RSO,57,15,12,11,5
2011,VIL,54,13,15,10,6
2011,SPG,53,13,14,11,7
2011,BARC,52,11,19,8,8
2011,LEVA,52,12,16,10,9
2011,BET,51,13,12,13,10
2011,ESP,51,13,12,13,11
2011,RMA,50,13,11,14,12
2011,ATHB,49,11,16,11,13
2011,RAYO,49,13,10,15,14
2011,VLC,47,11,14,13,15
2011,MALL,45,10,15,13,16
2011,ZAR,42,10,12,16,17
2011,GET,41,9,14,15,18
2011,GRA,40,9,13,16,19
2011,SEV,33,6,15,17,20
2012,VLLD,70,20,10,8,1
2012,ATHM,63,18,9,11,2
2012,GET,60,16,12,10,3
2012,BET,57,16,9,13,4
2012,OSA,57,13,18,7,5
2012,SEV,56,15,11,12,6
2012,ATHB,54,13,15,10,7
2012,RAYO,54,13,15,10,8
2012,RSO,54,13,15,10,9
2012,LEVA,53,12,17,9,10
2012,LAC,52,13,13,12,11
2012,ESP,50,13,11,14,12
2012,MALL,50,12,14,12,13
2012,MLG,47,11,14,13,14
2012,ZAR,43,9,16,13,15
2012,BARC,40,9,13,16,16
2012,CEL,39,10,9,19,17
2012,RMA,39,9,12,17,18
2012,GRA,37,8,13,17,19
2012,VLC,36,8,12,18,20
2013,OSA,65,18,11,9,1
2013,ALM,60,18,6,14,2
2013,MLG,59,15,14,9,3
2013,VIL,59,15,14,9,4
2013,VLC,59,17,8,13,5
2013,ATHB,58,16,10,12,6
2013,BARC,58,16,10,12,7
2013,GRA,55,15,10,13,8
2013,SEV,52,13,13,12,9
2013,BET,51,14,9,15,10
2013,CEL,51,13,12,13,11
2013,GET,51,13,12,13,12
2013,ATHM,50,11,17,10,13
2013,ELC,50,15,5,18,14
2013,VLLD,45,11,12,15,15
2013,LEVA,42,9,15,14,16
2013,RSO,42,10,12,16,17
2013,RAYO,41,10,11,17,18
2013,RMA,40,9,13,16,19
2013,ESP,36,6,18,14,20
2014,LAC,62,17,11,10,1
2014,ESP,60,16,12,10,2
2014,EIB,59,15,14,9,3
2014,ALM,58,13,19,6,4
2014,COR,56,16,8,14,5
2014,BARC,53,13,14,11,6
2014,GET,53,13,14,11,7
2014,RSO,53,13,14,11,8
2014,ATHB,52,14,10,14,9
2014,LEVA,52,12,16,10,10
2014,CEL,50,13,11,14,11
2014,MLG,50,11,17,10,12
2014,SEV,50,10,20,8,13
2014,ATHM,49,13,10,15,14
2014,ELC,49,11,16,11,15
2014,VLC,44,9,17,12,16
2014,RMA,43,9,16,13,17
2014,VIL,35,7,14,17,18
2014,RAYO,34,5,19,14,19
2014,GRA,31,3,22,13,20
2015,GET,69,19,12,7,1
2015,VIL,63,17,12,9,2
2015,RAYO,59,16,11,11,3
2015,ESP,58,15,13,10,4
2015,RSO,58,17,7,14,5
2015,LAC,55,15,10,13,6
2015,LEVA,55,14,13,11,7
2015,MLG,54,15,9,14,8
2015,RMA,52,14,10,14,9
2015,EIB,49,13,10,15,10
2015,ATHB,48,12,12,14,11
2015,VLC,48,12,12,14,12
2015,CEL,46,11,13,14,13
2015,LASP,46,11,13,14,14
2015,SEV,46,11,13,14,15
2015,ATHM,45,11,12,15,16
2015,GRA,45,11,12,15,17
2015,BET,44,12,8,18,18
2015,SPG,44,11,11,16,19
2015,BARC,42,9,15,14,20
2016,ALA,68,21,5,12,1
2016,RMA,65,17,14,7,2
2016,RSO,62,18,8,12,3
2016,ESP,59,17,8,13,4
2016,EIB,56,15,11,12,5
2016,VLC,56,14,14,10,6
2016,ATHM,53,14,11,13,7
2016,GRA,53,13,14,11,8
2016,LEG,53,12,17,9,9
2016,OSA,52,11,19,8,10
2016,ATHB,50,14,8,16,11
2016,LAC,50,14,8,16,12
2016,MLG,50,13,11,14,13
2016,VIL,49,12,13,13,14
2016,SPG,47,12,11,15,15
2016,BARC,46,12,10,16,16
2016,BET,46,11,13,14,17
2016,LASP,43,10,13,15,18
2016,SEV,36,9,9,20,19
2016,CEL,32,7,11,20,20
2017,ALA,64,17,13,8,1
2017,BET,64,18,10,10,2
2017,ESP,63,19,6,13,3
2017,MLG,58,15,13,10,4
2017,RSO,58,16,10,12,5
2017,BARC,55,16,7,15,6
2017,RMA,55,12,19,7,7
2017,ATHB,52,14,10,14,8
2017,GET,52,12,16,10,9
2017,LEG,52,13,13,12,10
2017,ATHM,50,12,14,12,11
2017,SEV,50,13,11,14,12
2017,CEL,47,11,14,13,13
2017,VIL,47,11,14,13,14
2017,EIB,46,11,13,14,15
2017,GIR,46,11,13,14,16
2017,VLC,46,12,10,16,17
2017,LEVA,40,9,13,16,18
2017,LAC,39,10,9,19,19
2017,LASP,35,7,14,17,20
2018,SEV,71,20,11,7,1
2018,VLC,65,18,11,9,2
2018,ESP,61,15,16,7,3
2018,CEL,60,15,15,8,4
2018,BET,57,14,15,9,5
2018,LEG,56,15,11,12,6
2018,GET,54,13,15,10,7
2018,ALA,50,12,14,12,8
2018,LEVA,49,12,13,13,9
2018,RSO,49,12,13,13,10
2018,GIR,47,12,11,15,11
2018,RMA,47,11,14,13,12
2018,VIL,47,11,14,13,13
2018,ATHM,46,10,16,12,14
2018,RAYO,46,10,16,12,15
2018,VLLD,44,11,11,16,16
2018,EIB,43,10,13,15,17
2018,HUE,42,9,15,14,18
2018,ATHB,39,9,12,17,19
2018,BARC,33,7,12,19,20
2019,ATHM,60,17,9,12,1
2019,SEV,60,16,12,10,2
2019,VLLD,58,16,10,12,3
2019,ALA,57,14,15,9,4
2019,LEG,57,15,12,11,5
2019,EIB,53,14,11,13,6
2019,RMA,53,12,17,9,7
2019,LEVA,51,13,12,13,8
2019,ESP,50,11,17,10,9
2019,GET,50,10,20,8,10
2019,OSA,50,12,14,12,11
2019,MALL,48,12,12,14,12
2019,VIL,48,13,9,16,13
2019,ATHB,47,11,14,13,14
2019,GRA,47,11,14,13,15
2019,VLC,47,11,14,13,16
2019,BARC,45,10,15,13,17
2019,BET,44,10,14,14,18
2019,RSO,43,10,13,15,19
2019,CEL,40,10,10,18,20
2020,ELC,68,19,11,8,1
2020,BET,63,16,15,7,2
2020,HUE,61,16,13,9,3
2020,GET,60,17,9,12,4
2020,ALA,59,17,8,13,5
2020,VLLD,58,17,7,14,6
2020,CAD,56,16,8,14,7
2020,EIB,56,15,11,12,8
2020,LEVA,55,14,13,11,9
2020,ATHM,52,14,10,14,10
2020,OSA,51,13,12,13,11
2020,ATHB,48,12,12,14,12
2020,VIL,48,12,12,14,13
2020,CEL,47,10,17,11,14
2020,GRA,46,11,13,14,15
2020,SEV,44,11,11,16,16
2020,VLC,44,11,11,16,17
2020,RMA,41,10,11,17,18
2020,RSO,39,7,18,13,19
2020,BARC,27,5,12,21,20
2021,ATHB,58,16,10,12,1
2021,CEL,57,14,15,9,2
2021,ELC,56,13,17,8,3
2021,LEVA,56,15,11,12,4
2021,VLC,55,14,13,11,5
2021,ALA,54,13,15,10,6
2021,MALL,54,12,18,8,7
2021,SEV,53,11,20,7,8
2021,BARC,51,12,15,11,9
2021,BET,51,12,15,11,10
2021,CAD,50,13,11,14,11
2021,OSA,50,14,8,16,12
2021,RAYO,50,11,17,10,13
2021,GET,49,12,13,13,14
2021,ATHM,47,12,11,15,15
2021,RMA,47,11,14,13,16
2021,RSO,43,11,10,17,17
2021,ESP,42,9,15,14,18
2021,GRA,42,11,9,18,19
2021,VIL,41,10,11,17,20
2022,RMA,63,18,9,11,1
2022,OSA,60,16,12,10,2
2022,ATHM,57,15,12,11,3
2022,CAD,57,16,9,13,4
2022,ESP,56,15,11,12,5
2022,ELC,55,15,10,13,6
2022,GIR,55,15,10,13,7
2022,ALM,53,15,8,15,8
2022,RSO,53,13,14,11,9
2022,GET,52,12,16,10,10
2022,BARC,51,13,12,13,11
2022,VLLD,51,12,15,11,12
2022,CEL,48,13,9,16,13
2022,MALL,47,12,11,15,14
2022,RAYO,47,10,17,11,15
2022,BET,46,10,16,12,16
2022,SEV,43,9,16,13,17
2022,VLC,43,11,10,17,18
2022,ATHB,41,9,14,15,19
2022,VIL,39,8,15,15,20
2023,ATHB,66,18,12,8,1
2023,MALL,64,18,10,10,2
2023,LASP,63,17,12,9,3
2023,OSA,61,15,16,7,4
2023,RMA,61,16,13,9,5
2023,VLC,59,15,14,9,6
2023,SEV,54,13,15,10,7
2023,RAYO,53,14,11,13,8
2023,ATHM,52,14,10,14,9
2023,CAD,50,12,14,12,10
2023,BARC,48,12,12,14,11
2023,ALM,46,13,7,18,12
2023,ALA,45,10,15,13,13
2023,BET,45,10,15,13,14
2023,GET,44,10,14,14,15
2023,GIR,43,12,7,19,16
2023,VIL,43,9,16,13,17
2023,RSO,41,10,11,17,18
2023,CEL,40,8,16,14,19
2023,GRA,37,9,10,19,20
2024,OSA,60,17,9,12,1
2024,MALL,57,16,9,13,2
2024,BET,56,14,14,10,3
2024,ESP,56,15,11,12,4
2024,RSO,55,15,10,13,5
2024,ALA,54,15,9,14,6
2024,CEL,54,15,9,14,7
2024,SEV,54,13,15,10,8
2024,LASP,53,14,11,13,9
2024,RAYO,53,13,14,11,10
2024,BARC,52,14,10,14,11
2024,VLLD,52,14,10,14,12
2024,ATHB,51,13,12,13,13
2024,GIR,50,12,14,12,14
2024,LEG,50,13,11,14,15
2024,ATHM,49,11,16,11,16
2024,VIL,49,11,16,11,17
2024,VLC,46,8,22,8,18
2024,RMA,34,8,10,20,19
2024,GET,32,6,14,18,20
